,Questions,Correct Answer,Level,Category,Type,Skills,Answer Description
,BDI stands for:,B,M,Theory,Single Choice,Marketing: Market Research,
, Budget deployed index,,,,,,
,Brand development index,,,,,,
, Budget distributable index,,,,,,
, None of the above,,,,,,
,,,,,,,
,Which of the following is not the category of marketing research firms,B,M,Theory,Single Choice,Marketing: Market Research,
, Syndicated-service research firms,,,,,,
,Mass marketing research firms,,,,,,
, Custom marketing research firms,,,,,,
, Speciality-line marketing research firms,,,,,,
,,,,,,,
,Which is the appropriate marketing research process?,B,M,Theory,Single Choice,Marketing: Market Research,
," Define the problem,collect the information,develop the research plan,analyze the information, make the decision, present the findings",,,,,,
,"Define the problem, develop the research plan,collect the information,analyze the information,present the findings,make the decision",,,,,,
,"Define the problem, collect the information,develop the research plan,analyze the information,present the findings,make the decision",,,,,,
,"Define the problem, collect the information,develop the research plan,analyze the information,make the decision,present the findings",,,,,,
,,,,,,,
,Marketers collect the primary data in five main ways.Which of the following is not such way?,C,E,Theory,Single Choice,Marketing: Market Research,
, Through observation,,,,,,
, Focus groups,,,,,,
, Through biases,,,,,,
, Experiments,,,,,,
,,,,,,,
,_____________________ uses concepts and tools from anthropology to provide deep cultural understanding of how people live and work.,C,M,Theory,Single Choice,Marketing: Market Research,
, Survey research,,,,,,
, Geographical research,,,,,,
, Ethnographic research,,,,,,
, Anthropological research,,,,,,
,,,,,,,
,What is optimum group size in a focus group discussion?,C,E,Theory,Single Choice,Marketing: Market Research,
, 4-6,,,,,,
, 5-7,,,,,,
, 6-10,,,,,,
, 8-12,,,,,,
,,,,,,,
,Which of the following is not a type of Close-ended questions?,A,H,Theory,Single Choice,Marketing: Market Research,
, Thematic appreciation test,,,,,,
, Dichotomous ,,,,,,
, Likert scale,,,,,,
, Semantic differential,,,,,,
,,,,,,,
,Which of the following is not a type of open-ended questions?,B,M,Theory,Single Choice,Marketing: Market Research,
, Completely unstructured,,,,,,
, Rating scale,,,,,,
, Story completion,,,,,,
, Picture,,,,,,
,,,,,,,
,Sampling plan calls for 3 decisions.Which of the following is not such decision?,D,M,Theory,Single Choice,Marketing: Market Research,
, Sampling size,,,,,,
, Sampling unit,,,,,,
, Sampling procedure,,,,,,
, Sampling costs,,,,,,
,,,,,,,
,Which of the following is not an advantage of online research?,C,E,Theory,Single Choice,Marketing: Market Research,
, It is inexpensive,,,,,,
, It is expansive,,,,,,
,Online panels and communities have excessive turnover,,,,,,
, Online research is fast,,,,,,
,,,,,,,
,"_________________ is the set of measures that helps marketers quantify ,compare, and interpret their performance.",B,H,Theory,Single Choice,Marketing: Market Research,
, Marketing parameters,,,,,,
, Marketing metrics,,,,,,
, Marketing quantifiers,,,,,,
, Marketing evaluators,,,,,,
,,,,,,,
,____________________ are 'a concise set of interconnected performance drivers to be viewed in common throughout the organisation'.,D,H,Theory,Single Choice,Marketing: Market Research,
, Marketing scorecards,,,,,,
, Marketing metrics,,,,,,
, Marketing Boards,,,,,,
, Marketing Dashboards,,,,,,
,,,,,,,
,Who is known as the 'Father of Marketing Research'?,C,H,Theory,Single Choice,Marketing: Market Research,
,Ernest Dichter,,,,,,
,Charles Coolidge Parlin,,,,,,
, Edward Barneys,,,,,,
,Philip Kotler,,,,,,
,,,,,,,
,___________________ is the full form of SPSS.,B,M,Theory,Single Choice,Marketing: Market Research,
, Statistical Package for the social studies,,,,,,
, Statistical Package for the social sciences,,,,,,
, Scientific Package for the social studies,,,,,,
, Statistical Package for the social surveys,,,,,,
,,,,,,,
,Which of the following is one of the tab of SPSS?,A,H,Theory,Single Choice,Marketing: Market Research,
, Direct marketing,,,,,,
, Mass marketing,,,,,,
, Custom marketing,,,,,,
, Satistical marketing,,,,,,
,,,,,,,
,"________________________________ is used to clarify thoughts and opinions about the research problem or the respondent population,or to provide insights on how to do more conclusive research",A,M,Theory,Single Choice,Marketing: Market Research,
, Exploratory research,,,,,,
, Causal research,,,,,,
, Descriptive research,,,,,,
, Marketing research,,,,,,
,,,,,,,
,Which of the following are the two types of Descriptive studies?,C,H,Theory,Single Choice,Marketing: Market Research,
, Longitudinal studies and Horizontal studies,,,,,,
, Longitudinal studies and Multi-sectional studies,,,,,,
, Longitudinal Studies and Cross-sectional studies,,,,,,
, Longitudinal studies and Sectional studies,,,,,,
,,,,,,,
,Which of the following is a specialised Qualitative technique?,B,E,Theory,Single Choice,Marketing: Market Research,
, Observation,,,,,,
, Retail Audit,,,,,,
, Survey,,,,,,
, Experimentation,,,,,,
,,,,,,,
,'A Video camera in a retail store can be used to record a customer's behaviour while she buys a garment'' is an example of which quantitative technique.,B,E,Theory,Single Choice,Marketing: Market Research,
, Survey,,,,,,
, Observation,,,,,,
, Experimentation,,,,,,
, None of the above,,,,,,
,,,,,,,
,STM stands for:,D,H,Theory,Single Choice,Marketing: Market Research,
, Systematic Test Marketing,,,,,,
, Systematic Trial moduel,,,,,,
, Systematic Trial Marketing,,,,,,
, Simulated Test Marketing,,,,,,
,,,,,,,
,NRS stands for :,C,H,Theory,Single Choice,Marketing: Market Research,
, National Resource Study,,,,,,
, National Readership Study,,,,,,
, National Readership Survey,,,,,,
, National Resource Survey,,,,,,
,,,,,,,
,Which is the body that certifies the circulation of newspapers and magazines.,A,H,Theory,Single Choice,Marketing: Market Research,
, Audit Bureau of Circulation,,,,,,
, The Indian Newspapers Society,,,,,,
,Audit body of Circulation,,,,,,
, Indian Newspapers and Magazines Society,,,,,,
,,,,,,,
,____________ is an unstructured and longish interview on the given subject,B,E,Theory,Single Choice,Marketing: Market Research,
, Focus interview,,,,,,
, Depth interview,,,,,,
, Projective interview,,,,,,
, Anecdotal interview,,,,,,
,,,,,,,
,Which of the following scales are not used in Marketing research?,C,M,Theory,Single Choice,Marketing: Market Research,
, Nominal,,,,,,
, Ordinal,,,,,,
, Numerical,,,,,,
, Ratio,,,,,,
,,,,,,,
,"__________________ is one where numbers are only used as labels, and have no numerical sanctity.",A,E,Theory,Single Choice,Marketing: Market Research,
, Nominal,,,,,,
, Ordinal,,,,,,
, Interval ,,,,,,
, Ratio,,,,,,
,,,,,,,
,"Under which measurement of scale, ranks are given by respondents to brands?",B,M,Theory,Single Choice,Marketing: Market Research,
, Nominal,,,,,,
, Ordinal,,,,,,
, Interval ,,,,,,
, Ratio,,,,,,
,,,,,,,
,Which scale variable is used to compute the commonly used statistical measures?,C,M,Theory,Single Choice,Marketing: Market Research,
, Nominal,,,,,,
, Ordinal ,,,,,,
, Interval ,,,,,,
, Ratio,,,,,,
,,,,,,,
,___________ is the property in a questionnaire by which consistent results are achieved when we repeat the measurement of something ,C,H,Theory,Single Choice,Marketing: Market Research,
, Validity,,,,,,
, Construct,,,,,,
, Reliability,,,,,,
, Dependability,,,,,,
,,,,,,,
,__________________ is the property by which a questionnaire measures what it is supposed to measure.,A,H,Theory,Single Choice,Marketing: Market Research,
, Validity,,,,,,
, Construct,,,,,,
, Reliability,,,,,,
, Dependability,,,,,,
,,,,,,,
,_______________ represents a researcher's conception of some concept to be operationalised and measured.,B,H,Theory,Single Choice,Marketing: Market Research,
, Validity,,,,,,
, Construct,,,,,,
, Reliability,,,,,,
, Dependability,,,,,,
,,,,,,,
,Which of the following is not a type of validity of a questionnaire.,B,H,Theory,Single Choice,Marketing: Market Research,
, Content Validity,,,,,,
, Realistic validity,,,,,,
, Predictive validity,,,,,,
, Construct Validity,,,,,,
,,,,,,,
,Which of the following is not a sampling technique?,C,E,Theory,Single Choice,Marketing: Market Research,
, Simple Random Sampling,,,,,,
, Cluster sampling,,,,,,
, Systematic cluster sampling,,,,,,
, Stratified random sampling,,,,,,
,,,,,,,
,"Which sampling technique is conceptually the easiest to understand ,but quite difficult to implement in a realistic marketing research project?",A,E,Theory,Single Choice,Marketing: Market Research,
, Simple Random sampling,,,,,,
, Cluster sampling,,,,,,
, Stratified Random sampling,,,,,,
, Multi-stage sampling,,,,,,
,,,,,,,
,"Under which technique, the total target population is divided into strata or segments on the basis of some important variables?",C,M,Theory,Single Choice,Marketing: Market Research,
, Simple Random sampling,,,,,,
, Cluster sampling,,,,,,
, Stratified Random sampling,,,,,,
, Multi-stage sampling,,,,,,
,,,,,,,
,"Under which sampling technique,the sample size (n) is decided and it is divided by the total population N to get (N/n) parts? ",D,M,Theory,Single Choice,Marketing: Market Research,
, Simple Random sampling,,,,,,
, Cluster sampling,,,,,,
, Stratified Random sampling,,,,,,
, Systematic sampling,,,,,,
,,,,,,,
,"Under which sampling technique, the final sample is not chosed in one stage,rather taken a combination of two or more stages?",D,E,Theory,Single Choice,Marketing: Market Research,
, Simple Random Sampling,,,,,,
, Cluster Sampling,,,,,,
, Stratified Random Sampling,,,,,,
, Multi-stage Sampling,,,,,,
,,,,,,,
,Which of the following is not a non-probability sampling technique?,C,M,Theory,Single Choice,Marketing: Market Research,
, Quota Sampling,,,,,,
, Judgement Sampling,,,,,,
, Cluster Sampling,,,,,,
, Snowball sampling,,,,,,
,,,,,,,
,Which is the best market research firm in terms of revenue?,A,M,Theory,Single Choice,Marketing: Market Research,
, Nielson,,,,,,
,IMS health,,,,,,
, Kantar,,,,,,
, IRI,,,,,,
,,,,,,,
,Who is the current CEO of Nielson?,B,M,Theory,Single Choice,Marketing: Market Research,
,Arthur C. Nielson,,,,,,
, Mitch Barns,,,,,,
,Steve Hasker,,,,,,
, Megan Clarken,,,,,,
,,,,,,,
,"A consumer population is divided into age brackets of below 25, 25-40 and above 40 years'. Which sampling technique is used here?",C,E,Theory,Single Choice,Marketing: Market Research,
, Simple Random sampling,,,,,,
, Cluster sampling,,,,,,
, Stratified Random sampling,,,,,,
, Multi-stage sampling,,,,,,
,,,,,,,
,_____________________________ is a type of Non- probability random sampling  and relies on the judgement of the researcher as to who should be in the sample.,B,E,Theory,Single Choice,Marketing: Market Research,
, Quota Sampling,,,,,,
, Judgement sampling,,,,,,
, Convenience Sampling,,,,,,
, Snowball Sampling,,,,,,
,,,,,,,
,"To find owners of Mercedes Benz cars in a city, we may go to one or two ,and ask them if they know anyone else who knows one'.This is an example of which non-probability sampling technique?",D,H,Theory,Single Choice,Marketing: Market Research,
, Quota Sampling,,,,,,
, Judgement sampling,,,,,,
, Convenience Sampling,,,,,,
, Snowball Sampling,,,,,,
,,,,,,,
,"On what condition, a census can be done in Marketing research?",A,M,Theory,Single Choice,Marketing: Market Research,
, If the population size is small,,,,,,
, If the population size is large,,,,,,
, If the population size is living in distant places,,,,,,
, It can't be done at all,,,,,,
,,,,,,,
,This is the error which occurs due to the selection of some units and non-selection of other units into the sample.Which kind of error is this?,A,M,Theory,Single Choice,Marketing: Market Research,
, Sampling error,,,,,,
, Non-sampling error,,,,,,
, Human error,,,,,,
, Total error,,,,,,
,,,,,,,
,The total of sampling error and non-sampling error is known as________________.,C,E,Theory,Single Choice,Marketing: Market Research,
, Random Error,,,,,,
, Human error,,,,,,
, Total error,,,,,,
, None of the above,,,,,,
,,,,,,,
,Which of the following is not a type of analysis?,D,M,Theory,Single Choice,Marketing: Market Research,
, Univariate analysis,,,,,,
, Bivariate analysis,,,,,,
, Multivariate analysis,,,,,,
, None of the above,,,,,,
,,,,,,,
,Pairwise deletion and Listwise deletion are the two approaches to handle which kind of problem?,C,H,Theory,Single Choice,Marketing: Market Research,
, When respondents feel irritated while filling the questionnaire,,,,,,
, When respondents feel wrong data in the questionnaire,,,,,,
, When respondents leaves some blanks on the questionnaire and don't answer all the questions,,,,,,
, When respondents give extra information which creates biases in the analysis,,,,,,
,,,,,,,
,_______________ is the type of error of rejecting the null hypothesis when it is true.,A,M,Theory,Single Choice,Marketing: Market Research,
, Type 1 error,,,,,,
, Type 2 error,,,,,,
, Random error,,,,,,
, Human error,,,,,,
,,,,,,,
,Which of the following of computer packages not capable of statistical analysis?,C,M,Theory,Single Choice,Marketing: Market Research,
, SPSS,,,,,,
, SAS,,,,,,
, Tally ERP,,,,,,
, STATISTICA,,,,,,
,,,,,,,
,Which of the following does not come under 'Transform' tab in SPSS?,C,H,Theory,Single Choice,Marketing: Market Research,
,Optimal recode,,,,,,
, Visual Binning,,,,,,
,Survival,,,,,,
, Compute Variable,,,,,,
,,,,,,,
,Which of the following does not come under 'Analyze' tab in SPSS?,D,E,Theory,Single Choice,Marketing: Market Research,
,Mixed Models,,,,,,
, Correlate,,,,,,
, Regression,,,,,,
,Transpose,,,,,,
,,,,,,,
,Which of the following does not come under 'Data' tab in SPSS?,C,H,Theory,Single Choice,Marketing: Market Research,
,Restructure,,,,,,
, Validation',,,,,,
,Compute Variable,,,,,,
, Orthogonal Design,,,,,,
,,,,,,,
,SAS stands for:,C,M,Theory,Single Choice,Marketing: Market Research,
,Statistical Analysis Software,,,,,,
, Statistical Assembling System,,,,,,
,Statistical Analysis System,,,,,,
, Statistical Assembling Software,,,,,,
,,,,,,,
,_________________ is a mutual relationship or connection between two or more things.,B,M,Theory,Single Choice,Marketing: Market Research,
, Regression,,,,,,
, Correlation,,,,,,
, Chi-square,,,,,,
, Anova,,,,,,
,,,,,,,
,______________________ is an approach for modeling the relationship between a dependent variable and independent variable,A,M,Theory,Single Choice,Marketing: Market Research,
, Regression,,,,,,
, Correlation,,,,,,
, Chi-square,,,,,,
, Anova,,,,,,
,,,,,,,
,___________________ is used to investigate whether distributions of categorical variables differ from one another.,C,H,Theory,Single Choice,Marketing: Market Research,
, Regression,,,,,,
, Correlation,,,,,,
, Chi-square,,,,,,
, Anova,,,,,,
,,,,,,,
,_________________ is a collection of statistical models used to analyze the differences among group means and their associated procedures,D,H,Theory,Single Choice,Marketing: Market Research,
, Regression,,,,,,
, Correlation,,,,,,
, Chi-square,,,,,,
, Anova,,,,,,
,,,,,,,
,___________________ is usually hypothesis that sample observations result purely from chance.,A,M,Theory,Single Choice,Marketing: Market Research,
, Null hypthesis,,,,,,
, Alternate hypothesis,,,,,,
, Directional hypothesis,,,,,,
, Associative hypothesis,,,,,,
,,,,,,,
,___________________ is a hypothesis that sample observations are influenced by some non-random cause,B,M,Theory,Single Choice,Marketing: Market Research,
, Null hypothesis,,,,,,
, Alternative hypothesis,,,,,,
, Directional hypothesis,,,,,,
, Associative hypothesis,,,,,,
,,,,,,,
,"______________________ is a prediction made by a researcher regarding a positive or negative change,relationship,or difference between two variables of a population.",C,H,Theory,Single Choice,Marketing: Market Research,
, Null hypothesis,,,,,,
, Alternate hypothesis,,,,,,
, Directional hypothesis,,,,,,
, Associative hypothesis,,,,,,
,,,,,,,
,"_______________ is a set of techniques which, by analysing correlations between variables, reduces their number into fewer factors which explain the origninal data , more economically.",B,H,Theory,Single Choice,Marketing: Market Research,
, Cluster Analysis,,,,,,
,Factor analysis,,,,,,
, Conjoint analysis,,,,,,
, Symmetric analysis,,,,,,
,,,,,,,
,_____________________ is a multivariate procedure ideally suited to segmentation applications in marketing research,A,H,Theory,Single Choice,Marketing: Market Research,
, Cluster analysis,,,,,,
, Factor analysis,,,,,,
, Conjoint analysis,,,,,,
, Symmetric analysis,,,,,,
,,,,,,,
,_______________________ is a multivariate technique that captures the exact levels of utility that an individual customer puts on various attributes of the product offering,C,H,Theory,Single Choice,Marketing: Market Research,
, Cluster analysis,,,,,,
, Factor analysis,,,,,,
,Conjoint analysis,,,,,,
, Symmetric analysis,,,,,,
,,,,,,,
,Which marketing research company is the best innovative company?,C,H,Theory,Single Choice,Marketing: Market Research,
,Neilson,,,,,,
, TNS Global,,,,,,
, Brainjuicer,,,,,,
, Ipsos,,,,,,
,,,,,,,
,What is Marketing Information system?,C,H,Theory,Single Choice,Marketing: Market Research,
," It consists of people,equipment,and procedures to gather,sort,analyze,evaluate,and distribute needed,timely, and accurate informations to marketing decision makers.",,,,,,
," It consists of people,systems,equipment,data and procedures to gather,sort,analyze,evaluate,and distribute needed,timely, and accurate informations to marketing decision makers.",,,,,,
, It is a set of procedures and sources that managers use to obtain everyday information about developments in the marketing environment,,,,,,
, It is a set of procedures and sources that managers use to obtain everyday information about developments in the technology environment,,,,,,
,,,,,,,
,"Factors like purchasing power, income,savings etc are covered in which macroeconomic environment?",A,E,Theory,Single Choice,Marketing: Market Research,
,Economic environment,,,,,,
,Socio-cultural environment,,,,,,
, Legal environment,,,,,,
, Demographic environment,,,,,,
,,,,,,,
,"Factors like attitudes,culture,beliefs etc are covered in which macroeconomic environment?",B,E,Theory,Single Choice,Marketing: Market Research,
,Economic environment,,,,,,
,Socio-cultural environment,,,,,,
, Legal environment,,,,,,
, Demographic environment,,,,,,
,,,,,,,
,What is a 'target market'?,B,M,Theory,Single Choice,Marketing: Market Research,
, It is the set of consumers who are willing to buy the company's product.,,,,,,
, It is a part of the qualified available market the company decides to pursue,,,,,,
, It is a part of the penetrated market the company decides to pursue.,,,,,,
, It is the set of consumers who are forced to buy the company's product.,,,,,,
,,,,,,,
,What do you mean by 'Posteriori'?,A,H,Theory,Single Choice,Marketing: Market Research,
,An approach where a theoretical framework is developed from the research (after it has been conducted).,,,,,,
, A method through which theoretical marketing research is conducted,,,,,,
, An approach where a theoretical framework is developed before the research is conducted.,,,,,,
, A method through which a quantitative framework is developed through marketing research,,,,,,
,,,,,,,
,What do you mean by 'Priori'?,C,M,Theory,Single Choice,Marketing: Market Research,
,An approach where a theoretical framework is developed from the research (after it has been conducted).,,,,,,
, A method through which theoretical marketing research is conducted,,,,,,
, An approach where a theoretical framework is developed before the research is conducted.,,,,,,
, A method through which a quantitative framework is developed through marketing research,,,,,,
,,,,,,,
,AAPOR stands for_________________________,A,H,Theory,Single Choice,Marketing: Market Research,
, American association of Public Opinion Research,,,,,,
, American associtation of Private Opinion Research,,,,,,
, Asian association of Public Opinion Research,,,,,,
, Asian association of Private Opinion Research,,,,,,
,,,,,,,
,What do you mean by 'Acquiescence bias'?,A,H,Theory,Single Choice,Marketing: Market Research,
,It is a systematic bias caused by some respondents tending to agree with whatever is presented to them.,,,,,,
,It is a unsystematic bias caused by some respondents tending to agree with whatever is presented to them.,,,,,,
, It is a systematic bias caused by some respondents tending to disagree with whatever is presented to them.,,,,,,
, It is a unsystematic bias caused by some respondents tending to disagree with whatever is presented to them.,,,,,,
,,,,,,,
,ACR stands for_____________________-,B,M,Theory,Single Choice,Marketing: Market Research,
, Association of Consumption research,,,,,,
, Association of Consumer research,,,,,,
,Association of Company research,,,,,,
, Association of Censumer-centric research,,,,,,
,,,,,,,
,Who is an active buyer?,A,M,Theory,Single Choice,Marketing: Market Research,
,An active buyer is a consumer that has made a purchase during the previous 12 months.,,,,,,
,An active buyer is a consumer that has made a purchase during the previous 18 months.,,,,,,
,An active buyer is a consumer that has made a purchase during the previous 24 months.,,,,,,
, An active buyer is a consumer that has made a purchase during the previous 6 months.,,,,,,
,,,,,,,
,What are action devices?,A,H,Theory,Single Choice,Marketing: Market Research,
,A direct marketing technique creating involvement by the respondent through the physical use of an involvement device,,,,,,
, A indirect marketing technique creating involvement by the respondent through the physical use of an involvement device,,,,,,
,A direct marketing technique creating involvement by the respondent through the virtual use of an involvement device,,,,,,
,A iindirect marketing technique creating involvement by the respondent through the virtual use of an involvement device,,,,,,
,,,,,,,
,What do you mean by Ad Concept testing?,A,E,Theory,Single Choice,Marketing: Market Research,
,Testing on a target market segment employed to evaluate advertising theme concepts,,,,,,
, Testing on a target market segment employed to test advertisements,,,,,,
,Testing on a target market segment employed to evaluate advertisements reach,,,,,,
,Testing on a target market segment employed to evaluate advertisements reaction.,,,,,,
,,,,,,,
,What do you mean by Ad hoc surveys?,B,M,Theory,Single Choice,Marketing: Market Research,
,A developed survey for the target audience with previous contact by the examiner.,,,,,,
,A developed survey for the target audience with no previous contact by the examiner.,,,,,,
,A developed survey for the target audience with no previous contact by the examinee.,,,,,,
,A developed survey for the target audience with no previous contact by the examinee,,,,,,
,,,,,,,
,What is Ad Tracking research?,C,M,Theory,Single Choice,Marketing: Market Research,
,The study tracking the reach of the advertisement throughout its duration,,,,,,
, The study tracking the advertisement's content throughout its duration,,,,,,
,The study tracking the performance of the advertisement throughout its duration,,,,,,
,The study tracking the revenue generated by the advertisement throughout its duration,,,,,,
,,,,,,,
,ADA is marketing research stands for_____________,B,H,Theory,Single Choice,Marketing: Market Research,
,Adaptive Consumer analysis,,,,,,
, Adaptive Conjoint analysis,,,,,,
, Advanced Consumer analysis,,,,,,
, Advanced Conjoint analysis,,,,,,
,,,,,,,
,ARF stands for____________________,B,H,Theory,Single Choice,Marketing: Market Research,
,Analysing research foundation,,,,,,
, Advertising research foundation,,,,,,
, Advertising research federation,,,,,,
, Analysing research federation,,,,,,
,,,,,,,
,What is ARF?,C,M,Theory,Single Choice,Marketing: Market Research,
,ARF is a collaborative effort to improve advertising and marketing research,,,,,,
,ARF is a collaborative effort to improve advertising research,,,,,,
,"ARF is a collaborative effort to improve advertising, marketing and media research",,,,,,
,"ARF is a collaborative effort to improve advertising, marketing and market research",,,,,,
,,,,,,,
,What is Affiliate marketing?,A,H,Theory,Single Choice,Marketing: Market Research,
,Affiliate marketing is revenue sharing advertising between two websites,,,,,,
,Affiliate marketing is revenue sharing advertising between two companies,,,,,,
,Affiliate marketing is revenue sharing advertising between two brands,,,,,,
,None of the above,,,,,,
,,,,,,,
,What is Aided awareness?,B,M,Theory,Single Choice,Marketing: Market Research,
,The percentage of respondents who claim to have not seen anything (e.g. a brand or an advert) after having been shown some form of stimulus material.,,,,,,
,The percentage of respondents who claim to have seen something (e.g. a brand or an advert) after having been shown some form of stimulus material.,,,,,,
,The percentage of respondents who claim to have seen something (e.g. a brand or an advert) before having been shown some form of stimulus material.,,,,,,
,The percentage of respondents who claim to have not seen anything (e.g. a brand or an advert) before having been shown some form of stimulus material.,,,,,,
,,,,,,,
,ASCII stands for__________________,D,M,Theory,Single Choice,Marketing: Market Research,
,Asian Standard Code of Information Interchange,,,,,,
,American Standard Code of Information Interface,,,,,,
,Asian Standard Code of Information Interface,,,,,,
,American Standard Code of Information Interchange,,,,,,
,,,,,,,
,CAC stands for_____________________,B,H,Theory,Single Choice,Marketing: Market Research,
, Consumer Advocacy Committee,,,,,,
, Consumer Advocacy Council,,,,,,
, Customer Advocacy Council,,,,,,
, Customer Advocacy Committee,,,,,,
,,,,,,,
,What do you mean by Canonical Analysis?,B,H,Theory,Single Choice,Marketing: Market Research,
, An extension of multiple correlation analysis that deals with two dependent variables,,,,,,
, An extension of multiple regression analysis that deals with two dependent variables,,,,,,
,An extension of multiple regression analysis that deals with two independent variables,,,,,,
,An extension of multiple correlation analysis that deals with two independent variables,,,,,,
,,,,,,,
,What do you mean by Categorical Analysis?,A,H,Theory,Single Choice,Marketing: Market Research,
, A variable that is based on non-metric data which cannot be analysed statistically such as that from a nominal or ordinal scale,,,,,,
,A variable that is based on metric data which cannot be analysed statistically such as that from a nominal or ordinal scale,,,,,,
, A variable that is based on non-metric data which can be analysed statistically such as that from a nominal or ordinal scale,,,,,,
, A variable that is based on metric data which can be analysed statistically such as that from a nominal or ordinal scale,,,,,,
,,,,,,,
,What is a causation?,D,E,Theory,Single Choice,Marketing: Market Research,
,An unconditional statement of inferring that the change in a single variable is responsible for a resulting change in another variable,,,,,,
,The conditional statement of inferring that the change in a single variable is not responsible for a resulting change in another variable,,,,,,
,An unconditional statement of inferring that the change in a single variable is not responsible for a resulting change in another variable,,,,,,
,The conditional statement of inferring that the change in a single variable is responsible for a resulting change in another variable,,,,,,
,,,,,,,
,What is Centroid in Marketing Research?,C,M,Theory,Single Choice,Marketing: Market Research,
,The centre of mass of a geometric object of uniform density.,,,,,,
, The median value of a group of objects in a cluster.,,,,,,
,The average value of a group of objects in a cluster.,,,,,,
, The central value of a group of objects in a cluster.,,,,,,
,,,,,,,
,Who is known as a Chief Shopper?,B,M,Theory,Single Choice,Marketing: Market Research,
,The member of a household who is responsible for the majority of household decisions,,,,,,
,The member of a household who is responsible for the majority of household purchasing decisions,,,,,,
,The member of a household who is responsible for the majority of investment decisions,,,,,,
,The member of a household who is responsible for each and every happening.,,,,,,
,,,,,,,
,Who are field force?,D,H,Theory,Single Choice,Marketing: Market Research,
,Interviewers and supervisors who are involved in data analysis,,,,,,
,Interviewers and supervisors who are involved in survey making,,,,,,
,Interviewers and supervisors who are involved in field work associated in marketing research,,,,,,
,Interviewers and supervisors who are involved in data collection,,,,,,
,,,,,,,
,What is field service?,D,E,Theory,Single Choice,Marketing: Market Research,
, The process of asking questions from the questionnaire,,,,,,
,The process of interpretting a survey data,,,,,,
,The process of analysing a survey data,,,,,,
,The process of collecting survey data.,,,,,,
,,,,,,,
,What do you mean by Filter Question?,D,H,Theory,Single Choice,Marketing: Market Research,
,A question in a questionnaire to ensure that respondents find difficult to answer in a survey,,,,,,
,A question in a questionnaire to ensure that respondents find easy to answer in a survey,,,,,,
, A question in a questionnaire to ensure that respondents want to skip in a survey,,,,,,
,A question in a questionnaire to ensure that respondents meet the required criteria for a subsequent question (or questions) in a survey,,,,,,
,,,,,,,
,What do you mean by Focus Group?,A,M,Theory,Single Choice,Marketing: Market Research,
,A marketing research technique for qualitative data that involves a small group of people that share a common set characteristics and participate in a discussion of predetermined topics led by a moderator,,,,,,
