,Question,Correct Answer,Level,Category,Type,Skills,Answer Description
,Expectancy theory focuses on relationships between which factors,D,E,Theory,Single Choice,Employee Engagement,
," Inputs, performance and outcomes",,,,,,
," Needs, performance and inputs",,,,,,
," Needs, performance and outcomes",,,,,,
," Needs, effort and persistence",,,,,,
,,,,,,,
,Horizontal extension  to increase task variety is - ,D,M,Theory,Single Choice,Recruitment,
, Job rotation,,,,,,
, Job evaluation,,,,,,
, Job enrichment,,,,,,
, Job enlargement,,,,,,
,,,,,,,
,The 360 degree appraisal technique - ,D,E,Theory,Single Choice,Performance Management,
, Helps in developing competitive intelligence.,,,,,,
, suitable for large organizations.,,,,,,
, minimizes the effect of development in the appraisal process.,,,,,,
, provides feedback from a variety of individuals.,,,,,,
,,,,,,,
,Upward appraisal is carried out by,B,E,Theory,Single Choice,Performance Management,
, Supervisor,,,,,,
, Subordinates,,,,,,
, Peers,,,,,,
, None of these,,,,,,
,,,,,,,
,List of behavioral descriptions and checks off for employee behaviour used by evaluator is called-,B,H,Theory ,Single Choice,Performance Management,
, Behaviorally Anchored Rating Scales ,,,,,,
, Checklist Appraisal,,,,,,
, Forced Distribution Appraisal,,,,,,
, Forced-Choice Appraisal,,,,,,
,,,,,,,
,"Employee evaluations are directly affected by the “supervisor’s perceptions.” This
theory is known as",A,M,Theory,Single Choice,Performance Management,
, Attribution theory,,,,,,
, Stereotype,,,,,,
, Halo effect,,,,,,
, None of these,,,,,,
,,,,,,,
,"In labor – management negotiation when the management prevents
union members from returning to work, is called _____.",D,M,Theory,Single Choice,Labour relations,
, Grievance,,,,,,
, Strike,,,,,,
, Arbitration,,,,,,
, Lock out,,,,,,
,,,,,,,
,Cost associated with employee separations and turnover include- ,D,E,Theory,Single Choice,Employee Relations,
, Recruitment costs,,,,,,
, Training costs,,,,,,
, Separation costs,,,,,,
, All the above,,,,,,
,,,,,,,
,Which of the following statement best reflects the Job analysis?,D,M,Theory,Single Choice,Hiring,
, Legal clause,,,,,,
, Written statement,,,,,,
, Recruitment method,,,,,,
, Conceptual statement,,,,,,
,,,,,,,
,Following is not a method of performance appraisal?,D,M,Theory,Single Choice,Performance Management,
, Check list method,,,,,,
, Straight ranking method,,,,,,
, Man to Man method,,,,,,
, None of these,,,,,,
,,,,,,,
,An objective assessment of an individual's performance against well-defined benchmarks is - ,D,E,Theory,Single Choice,Performance Management,
, Information for goal identification,,,,,,
, HR Planning,,,,,,
, Performance Appraisal,,,,,,
, None of these,,,,,,
,,,,,,,
,___ is linked with performance appraisal,A,E,Theory,Single Choice,Performance Management,
, Job analysis,,,,,,
, Development,,,,,,
, Job Design,,,,,,
, None of these,,,,,,
,,,,,,,
,An alternate term for performance appraisal - ,C,E,Theory,Single Choice,Performance Management,
, Job knowledge,,,,,,
, Quality and quantity of output,,,,,,
, Employee assessment ,,,,,,
, None of these,,,,,,
,,,,,,,
,Successful defenders use performance appraisal for identifying ___________,C,E,Theory,Single Choice,Performance Management,
, Staffing needs,,,,,,
, Job behaviour,,,,,,
, Training needs,,,,,,
, None of these,,,,,,
,,,,,,,
,Analysers tend to emphasise both ______ and _______ and employee extensive training programmes,A,M,Theory,Single Choice,Workforce Management,
, Strategy and behaviour,,,,,,
, Current performance and past performance,,,,,,
, Skill building and skill acquisition,,,,,,
, None of these,,,,,,
,,,,,,,
,Successful analysers tend to examine - ,C,E,Theory,Single Choice,Workforce Management,
, Ideal appraisal process,,,,,,
, Division and corporate performance evaluation ,,,,,,
, Current performance with past performance,,,,,,
, None of the above,,,,,,
,,,,,,,
,"Raters can be immediate supervisors, specialists from the HR department, subordinates, peers, committees, clients and self - appraisals or a combination of all.",TRUE,E,Reasoning,Single Choice,Performance Management,
, TRUE,,,,,,
, FALSE,,,,,,
,,,,,,,
," Appraisals made by superiors, peers, subordinates and clients is called - ",B,E,Theory,Single Choice,Performance Management,
, Self-Appraisal,,,,,,
, 360 degree feedback,,,,,,
, 180 degree feedback,,,,,,
, None of these,,,,,,
,,,,,,,
,Company first developed the 360 degree system of appraisal - ,C,M,GK,Single Choice,Performance Management,
, Wipro in 1990,,,,,,
, Godrej Soaps in 1991,,,,,,
," General Electric, US in 1992",,,,,,
, None of these,,,,,,
,,,,,,,
,Simplest and most popular technique for appraising employee performance-,D,E,Theory,Single Choice,Performance Management,
, BARS,,,,,,
, Cost accounting,,,,,,
, Critical Incident,,,,,,
, Rating Scales,,,,,,
,,,,,,,
,Major weakness of the forced distribution method - ,B,M,Theory,Single Choice,Performance Management,
, The error of central tendency ,,,,,,
, Assumes that employee performance levels always conform to a normal distribution,,,,,,
, Work is reliable,,,,,,
, None of these,,,,,,
,,,,,,,
,Which of the following option is a component of remuneration?,D,E,Theory,Single Choice,Compensation and Benefits,
, Motivation,,,,,,
, External equity,,,,,,
, Commitment,,,,,,
, Fringe Benefits,,,,,,
,,,,,,,
,The alternate name for incentives- ,A,M,Theory,Single Choice,Compensation and Benefits,
, Payments by result,,,,,,
, Paid holidays,,,,,,
, Gratuity,,,,,,
, None of the above,,,,,,
,,,,,,,
,Which importance is emphasised by the reinforcement and expectancy theory?,A,M,Theory,Single Choice,Training and Development,
, Person actually experiencing award,,,,,,
, Seeking to restore equality,,,,,,
, Holding identical jobs in the organisation,,,,,,
, None of the above,,,,,,
,,,,,,,
,_____ involves the perceived fairness of pay differentials,A,M,Theory,Single Choice,Compensation and Benefits,
, Internal equity,,,,,,
, Individual equity,,,,,,
, External equity,,,,,,
, All the above,,,,,,
,,,,,,,
,"The equipment utilised in Vestibule training closely resembles the actual ones used on the job.
",A,M,Reasoning,Single Choice,Training and Development,
, TRUE,,,,,,
, FALSE,,,,,,
,,,,,,,
,The following is a technique of evaluation - ,C,H,Theory,Single Choice,Performance Management,
, Inter - organisational validity,,,,,,
, Transfer validity,,,,,,
, Longitudinal or time - series analysis,,,,,,
, None of the above,,,,,,
,,,,,,,
,Which of the following is a content theory?,B,E,Theory,Single Choice,HR Generalist,
, Equity theory,,,,,,
, ERG Theory,,,,,,
, Expectancy theory,,,,,,
, None of the above,,,,,,
,,,,,,,
,Who propounded the Need Theory,B,E,GK,Single Choice,HR Generalist,
,  Frederick Herzberg,,,,,,
, Abraham Harold Maslow,,,,,,
, Alderfer,,,,,,
, None of the above,,,,,,
,,,,,,,
,The two factor theory is based on - ,C,E,Theory,Single Choice,HR Generalist,
, Self - actualisation and status quotient,,,,,,
, Safety and self - esteem,,,,,,
, Hygiene and behavioural,,,,,,
, None of the above,,,,,,
,,,,,,,
,"First level and second level outcomes, expectancy, valence and instrumentalists are the four important variables of the achievement motivation theory.",B,M,Theory,Single Choice,Training and Development,
, TRUE,,,,,,
, FALSE,,,,,,
,,,,,,,
,________ makes us from opinion on an individual based on one element.,C,E,Theory,Single Choice,Training and Development,
, Time pressure,,,,,,
, Distance,,,,,,
, Halo effect,,,,,,
, Noise ,,,,,,
,,,,,,,
,Whirlpool’s use of a performance management system worldwide is an example of - ,B,M,Theory,Single Choice,Performance Management,
, policy that has adopted a global village philosophy,,,,,,
, international HRM policy,,,,,,
, extended management control over employees,,,,,,
, attempts to increase productivity in all its branches,,,,,,
,,,,,,,
,"Compensation strategies that reward individual performance and the acquisition of individual skills and know-how are common in
",A,M,Theory,Single Choice,Compensation and Benefits,
, Individualistic Cultures,,,,,,
, Collectivist cultures,,,,,,
, Risk averse cultures,,,,,,
, Egalitarian cultures,,,,,,
,,,,,,,
,Bureaucratic reward systems that emphasise fixed pay are preferred in,D,M,Theory,Single Choice,Compensation and Benefits,
, Individualistic Cultures,,,,,,
,  Group oriented cultures,,,,,,
, Egalitarian cultures,,,,,,
, Risk Averse cultures,,,,,,
,,,,,,,
,"""Balanced scorecard"" give the top managers, a ___________view of the business.",A,E,Theory,Single Choice,Organization Development,
, fast but comprehensive,,,,,,
, detailed and complex,,,,,,
, long-term financial,,,,,,
, simple and routine,,,,,,
,,,,,,,
,"In strategic human resource management, HR strategies are aligned with:",D,E,Theory,Single Choice,Organization Development,
, Economic strategy,,,,,,
, Marketing strategy,,,,,,
,  Finance strategy,,,,,,
, Business strategy,,,,,,
,,,,,,,
,Treating employees as precious human resources is the basis of - ,B,E,Theory,Single Choice,Employee Engagement,
, hard HRM,,,,,,
, soft HRM,,,,,,
, medium HRM,,,,,,
, None of these,,,,,,
,,,,,,,
,Creating an environment that facilitates a continuous and two-way exchange of information between the superiors and the subordinates is the core of:,C,E,Theory,Single Choice,Organization Development,
, High performance management model,,,,,,
, High commitment management model,,,,,,
, High involvement management model,,,,,,
, None of these,,,,,,
,,,,,,,
,Boundary crossing _________,A,M,Theory,Single Choice,Organization Development,
, Is focused upon achieving internal organisational integration between various organisational roles and units in order to generate creativity and synergy,,,,,,
, Undermines the integration of an organisation through the breakdown of the departmental boundaries.,,,,,,
, Occurs when organisations advance into new areas of the market,,,,,,
, Creates internal organisational conflict between different departments as they compete to generate new practices,,,,,,
,,,,,,,
,The stages below are part of the Systematic Training Cycle - ,A,E,Theory,Single Choice,Training and Development,
, Design training,,,,,,
, Deliver on time,,,,,,
, Evaluate customer feedback,,,,,,
, Analyse operating conditions,,,,,,
,,,,,,,
,1st step of HR planning :-,C,E,Theory,Single Choice,Recruitment,
, assessing future demand.,,,,,,
, assessing future supply.,,,,,,
, forecasting future human resource needs.,,,,,,
, preparing a job analysis,,,,,,
,,,,,,,
,HR planning techniques include the use of:,D,E,Theory,Single Choice,Hiring,
, Action plans,,,,,,
, Control and evaluation,,,,,,
, HR Inventories,,,,,,
, All of the above,,,,,,
,,,,,,,
,"The process of gathering, analyzing and synthesizing
information about the jobs that are being done and any new jobs that are
envisaged, is called:-",A,E,Theory,Single Choice,Recruitment,
, Job Analysis,,,,,,
, Job Description,,,,,,
, Job Specification,,,,,,
, HR Information systems,,,,,,
,,,,,,,
,"______is a written statement of the job's activities, the equipment
required and about the working conditions.",B,E,Theory,Single Choice,Hiring,
, Job Analysis,,,,,,
, Job Description,,,,,,
, Job Specification,,,,,,
, Job Design,,,,,,
,,,,,,,
,"_______is a written statement of the skills, knowledge, abilities,
and other characteristics needed to perform a job effectively",C,E,Theory,Single Choice,Recruitment,
, Job Analysis,,,,,,
, Job Description,,,,,,
, Job Specification,,,,,,
, Job Design,,,,,,
,,,,,,,
,All are sources of internal recruiting except:,D,E,Theory,Single Choice,Talent Acquisition,
, employee recommendations.,,,,,,
, job postings,,,,,,
, transfers,,,,,,
, advertisements,,,,,,
,,,,,,,
,The terms pay equity and equal pay are interchangeable :-,B,M,Reasoning,Single Choice,Compensation and Benefits,
, TRUE,,,,,,
, FALSE,,,,,,
,,,,,,,
,"The responsibility for planning and coordinating training programs within an
organization usually falls to the department managers:",B,M,Reasoning,Single Choice,Training and Development,
, TRUE,,,,,,
, FALSE,,,,,,
,,,,,,,
,"Job enrichment addresses nonmanagerial
employees' needs for growth,
recognition, and responsibility.",A,E,Reasoning,Single Choice,Employee Engagement,
, TRUE,,,,,,
, FALSE,,,,,,
,,,,,,,
,Job rotation is widely used in industry:,B,E,Reasoning,Single Choice,Recruitment,
, TRUE,,,,,,
, FALSE,,,,,,
,,,,,,,
,Last step in a  job analysis is to prepare a job specification,A,E,Reasoning,Single Choice,Recruitment,
, TRUE,,,,,,
, FALSE,,,,,,
,,,,,,,
,"Job analysis may answer the question ""What skills are needed to perform
the activities?""",A,E,Reasoning,Single Choice,Recruitment,
, TRUE,,,,,,
, FALSE,,,,,,
