,Questions,Correct Answer,Level,Category,Type,Skills,Answer Description
,ERP,,,,,,
,Waterfall model,,,,,,
,The four questions model - Why?What?Which?How?,,,,,,
,Agile Model,,,,,,
,,,,,,,
,Typical IT consulting assignments deal with,d,M,Theory,Single Choice,IT: ,
,Investigation of competetive advantage through Information Systems,,,,,,
,Study of adoption by competitors,,,,,,
,review of business strategy in light of recent developments,,,,,,
,All of the above,,,,,,
,,,,,,,
,Which of the following business falls under the mission critical category of IT portfolio,a,M,Theory,Single Choice,IT: ,
,Call center,,,,,,
,Gaming,,,,,,
,Both a & b,,,,,,
,None of the above,,,,,,
,,,,,,,
,What does quality mean in the context of information systems,d,M,Theory,Single Choice,IT: ,
,Conformance to what system was designed to,,,,,,
,Satisfaction of needs of its users,,,,,,
,System with zero bugs/errors,,,,,,
,only a & b,,,,,,
,,,,,,,
,Satisfaction of clients in IT industry  comes from,d,M,Theory,Single Choice,IT: ,
,Consultation,,,,,,
,Experimentation,,,,,,
,Prototyping,,,,,,
,All of the above,,,,,,
,,,,,,,
,Which is a framework for industry analysis,d,M,Theory,Single Choice,IT: ,
,Balanced Scorecard,,,,,,
,7s Framework,,,,,,
,AIDA Model,,,,,,
,Porters Five Forces,,,,,,
,,,,,,,
,What is having  proficiency in an area  that is not easily replicated by competitors called,c,M,Theory,Single Choice,IT: ,
,Profit Making,,,,,,
,Efficient,,,,,,
,Core Competency,,,,,,
,None of these,,,,,,
,,,,,,,
,Common metrics for benchmarking a firm are,d,M,Theory,Single Choice,IT: ,
,Revenue,,,,,,
,Production costs,,,,,,
,Employee turnover,,,,,,
,All of the above,,,,,,
,,,,,,,
,Which of the following is ERP package vendor/package provider,c,M,Theory,Single Choice,IT: ERP,
,Microsoft,,,,,,
,Google,,,,,,
,Oracle,,,,,,
,Verizon,,,,,,
,,,,,,,
,"Which infrastructure includes application servers, data servers & clients? ",c,M,Theory,Single Choice,IT: IT Infrastructure Services,
,Single tier Infrastructure,,,,,,
,Two tier Infrastructure,,,,,,
,3 tier infrastructure,,,,,,
,None of these,,,,,,
,,,,,,,
,Which of the following are true concerning Enterprise Resource Planning (ERP) ? ,d,M,Theory,Single Choice,IT: ERP,
,It involves automation and integration of the majority of business processes.,,,,,,
,It shares  data and practices across the enterprise,,,,,,
,Very Expensive,,,,,,
,All of the above,,,,,,
,,,,,,,
,eBay an example of which form of business?,d,M,Theory,Single Choice,IT: ,
,B to B,,,,,,
,C to C,,,,,,
,C to B,,,,,,
,B to C,,,,,,
,,,,,,,
,"What applies to the implementation of an idea? 
",a,M,Theory,Single Choice,IT: ,
,Patent,,,,,,
,Intellectual Property,,,,,,
,Copyright,,,,,,
,License,,,,,,
,,,,,,,
,Which of the following doesn't come under EPS?,b,M,Theory,Single Choice,IT: ,
,Direct payments,,,,,,
,COD,,,,,,
,Online Payments,,,,,,
,All of the above,,,,,,
,,,,,,,
,Which of following come under e-commerce applications?,d,M,Theory,Single Choice,IT: ,
,House buying,,,,,,
,Conducting an auction,,,,,,
,Buying goods online,,,,,,
,All of the above,,,,,,
,,,,,,,
,E-commerce infrastructure encompasses...,d,M,Theory,Single Choice,IT: ,
,e-catalogs,,,,,,
,Web servers,,,,,,
,networks,,,,,,
,All of the above,,,,,,
,,,,,,,
,"In the early 21st century, businesses increasingly outsourced to suppliers outside their own country, sometimes referred to as ",b,M,GK,Single Choice,IT: ,
,onshore outsourcing,,,,,,
,offshore outsourcing,,,,,,
,both a& b,,,,,,
,none of the above,,,,,,
,,,,,,,
,When does comapnies shift to insourcing,d,M,Theory,Single Choice,IT: ,
,desire to increase control,,,,,,
, compliance and to gain competitive differentiation through vertical integration,,,,,,
,none of these,,,,,,
,both a &b,,,,,,
,,,,,,,
,Which is a business practice where a service is performed by staff from inside an organization and also by an external service provider.,c,M,Theory,Single Choice,IT: ,
,in-sourcing,,,,,,
,outsourcing,,,,,,
,co-sourcing,,,,,,
,none of the above,,,,,,
,,,,,,,
,Consultant who operates within an organization but is available to be consulted on areas of their specialization by other departments or individuals,a,M,Theory,Single Choice,IT: IT Consulting,
,Internal consultant,,,,,,
,external consultant,,,,,,
,both a& b,,,,,,
,none of the above,,,,,,
,,,,,,,
,Which IT provides a means by which people communicate with each other,a ,M,Theory,Single Choice,IT: IT Infrastructure,
,Network IT ,,,,,,
,Enterprise IT,,,,,,
,Functional IT,,,,,,
,None of the above,,,,,,
,,,,,,,
,Which is a type of IT application that companies adopt to restructure interactions among groups of employees or with business partners,b,M,Theory,Single Choice,IT: IT Infrastructure,
,Network IT ,,,,,,
,Enterprise IT,,,,,,
,Functional IT,,,,,,
,None of the above,,,,,,
,,,,,,,
,Whic IT assists with execution of different tasks,c,M,Theory,Single Choice,IT: IT Infrastructure,
,Network IT ,,,,,,
,Enterprise IT,,,,,,
,Functional IT,,,,,,
,None of the above,,,,,,
,,,,,,,
,Which IT can be implemented without complements,c,M,Theory,Single Choice,IT: IT Infrastructure,
,Network IT ,,,,,,
,Enterprise IT,,,,,,
,Functional IT,,,,,,
,None of the above,,,,,,
,,,,,,,
,which is not an example of Functional IT,c,M,Theory,Single Choice,IT: IT Infrastructure,
,Spreadsheets,,,,,,
,Excel,,,,,,
,email,,,,,,
,Statistical softwarre,,,,,,
,,,,,,,
,Which IT accepts data in many formAats,b,M,Theory,Single Choice,IT: IT Infrastructure,
,Functional It,,,,,,
,Network IT,,,,,,
,EIT,,,,,,
,None of the above,,,,,,
,,,,,,,
,"Email, Instant messaging, wikis ,blogs are example of ",b,M,Theory,Single Choice,IT: IT Infrastructure,
,Functional It,,,,,,
,Network IT,,,,,,
,EIT,,,,,,
,None of the above,,,,,,
,,,,,,,
,"ERP, CRM are examples of ",c,M,Theory,Single Choice,IT: IT Infrastructure,
,Functional It,,,,,,
,Network IT,,,,,,
,EIT,,,,,,
,None of the above,,,,,,
,,,,,,,
,"Which IT specifies business processes,mandates data format & defines tasks a& sequences",c,M,Theory,Single Choice,IT: IT Infrastructure,
,Functional It,,,,,,
,Network IT,,,,,,
,EIT,,,,,,
,None of the above,,,,,,
,,,,,,,
,Which IT is hardest for companies to adopt,c,M,Theory,Single Choice,IT: IT Infrastructure,
,Functional It,,,,,,
,Network IT,,,,,,
,EIT,,,,,,
,None of the above,,,,,,
,,,,,,,
,Which is the discipline of leveraging analytics & performance modelling to create link between operational processes & desired strategic outcomes,a,M,Theory,Single Choice,IT: IT Infrastructure,
,decision Analytics,,,,,,
,Cloud computing,,,,,,
,EIT,,,,,,
,None of the above,,,,,,
,,,,,,,
,Which systems allows companies to respond efficiently & retain customers,a,M,Theory,Single Choice,IT: IT Infrastructure,
,CRM,,,,,,
,ERP,,,,,,
,Both a & b,,,,,,
,None of the above,,,,,,
,,,,,,,
,CRM's customer relationship cycle process involves ,d,M,Theory,Single Choice,IT: IT Infrastructure,
,Sales,,,,,,
,Provding superior expereince,,,,,,
,Targeting & Marketing,,,,,,
,All of the above,,,,,,
,,,,,,,
,"To record & analyze track information/activities of a website, Facebook Introduced",a,M,Theory,Single Choice,IT: IT Infrastructure,
,Facebook for Websites,,,,,,
,Facebook Ads,,,,,,
,Facebook Exchange,,,,,,
,None of the above,,,,,,
,,,,,,,
,"For third party developers to develop applications on top of facebook, Facebook introduced",b,M,Theory,Single Choice,IT: IT Infrastructure,
,Facebook for Websites,,,,,,
,Facebook Ads,,,,,,
,Facebook Exchange,,,,,,
,None of the above,,,,,,
,,,,,,,
,Facebok's search engine is called,c,M,Theory,Single Choice,IT: IT Infrastructure,
,Facebook Search,,,,,,
,Facebook Ads,,,,,,
,Facebook Graph Search,,,,,,
,Facebook for websites,,,,,,
,,,,,,,
,"To attract data driven marketing via facebook, it introduced",a,M,Theory,Single Choice,IT: IT Infrastructure,
,Facebook Exchange,,,,,,
,Facebook Ads,,,,,,
,Facebook Graph Search,,,,,,
,Facebook for websites,,,,,,
,,,,,,,
,Collection of techniques for efficient & automated discovery of implicit previously unknown patters is called,a,M,Theory,Single Choice,IT: IT Infrastructure,
,Data mining,,,,,,
,Data Analytics,,,,,,
,Data Extraction,,,,,,
,None of the above,,,,,,
,,,,,,,
,Applying intennet & digital technology to accquire & retain cusomers is called,c,M,Theory,Single Choice,IT: IT Infrastructure,
,CRM,,,,,,
,Digital CRM,,,,,,
,e-CRM,,,,,,
,None of the above,,,,,,
,,,,,,,
,Which of the following are Cloud based models,d,M,Theory,Single Choice,IT: IT Infrastructure,
,Accquisition Model,,,,,,
,Business Model,,,,,,
,Access Model,,,,,,
,All of the above,,,,,,
,,,,,,,
,Which of the following is a provider of cloud based content management & File sharing,a,M,Theory,Single Choice,IT: IT Infrastructure,
,Box ,,,,,,
,CRM,,,,,,
,Database Management,,,,,,
,None of the above,,,,,,
,,,,,,,
,Cloud deployement process that are classified based on access to data are,d,M,Theory,Single Choice,IT: IT Infrastructure,
,Public,,,,,,
,Private,,,,,,
,Hybrid,,,,,,
,All of the above,,,,,,
,,,,,,,
,Which of the following enables companies to develop their custom applications or write software that integrates with existing application,b,M,Theory,Single Choice,IT: IT Infrastructure,
,IAAS,,,,,,
,PAAS,,,,,,
,SAAS,,,,,,
,None,,,,,,
,,,,,,,
,Which is an application or suite of applications that reside in the cloud instead of on a user's hard drive or in a data center,a,M,Theory,Single Choice,IT: IT Infrastructure,
,IAAS,,,,,,
,PAAS,,,,,,
,SAAS,,,,,,
,None,,,,,,
,,,,,,,
,Google used which language for app engine development,b,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,c++,,,,,,
,java,,,,,,
,visual basic,,,,,,
,.net,,,,,,
,,,,,,,
, What aspect of cloud computing helps it to guard against downtime and determines costs,a,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,service level agreements,,,,,,
,API,,,,,,
,VPN,,,,,,
,None of these,,,,,,
,,,,,,,
,Which of the following is not an application of Cloud computing,d,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,IAAS,,,,,,
,PAAS,,,,,,
,SAAS,,,,,,
,FAAS,,,,,,
,,,,,,,
,Cloud computing has what kind of relationship with customers,b,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,one to one,,,,,,
,one to many,,,,,,
,many to one,,,,,,
,many to many,,,,,,
,,,,,,,
,"Which organization decides security ,easures for cloud computing",a,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,cloud servics aliance,,,,,,
,cloud service watchdog,,,,,,
,CRM,,,,,,
,SAAS,,,,,,
,,,,,,,
,Example of a company who deals with cloud management tools & services,d,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Google,,,,,,
,Salesforce,,,,,,
,Amazon,,,,,,
,RightScale,,,,,,
,,,,,,,
,VMware is an example of,b,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,SAAS,,,,,,
,IAAS,,,,,,
,PAAS,,,,,,
,None of these,,,,,,
,,,,,,,
,Google App comes under what kind of cloud computing ,d,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,SAAS,,,,,,
,IAAS,,,,,,
,PAAS,,,,,,
,None of these,,,,,,
,,,,,,,
,Who launched a cloud-based test and development service for enterprises?,c,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,HP,,,,,,
,Cisco,,,,,,
,IBM,,,,,,
,Oracle,,,,,,
,,,,,,,
,Cloud in the word Cloud computing refers to what,c,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Data,,,,,,
,Software,,,,,,
,Internet,,,,,,
,None of these,,,,,,
,,,,,,,
,Cloud computing supports which of the following OS,d,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Windows,,,,,,
,Linux,,,,,,
,MAC-OS,,,,,,
,All of the above,,,,,,
,,,,,,,
,Cloud computing is an alternative for what,a,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Data centers,,,,,,
,Computer hardware,,,,,,
,both a & b,,,,,,
,None of the above,,,,,,
,,,,,,,
,Which of the following is a cloud computing pricing model,d,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Free,,,,,,
,Pay as per use,,,,,,
,Subcribe and pay,,,,,,
,All of the above,,,,,,
,,,,,,,
,What do firms consider before implementing cloud computing,d,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Cost ,,,,,,
,Employee satidfaction,,,,,,
,Security concerns,,,,,,
,All of the above,,,,,,
,,,,,,,
,which of the following is not built on cloud computing technology,d,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Twitter,,,,,,
,Youtube,,,,,,
,Skype,,,,,,
,None of the above,,,,,,
,,,,,,,
,CRM falls under which category of SAAS providers,d,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Consumer services,,,,,,
,Communication services,,,,,,
,Business services,,,,,,
,none of the above,,,,,,
,,,,,,,
,Which of the following involves vendor lock-in,c,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,SAAS,,,,,,
,IAAS,,,,,,
,PAAS,,,,,,
,None of these,,,,,,
,,,,,,,
,Which of the follwing is an example of PAAS,a,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Google Maps,,,,,,
,Gmail,,,,,,
,Gogle earth,,,,,,
,All of the above,,,,,,
,,,,,,,
,Which of the following is most refined service model,c,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,SAAS,,,,,,
,IAAS,,,,,,
,PAAS,,,,,,
,None of these,,,,,,
,,,,,,,
,Which of the floowing is not an ERP technology,d,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Data warehousing,,,,,,
,Data Mining,,,,,,
,Business process engineering,,,,,,
,Manufacturing resource planning,,,,,,
,,,,,,,
,Which of the follwing doesnt come under ERP,c,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,HR,,,,,,
,Inventory,,,,,,
,Purchase,,,,,,
,All of the above,,,,,,
,,,,,,,
,ERP makes the process,b,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Fast ,,,,,,
,Automated,,,,,,
,both a & b,,,,,,
,none of these,,,,,,
,,,,,,,
,Steps involved in ERP,d,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Project Planning,,,,,,
,Phased Approach,,,,,,
,Architectural design,,,,,,
,All of the above,,,,,,
,,,,,,,
,BPR stands for,b,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Business process reengineering,,,,,,
,Business process Redesign,,,,,,
,both a & b,,,,,,
,none of the above,,,,,,
,,,,,,,
,ERP helps to integrate,a,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Downward value chain,,,,,,
,Upward value chain,,,,,,
,both a & b,,,,,,
,none of the above,,,,,,
,,,,,,,
,Most important modules in CRM?,d,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Marketing,,,,,,
,Sales,,,,,,
,Inventory,,,,,,
,all of the above,,,,,,
,,,,,,,
,Which of the following is a virtual machine technology that can run various operating systems ?,a,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,VMWare,,,,,,
,Virtual Box,,,,,,
,both a & b,,,,,,
,None of these,,,,,,
,,,,,,,
,Which of the following  is a cloud computing infrastructure that creates a development environment upon which applications may be build.,c,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,SAAS,,,,,,
,IAAS,,,,,,
,PAAS,,,,,,
,None of these,,,,,,
,,,,,,,
, Hardware is virtualized in the which cloud service,a,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,SAAS,,,,,,
,IAAS,,,,,,
,PAAS,,,,,,
,None of these,,,,,,
,,,,,,,
, How many types of virtual private server instances are partitioned in an IaaS stack ,c,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,One,,,,,,
,Two,,,,,,
,Three,,,,,,
,Four,,,,,,
,,,,,,,
,We can reset date & time in the system using,b,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Calender,,,,,,
,Controlpanel,,,,,,
,Format  the system,,,,,,
,none of these,,,,,,
,,,,,,,
,Standards of world wide web are set by,a,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,W3C,,,,,,
,World wide corporation,,,,,,
,World wide consortium,,,,,,
,none of these,,,,,,
,,,,,,,
,Which  planning comprises of successive representations of different levels of a plan?,b,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Project Planning,,,,,,
,Hierarchial planning,,,,,,
,Non Hierarchial planning,,,,,,
,none of these,,,,,,
,,,,,,,
,"Original name for ""The Imitation Game""  is",a,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Turing test,,,,,,
,LISP,,,,,,
,Cybernetics,,,,,,
,All of the above,,,,,,
,,,,,,,
,AI is said to be strong if,c,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,the embodiment of human intellectual capabilities within a computer.,,,,,,
,a set of computer programs that produce output that would be considered to reflect intelligence if it were generated by humans.,,,,,,
,both a & b,,,,,,
,none of those,,,,,,
,,,,,,,
,Which of the following is not a Computer Network,c,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,LAN,,,,,,
,PAN,,,,,,
,RAN,,,,,,
,MAN,,,,,,
,,,,,,,
,NIC stands for,b,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,New Internet Connection,,,,,,
,Network Interface Card,,,,,,
,Network Interface cell,,,,,,
,Net Interface Card,,,,,,
,,,,,,,
,HUB in IT terms is used for,b,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Multicasting,,,,,,
,Broadcasting,,,,,,
,Unicasting,,,,,,
,All of the above,,,,,,
,,,,,,,
,Which of the following s not a property of transactions,b,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Atomicity,,,,,,
,Concurrency,,,,,,
,Isolation,,,,,,
,All of the above,,,,,,
,,,,,,,
,Union Operator is,c,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Unary,,,,,,
,Ternary,,,,,,
,Binary,,,,,,
,all of the above,,,,,,
,,,,,,,
,Sharing Printers and Scanner centrally in a Computer Network is regarded as ,b,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,Network Sharing,,,,,,
, Resource Sharing,,,,,,
,both a & b,,,,,,
,None of the above,,,,,,
,,,,,,,
,IPV4 is of how many bits,b,M,Theory,Single Choice,IT: Cloud: CRM: ERP,
,8,,,,,,
,16,,,,,,
,32,,,,,,
,64,,,,,,
,,,,,,,
,Information system's lifecycle is called as ,c,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Mini data lifecycle,,,,,,
,Micro lifecycle,,,,,,
,Macro lifecycle,,,,,,
,Metadata lifecycle,,,,,,
,,,,,,,
,Second phase of IT system Lifecycle is,a,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,requirement collection and analysis,,,,,,
,Validity testing,,,,,,
,Feasability analysis,,,,,,
,none of the above,,,,,,
,,,,,,,
,"Phases of macro life cycle or information system life cycle, phase which consists of study of cost benefit and potential areas of application is called",c,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,requirement collection and analysis,,,,,,
,Validity testing,,,,,,
,Feasability analysis,,,,,,
,none of the above,,,,,,
,,,,,,,
,Life cycle of database system is called,b,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Mini data lifecycle,,,,,,
,Micro lifecycle,,,,,,
,Macro lifecycle,,,,,,
,Metadata lifecycle,,,,,,
,,,,,,,
,"Phases of database system life cycle or micro life cycle, activities included are",d,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Monitoring & Maintainence,,,,,,
,Database implementation,,,,,,
,Application conversion,,,,,,
,all of the above,,,,,,
,,,,,,,
,Stage in which company's investment costs mount is classified as,a,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Development,,,,,,
,Testing,,,,,,
,Buying stage,,,,,,
,none of the above,,,,,,
,,,,,,,
,RAD stands for,b,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Relative Application development,,,,,,
,Rapid Appplication development,,,,,,
,Rapid Application document,,,,,,
,all of the above,,,,,,
,,,,,,,
,Stage in which sales and profits declines is called,a,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Innovation Stage,,,,,,
,Testing,,,,,,
,Buying stage,,,,,,
,none of the above,,,,,,
,,,,,,,
,Which one of the following models is not suitable for accommodating any change?,a,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Waterfall,,,,,,
,RAD,,,,,,
,Agile,,,,,,
,none of the above,,,,,,
,,,,,,,
,Which is not one of the types of prototype of Prototyping Model?,c,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Horizontal,,,,,,
,Vertical,,,,,,
,Diagonal,,,,,,
,Domain,,,,,,
,,,,,,,
,RAD model has how many stages,c,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,1,,,,,,
,2,,,,,,
,3,,,,,,
,4,,,,,,
,,,,,,,
,"Business modeling,Data modeling,Process modeling,Application generation and Testing & Turnover are stages of which model",a,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Waterfall,,,,,,
,RAD,,,,,,
,Agile,,,,,,
,none of the above,,,,,,
,,,,,,,
,Major drawback of using RAD Model?,c,M,Theory,Single Choice,IT: Software: Product Lifecycle,
, Highly specialized & skilled developers/designers are required,,,,,,
,Encourages customer/client feedback.,,,,,,
,both a & b,,,,,,
,none of the above,,,,,,
,,,,,,,
,"In which mnodel, user is involved in all the phases of SDLC?",b,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Waterfall,,,,,,
,RAD,,,,,,
,Agile,,,,,,
,none of the above,,,,,,
,,,,,,,
,Maintenance testing is performed using which methodology?,c,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Retesting,,,,,,
,Sanity testing,,,,,,
,Breadth & Depth test,,,,,,
,Confirmation test,,,,,,
,,,,,,,
,Alpha testing is done at,b,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Developer's end,,,,,,
,User's end,,,,,,
,both a & b,,,,,,
,none of the above,,,,,,
,,,,,,,
,Various testing levels are,d,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Unit,,,,,,
,System,,,,,,
,Integration,,,,,,
,all of the above,,,,,,
,,,,,,,
,Two dimensions of spiral model are,b,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,"daigonal, radial",,,,,,
,"radial,angular",,,,,,
,"radial, perpendicular",,,,,,
,none of the above,,,,,,
,,,,,,,
,Model used to develop client/server application is,b,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Spiral,,,,,,
,Concurrent,,,,,,
,Prototype,,,,,,
,Incremental,,,,,,
,,,,,,,
,Which technique is applied to ensure the continued evolution of legacy systems ?,c,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Re-engineering,,,,,,
,Reverse engineering,,,,,,
,both a & b,,,,,,
,none of the above,,,,,,
,,,,,,,
,Stages of Product Life Cycle are?,d,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Growth,,,,,,
,Decline,,,,,,
,Mature,,,,,,
,all of the above,,,,,,
,,,,,,,
,Which two models doesn’t allow defining requirements early in the cycle?,a,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Prototyping & Spiral,,,,,,
,RAD & waterfall,,,,,,
,Waterfall & Prototyping,,,,,,
,none of the above,,,,,,
,,,,,,,
,Which of the following life cycle model can be chosen if the development team has less experience on similar projects?,a,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Spiral,,,,,,
,Concurrent,,,,,,
,Prototype,,,,,,
,Incremental,,,,,,
,,,,,,,
,"A company is developing an advance version of their current software available in the market, what model approach would they prefer",a,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,RAD & Iterative,,,,,,
,Spiral,,,,,,
,Waterfall,,,,,,
,Prototyping,,,,,,
,,,,,,,
,Which among the following is not a software process quality?,b,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Productivity,,,,,,
,Portability,,,,,,
,Timeliness,,,,,,
,Visibility,,,,,,
,,,,,,,
,Which process doesn't come under support phase?,a,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,Translation,,,,,,
,Adaption,,,,,,
,Correction,,,,,,
,none of the above,,,,,,
,,,,,,,
,"System of interrelated computing devices, mechanical and digital machines, objects, animals or people that are provided with unique identifiers and the ability to transfer data over a network without requiring human-to-human or human-to-computer interaction.",a,M,Theory,Single Choice,IT: Software: Product Lifecycle,
,IOT,,,,,,
,SMAC,,,,,,
,Software,,,,,,
,none of the above,,,,,,
,,,,,,,
,Software costs more to maintain than it does to develop.,a,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,RAD & Prototyping will not be able to give the desired outcome if user’s participation is not involved?,a,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,One can choose Waterfall Model if the project development schedule is tight.,b,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Low cost is a characteristic of “Market Introduction Stage” in PLC?,b,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Reverse engineering is the last activity in a reengineering project.,b,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,"Evolutionary development usually has two flavors; exploratory development, and throw-away prototyping.",a,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Incremental model is a combination of linear model & prototyping model,a,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Exhaustive testing is practical & possible,b,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,SDLC stands for Software development life cycle,a,M,Theory,Single Choice,IT: IT Product Development,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Coding is a phase in prototype development model,b,M,Theory,Single Choice,IT: IT Product Development,
