,Questions,Correct answer,Level,Category,Type,Skills,Answer Description
,The most basic level of the product is called,C,M,Theory,Single Choice,Marketing:Product Management,
, fundamnetal product,,,,,,
, Central product,,,,,,
, Core product,,,,,,
, Augmented product,,,,,,
,,,,,,,
,In what type of customers they may share a strong need which will not satisfied by the existing product,B,H,Theory,Single Choice,Marketing,
, negative demand,,,,,,
, latent demand,,,,,,
, irregular demand,,,,,,
, declining demand,,,,,,
,,,,,,,
,Four unique elements of the services include,C,E,Theory,Single Choice,Marketing,
," Independence, intangibility, inventory, and inception",,,,,,
,"Independence, increase, inventory, and intangibility",,,,,,
,"Intangibility, inconsistency, inseparability, and inventory",,,,,,
," Intangibility, independence, inseparability, and inventory",,,,,,
,,,,,,,
,In what marketing concept that says that the organization's task is to determine the customer's needs and want and to deliver satisfaction effectively than the competitors,C,H,Theory,Single Choice,Marketing,
, Customer -centered model,,,,,,
, ethically responsible marketing,,,,,,
,Societal marketing concept,,,,,,
, Focussed business model,,,,,,
,,,,,,,
,Walt Disney’s brand mantra,B,E,Theory,Single Choice,Marketing:GK,
, Make the dream come true,,,,,,
, Fun family entertainment,,,,,,
, Let the dream come true,,,,,,
, None of these,,,,,,
,,,,,,,
,The comprehensive examination through which the company can discover its sources of brand equity,A,H,Theory,Single Choice,Marketing:Brand Management,
, Brand Audit,,,,,,
, Brand mantra,,,,,,
, Brand reputation,,,,,,
, Brand knowledge,,,,,,
,,,,,,,
,____ will provide a comprehensive profile of how all the products sold by company are branded and marketed,B,H,Theory,Single Choice,Marketing:Brand Management,
, Brand audit,,,,,,
, Brand inventory,,,,,,
, Brand exploratory,,,,,,
, None of these,,,,,,
,,,,,,,
,The research which is to understand the customers think and feel about the brand and its product category,C,H,Theory,Single Choice,Marketing:Market Research:Brand Management,
, Brand inventory,,,,,,
, Brand knowledge,,,,,,
, Brand exploratory,,,,,,
, None of these,,,,,,
,,,,,,,
,which of the following will be enhanced by delivering key benefits of a brand or product to the customers,B,H,Theory,Single Choice,Marketing:Brand Management,
, Competition,,,,,,
, Positioning,,,,,,
, Extension,,,,,,
, Product knowledge,,,,,,
,,,,,,,
,Brand management comes into existence because of the following reason,C,H,Theory,Single Choice,Marketing:Brand Management,
, Companies wasn’t to achieve economies of scale,,,,,,
, It gives the financial supplement to the company,,,,,,
, as companies want to differentiate its products and highlights its products in the competitive world,,,,,,
, It gives the employees loyalty,,,,,,
,,,,,,,
,Which of the following criteria is the part of offensive strategy to build brand equity,D,H,Theory,Single Choice,Marketing:Brand Management,
, Transferability,,,,,,
, Adaptability,,,,,,
, Protectability,,,,,,
, Memorability,,,,,,
,,,,,,,
,Which of the following criteria is the part of defensive strategy to build brand equity,A,H,Theory,Single Choice,Marketing:Brand Management,
, Adaptability,,,,,,
, Likability,,,,,,
, Meaningfulness,,,,,,
, Memorability,,,,,,
,,,,,,,
,Nimbooz “nimbu pani” is the product of the following company,B,E,Theory,Single Choice,Marketing:GK,
, Coca-Cola,,,,,,
, PepsiCo,,,,,,
, Cott.,,,,,,
, Dr. Pepper Snapple group,,,,,,
,,,,,,,
,"Holistic marketers achieve profitable growth by expanding customer share, capturing customer lifetime value and________",C,H,Theory,Single Choice,Marketing,
, renewing customer base,,,,,,
, Milking the market for product desires,,,,,,
, Building customer loyalty,,,,,,
, undermining the competitors,,,,,,
,,,,,,,
,In which approach setting a low initial price so that attracting the customers and increasing the market share,D,M,Theory,Single Choice,Marketing:Pricing Strategy,
, market skimming,,,,,,
, Leader,,,,,,
, value- based,,,,,,
, Market penetration,,,,,,
,,,,,,,
,. The extended Ps of service marketing mix are :,C,M,Theory,Single Choice,Marketing,
,"People, Product, Place",,,,,,
," Price Physical Evidence, Promotion",,,,,,
," Physical Environment, Process, People",,,,,,
," Product, Process, Physical Environment",,,,,,
,,,,,,,
,which of the following is the basic product of a service which makes it different from a product,C,E,Theory,Single Choice,Marketing,
, Size,,,,,,
, Shape,,,,,,
, Intagibility,,,,,,
, Expensive,,,,,,
,,,,,,,
,The major task of any business is to deliver ____ At a profit,A,E,Theory,Single Choice,Marketing,
, Customer value,,,,,,
, Customer need,,,,,,
, products and services,,,,,,
, improved quality,,,,,,
,,,,,,,
,The solution for price competition is to develop a differentiated,D,E,Theory,Single Choice,Marketing:Pricing Strategy,
, Package and label,,,,,,
," Website, app",,,,,,
," Product, promotion, price",,,,,,
," Delivery, image , offer",,,,,,
,,,,,,,
,Which one is the key to creating brand equity and make the brand strong?,C,H,Theory,Single Choice,Marketing:Brand Management,
, Value,,,,,,
, Brand perception,,,,,,
, Brand knowledge,,,,,,
, Competition with other brands,,,,,,
,,,,,,,
,The strategy in which a company introduce same brand name for many products in different markets is called?,B,H,Theory,Single Choice,Marketing:Brand Management,
, Rand band strategy,,,,,,
, Umbrella brand strategy,,,,,,
, Line brand strategy,,,,,,
, Product brand strategy,,,,,,
,,,,,,,
,The customer's’ ability to retrieve the brand from memory when given the product category,A,H,Theory,Single Choice,Marketing:Brand Management,
,  Brand recall,,,,,,
, Brand reputation,,,,,,
, Brand perception,,,,,,
, Brand function,,,,,,
,,,,,,,
,Which of the following is not the part of brand resonance,D,H,Theory,Single Choice,Marketing:Brand Management,
, Sense of community,,,,,,
, Behavioural loyalty,,,,,,
, Active engagement,,,,,,
, Awareness,,,,,,
,,,,,,,
,Key components of customer equity are,D,H,Theory,Single Choice,Marketing:Consumer Marketing,
," Value equity, brand equity",,,,,,
," Brand equity, relationship equity",,,,,,
,"Value equity, relationship equity",,,,,,
," Value equity, relationship equity, brand equity",,,,,,
,,,,,,,
,"When a firm uses a current brand name to enter a new segment in the existing product class, it is called",B,H,Theory,Single Choice,Marketing:Product Management,
, Brand extension,,,,,,
, Line extension,,,,,,
, Product extension,,,,,,
, Category extension,,,,,,
,,,,,,,
,"When the marketer uses the same brand name to enter different product class, it is called",A,H,Theory,Single Choice,Marketing:Product Management,
, Category extension,,,,,,
, Line extension,,,,,,
, Product extension,,,,,,
, Brand extension,,,,,,
,,,,,,,
,"the act of designing the firms offer and image so that it occupies a distant place in target customer’s minds. It is called,",D,M,Theory,Single Choice,Marketing:Brand Management,
, Brand targeting,,,,,,
, Brand reputation,,,,,,
, Brand awareness,,,,,,
, Brand positioning,,,,,,
,,,,,,,
,"the benefits that customers associate with a brand and they couldn’t find them in others brand, they are called",B,H,Theory,Single Choice,Marketing,
, Points of parity,,,,,,
, Points of difference,,,,,,
, Points of parity associations,,,,,,
, Competitive points of parity,,,,,,
,,,,,,,
,"When the detergent brands launched products with new formula in the market, it is the example of",A,H,Theory,Single Choice,Marketing,
, Extending your points of difference,,,,,,
, Extending the positioning,,,,,,
, Extending the entire business,,,,,,
, Extending the target market,,,,,,
,,,,,,,
,Which of the following is not a desirable criterion for the Point of differentiation,B,H,Theory,Single Choice,Marketing,
,Relevance,,,,,,
,Sustainability,,,,,,
, Distinctiveness,,,,,,
, Believability,,,,,,
,,,,,,,
," For positioning to be enduring, which one is not required in the deliverability criteria",D,M,Theory,Single Choice,Marketing,
, Feasibility,,,,,,
, Communicability,,,,,,
, Sustainability,,,,,,
, Distinctiveness,,,,,,
,,,,,,,
,In the Maslow’s hierarchy of needs which of the following has the highest priority,C,E,Theory,Single Choice,Marketing,
, Safety and security needs,,,,,,
, Social needs,,,,,,
, Self-actualization needs,,,,,,
, Ego needs,,,,,,
,,,,,,,
,") The abstract associations (benefits and attributes) that characterize the some of the most important dimensions of a brand, these are called",C,H,Theory,Single Choice,Marketing:Brand Management,
, Points of parity associations,,,,,,
, Points of difference associations,,,,,,
, Core brand associations,,,,,,
, None of these,,,,,,
,,,,,,,
,You purchase cleaning supplies for your custodial help regularly. It is showing which buying situation?,B,H,Theory,Single Choice,Marketing:Consumer Marketing,
,Modified rebuy,,,,,,
, Straight rebuy,,,,,,
, Modified straight rebuy,,,,,,
, Consumer buy,,,,,,
,,,,,,,
,Which chain represent the companies who are responsible for the moving product from manufacturer to customers,C,M,Theory,Single Choice,Marketing:Distribution,
, Retail chain,,,,,,
, Network chain,,,,,,
, Distributor chain,,,,,,
, Position chain,,,,,,
,,,,,,,
,"______ is the study of how individuals, groups buy , use , dispose goods or services to satisfy their needs or wants",D,M,Theory,Single Choice,Marketing:Consumer Marketing,
, Target marketing,,,,,,
,Segmentation,,,,,,
, Product differentiation,,,,,,
, Consumer behaviour,,,,,,
,,,,,,,
,Which of the following is not the part of indirect channel of distribution,C,M,Theory,Single Choice,Marketing:Distribution,
, Wholesalers,,,,,,
, Distributors,,,,,,
, telemarketers,,,,,,
, Retailers,,,,,,
,,,,,,,
,IMC stands for?,A,E,Theory,Single Choice,Marketing:Marketing Communication,
, Integrated marketing communication,,,,,,
, Integrated managing communication,,,,,,
, Integarted marketing customer,,,,,,
, Integrated management customer,,,,,,
,,,,,,,
,The basic role of promotion of the products is,C,E,Theory,Single Choice,Marketing:Sales Promotion,
, information,,,,,,
, communication,,,,,,
, interpretation,,,,,,
, manipulation,,,,,,
,,,,,,,
,In which era the USP(unique selling proposition ) was started ?,A,M,Theory,Single Choice,Marketing,
, Product era,,,,,,
, Image era,,,,,,
, Advertising era,,,,,,
, Positioning era,,,,,,
,,,,,,,
,Customers do not give the same treatment to the counterfeit brands even if they carry labels which looks like genuine brand because,B,H,Theory,Single Choice,Marketing:Brand Management,
, Actual product is not there,,,,,,
, Actual brand is not there,,,,,,
, Actual brand is there,,,,,,
, Actual product is there,,,,,,
,,,,,,,
,Brand managers will not get into large porReasoningolio because of some reasons. Which of the following is not one of the reasons?,B,H,Theory,Single Choice,Marketing:Brand Management,
, Owing to the growth,,,,,,
, Need to have small porReasoningolio,,,,,,
, Cannibalization,,,,,,
, Owing to acquisition,,,,,,
,,,,,,,
,A good brand contract,D,M,Theory,Single Choice,Marketing:Brand Management,
, Keeps customer perspective in view,,,,,,
, Unearthens nagtive promises,,,,,,
, Delivers promises made with customers,,,,,,
, all of the above,,,,,,
,,,,,,,
,What are the factors affect the choice of distribution channel,C,H,Theory,Single Choice,Marketing:Channel Management,
, Customer value,,,,,,
, Sales revenue,,,,,,
, Both,,,,,,
, None of the above,,,,,,
,,,,,,,
,What kind of organizations are consumer-centric and all the decisions taken are based on the involvement of all in the firm,B,H,Theory,Single Choice,Marketing,
, Consumer based,,,,,,
, Brand based,,,,,,
, Competition,,,,,,
, Marketing,,,,,,
,,,,,,,
,The process of establishing a distinctive place in the market for a product or brand is known as,D,H,Theory,Single Choice,Marketing:Brand Management,
, Profiling,,,,,,
, Segementation,,,,,,
, Profiling segmentation,,,,,,
, Positioning,,,,,,
,,,,,,,
,"which executive person is completely responsible for the brand strategy, implementation and for complete performance of the brand",B,E,Theory,Single Choice,Marketing:GK,
, Chief executive officer,,,,,,
, Chief branding officer,,,,,,
, President of the company,,,,,,
, Director,,,,,,
,,,,,,,
,Ebay and Qxl are the examples of Consumer to consumer(c-c) channels,A,M,Reasoning,Single Choice,Marketing:Distribution,
, True,,,,,,
, False,,,,,,
,,,,,,,
,"In which concept it is practised more aggressively with unsought goods , goods that buyers generally don't buy life insurance e.t.c",B,M,Theory,Single Choice,Marketing,
, Product concept,,,,,,
, Selling concept,,,,,,
, production concept,,,,,,
, marketing concept,,,,,,
,,,,,,,
,The marketing mix 4P's are,D,M,Theory,Single Choice,Marketing,
,"product, positioning, place, and price",,,,,,
," product, production, price, and place",,,,,,
," promotion, place, positioning, and price",,,,,,
," Product, place , price, promotion",,,,,,
,,,,,,,
,The pricing model offers opportunity to set different levels of pricing for different needs is known as ___,A,H,Theory,Single Choice,Marketing:Pricing Strategy,
, Segment pricing,,,,,,
, Skim pricing,,,,,,
, Strategic value pricing,,,,,,
, value-in use pricing,,,,,,
,,,,,,,
,"During the market segmentation analysis, the market finds the segments have great opportunity, these are called",A,M,Theory,Single Choice,Marketing,
, Target segmnets,,,,,,
, primary markets,,,,,,
, Focused markets,,,,,,
, Teritary markets,,,,,,
,,,,,,,
,"If a marketer uses warehouses, banks and insurance companies for transactions with his customers, then this channel is called",D,H,Theory,Single Choice,Marketing:Distribution,
, Distribution channel,,,,,,
, Intermediatary channel,,,,,,
, Brand channel,,,,,,
, service channel,,,,,,
,,,,,,,
,"Which type of selling can be conducted electronically, so that buyer and seller can see each other at real time?",B,E,Theory,Single Choice,Marketing:E-commerce,
, mass marketing,,,,,,
, E-commerce,,,,,,
, Personal selling,,,,,,
, None of the above,,,,,,
,,,,,,,
,In any kind of marketing program _____ is the tangible offering to the market,B,E,Theory,Single Choice,Marketing,
, packaging,,,,,,
, product,,,,,,
, Service offer,,,,,,
, auxilary offer,,,,,,
,,,,,,,
,which of the following is not the part of 4 philosophies of marketing?,C,M,Theory,Single Choice,Marketing,
, sales orientation,,,,,,
, production oreintation,,,,,,
, promotion orientation,,,,,,
, Societal marketing orientation,,,,,,
,,,,,,,
,Which of the following is defined as communication with large number of customers at the same time,B,M,Theory,Single Choice,Marketing:Marketing Communications,
, Sales promotion,,,,,,
, Mass selling,,,,,,
, personal selling,,,,,,
, None of the above,,,,,,
,,,,,,,
,The variables which are controllable put together by a company to satisfy target group is called,D,H,Theory,Single Choice,Marketing,
, Strategic planning,,,,,,
, marketing concept,,,,,,
, Marketing strategy,,,,,,
, marketing mix,,,,,,
,,,,,,,
,Advertisements play a key role in what kind of products,D,H,Theory,Single Choice,Marketing:Advertising,
, industrial products,,,,,,
, expensive products,,,,,,
, Speciality products,,,,,,
, onvenience products,,,,,,
,,,,,,,
,"According to the production concept, the total business concentrates on",D,E,Theory,Single Choice,Marketing,
, efficiency,,,,,,
, low costs,,,,,,
, Mass distribution,,,,,,
, All of the above,,,,,,
,,,,,,,
,Tactical marketing focusses on which of the following,D,H,Theory,Single Choice,Marketing,
, sales channel,,,,,,
, merchandising,,,,,,
, promotion,,,,,,
, All of the above,,,,,,
,,,,,,,
,"To understand the profit implications, which of the following should be calculated by the marketers?",A,H,Theory,Single Choice,Marketing,
, customer life time value,,,,,,
, Customer acqquisition value,,,,,,
, Customer retention value,,,,,,
, none of the above,,,,,,
,,,,,,,
,The term called marketing myopia was written by,D,E,Theory,Single Choice,Marketing:GK,
, Kotler,,,,,,
, kevin lane keller,,,,,,
, henry Ford,,,,,,
, Theodore levitt,,,,,,
,,,,,,,
,The acquisition of goods and services by the seller or industrial user for the purpose of resale is called,C,H,Theory,Single Choice,Marketing:B2B Sales,
, selling,,,,,,
, Buying,,,,,,
, Assembling,,,,,,
, None of the above,,,,,,
,,,,,,,
,In relationship marketing firms focus on ____relationships with customers and suppliers,B,E,Theory,Single Choice,Marketing:Consumer Marketing,
, short - term,,,,,,
, Long term,,,,,,
, neither a nor b,,,,,,
, Both a and b,,,,,,
,,,,,,,
,In the 7p marketing mix additional 3p are,A,M,Theory,Single Choice,Marketing,
," Physical evidence, process, people",,,,,,
," people, process, promotion",,,,,,
," process, promotion, price",,,,,,
," physical evidence, promotion, people",,,,,,
,,,,,,,
,_________ goods are purchased without any planning or search effort,D,H,Theory,Single Choice,Marketing:Consumer Insights,
, emergency goods,,,,,,
, Shopping goods,,,,,,
, speciality goods,,,,,,
, Impulse goods,,,,,,
,,,,,,,
,marketing excellence can be achieved in service industry by having,D,H,Theory,Single Choice,Marketing,
, External marketing,,,,,,
, internal marketing,,,,,,
, interactive marketing,,,,,,
, all of the above,,,,,,
,,,,,,,
,_______ is a method for deriving the utility values that customers attach to varying levels of products attributes,B,H,Theory,Single Choice,Marketing:Market Research,
, Joint analysis,,,,,,
, Conjoint analysis,,,,,,
, crowdsourcing,,,,,,
, none of these,,,,,,
,,,,,,,
,"______ is the process in which customers learn about new products, try them, adopt or reject them",D,H,Theory,Single Choice,Marketing:Consumer Marketing,
, Adoption process,,,,,,
, customer-acqusition process,,,,,,
, Consumer-acquisition process,,,,,,
, Consumer-adoption process,,,,,,
,,,,,,,
,"If the firm bases its pricing completely on the competitor's price, then it is called___ pricing",A,H,Theory,Single Choice,Marketing:Pricing Strategy,
, going rate pricing,,,,,,
, Value pricing,,,,,,
, every day low price,,,,,,
, auction type price,,,,,,
,,,,,,,
,In setting the pricing policy what should be the first step,A,M,Theory,Single Choice,Marketing:Pricing Strategy,
, estimating the demand curve,,,,,,
, selecting a pricing method,,,,,,
, Choosing the final price,,,,,,
, Selecting the pricing objective,,,,,,
,,,,,,,
,Chinese FMCG company Zhongshan Ma Er was acquired by?,D,E,Theory,Single Choice,Marketing:GK,
, ITC,,,,,,
, HUL,,,,,,
, p&G,,,,,,
, Wipro consumer care,,,,,,
,,,,,,,
,"Mobile honey testing lab, helps to reduce adulteration of honey was inaugurated by",A,E,Theory,Single Choice,Marketing:GK,
, Dabur,,,,,,
, ITC,,,,,,
, Wipro,,,,,,
, Reckitt benckiser,,,,,,
,,,,,,,
,"Which of the following is a large social, economic, political change which is slow to form and influences us for some time between 7-9 years?",A,M,Theory,Single Choice,Marketing,
, Mega trend,,,,,,
, Fad,,,,,,
, Trend,,,,,,
, None of the above,,,,,,
,,,,,,,
,Which of the following will not come under consumer psychology in consumer behaviour?,D,H,Theory,Single Choice,Marketing:Consumer Insights,
, Motivation,,,,,,
, Perception,,,,,,
, Learning,,,,,,
, Cultural factors,,,,,,
,,,,,,,
,"In the 5 stage model of consumer behaviour , which one will come first?",C,M,Theory,Single Choice,Marketing,
, Information search,,,,,,
, Purchase decision,,,,,,
, Problem recognition,,,,,,
, Evaluation of alternatives,,,,,,
,,,,,,,
,Consumer behaviour is influenced by which of the following factors?,D,M,Theory,Single Choice,Marketing:Consumer Insights,
, Social factors,,,,,,
, Culural factors,,,,,,
, Personal,,,,,,
, All of the above,,,,,,
,,,,,,,
,The process of changing marketing communication to each local market is called,C,H,Theory,Single Choice,Marketing:Marketing Communication,
, Communication change,,,,,,
, Strategy,,,,,,
, communication adaption,,,,,,
, None of the above,,,,,,
,,,,,,,
,"When two or more brands are combined into a joint product or are marketed together in same fashion, then it is called",C,H,Theory,Single Choice,Marketing:Brand Management,
, Multi branding,,,,,,
, co-branding,,,,,,
, umberella branding,,,,,,
, none of these,,,,,,
,,,,,,,
,Which of the following is the structured approach to assess the sources and outcomes of brand equity and the manner by which brand value is created,B,H,Theory,Single Choice,Marketing:Brand Management,
, Brand value creation,,,,,,
, Brand value chain,,,,,,
, Brand equity measurement system,,,,,,
, none of these,,,,,,
,,,,,,,
,"Which of the following is a combination of quality, service and price",A,H,Theory,Single Choice,Marketing,
, Customer value triad,,,,,,
, marketing triad,,,,,,
, Service quality triad,,,,,,
, none of these,,,,,,
,,,,,,,
,"""Get out production, cut the price"" by Henry ford will comes under which concept",D,M,Theory,Single Choice,Marketing,
, selling concept,,,,,,
, Product concept,,,,,,
, marketingconcept,,,,,,
, Production concept,,,,,,
,,,,,,,
,Classification of standardized products into certain well defined classes or groups is called,B,H,Theory,Single Choice,Marketing:Product Development,
, Specification,,,,,,
, gradation,,,,,,
, Segmentation,,,,,,
, none of these,,,,,,
,,,,,,,
,Which of the following contains product support services,A,M,Theory,Single Choice,Marketing:Product Management,
, augmented product,,,,,,
, Differentiation,,,,,,
, actual product,,,,,,
, none of the above,,,,,,
,,,,,,,
,Dart in marketing stands for,C,M,Theory,Single Choice,Marketing,
," Discuss, access, risk assessment, trasparency",,,,,,
," Discuss, access, risk, transportation",,,,,,
," dialogue, access, risk assessment, transparency",,,,,,
, none of the above,,,,,,
,,,,,,,
,"Generally for some companies razors are of low prices but the blades have high markups, this is ______ pricing",A,H,Theory,Single Choice,Marketing:Pricing Strategy,
, Captive -product pricing,,,,,,
, Option-feature pricing,,,,,,
, Product line pricing,,,,,,
, by-product pricing,,,,,,
,,,,,,,
,"For services many times we have a fixed fee plus variable fee, this is ____ pricing",C,M,Theory,Single Choice,Marketing:Pricing Strategy,
, By-product pricing,,,,,,
, product-bundling pricing,,,,,,
, Two-part pricing,,,,,,
, product line pricing,,,,,,
,,,,,,,
,"When a marketer tests a product with customers, then it is called____ testing",B,H,Theory,Single Choice,Marketing,
, alpha testing,,,,,,
, beta testing,,,,,,
, gama testing,,,,,,
, none of these,,,,,,
,,,,,,,
,In 8 stages of new product development which one is the last stage?,B,H,Theory,Single Choice,Marketing:Product Development,
, market testing,,,,,,
, commercialization,,,,,,
, business analysis,,,,,,
, market strategy developmement,,,,,,
,,,,,,,
,If the firm pricing in such a way that the price yields its target rate of return then it is called___ pricing,C,E,Theory,Single Choice,Marketing:Pricing Strategy,
, markup pricing,,,,,,
, perceived- value pricing,,,,,,
, target- return pricing,,,,,,
, none of these,,,,,,
,,,,,,,
,"The online marketing that places communications on smartphones, tablets e.t.c is called",B,H,Theory,Single Choice,Marketing:Online Marketing,
, Online and social media marketing,,,,,,
, mobile marketing,,,,,,
, sales promotion,,,,,,
, Advertising,,,,,,
,,,,,,,
,"In developing the effective marketing communication, which one should be the first step",C,H,Theory,Single Choice,Marketing:Marketing Communications,
, Determine objectives,,,,,,
, Design communications,,,,,,
, Identify target segment,,,,,,
, select channels,,,,,,
,,,,,,,
,Which of the following is not a marketing communication objective,D,H,Theory,Single Choice,Marketing:Marketing Communications,
, Influence brand purchase intention,,,,,,
, Build brand attitude,,,,,,
, Build brand awareness,,,,,,
, increase sales,,,,,,
,,,,,,,
,The planning process designed to assure that all brand contacts received by a customer are relevant to that customer and consistent over time is called,A,H,Theory,Single Choice,Marketing:Marketing Communications,
, Integrated marketing communication,,,,,,
, marketing communication design,,,,,,
, Marketing design,,,,,,
, none of these,,,,,,
,,,,,,,
,Which of the following brand strategy gives you the benefit of premium pricing?,C,H,Theory,Single Choice,Marketing:Brand Management,
, Line brand startegy,,,,,,
, Product brand startegy,,,,,,
, Umberella brand startegy,,,,,,
, None of these,,,,,,
,,,,,,,
,The set of promises that brands makes to customers are called,B,M,Theory,Single Choice,Marketing:Brand Management,
, Brand persona,,,,,,
, Brand contract,,,,,,
, Brand equity,,,,,,
, Brand association,,,,,,
,,,,,,,
,"As brand management is heart of marketing, which one is the heart of brand management",C,M,Theory,Single Choice,Marketing:Brand Management,
, Brand Assets,,,,,,
, Brand value,,,,,,
, brand equity,,,,,,
, owner equity,,,,,,
,,,,,,,
,Which pricing strategy generally luxury brand follow?,D,M,Theory,Single Choice,Marketing:Pricing Strategy,
, Strategic account pricing,,,,,,
, Segemnt priicng,,,,,,
, Plus-one pricing,,,,,,
,Skim pricing,,,,,,
,,,,,,,
,"In segmentation when markets are divided on the basis of age, gender, income, education, occupation then it is the example of?",D,E,Theory,Single Choice,Marketing,
, psychographics,,,,,,
, Behavioural,,,,,,
, Geographic,,,,,,
, Demographics,,,,,,
,,,,,,,
,In brand management it is important that ______ must be matching with customers perceptions,B,H,Theory,Single Choice,Marketing:Brand Management,
, Brand equity,,,,,,
, Brand persona,,,,,,
, Brand value,,,,,,
, Brand pinnacle,,,,,,
,,,,,,,
,The elasticity of sales to sales promotion is_____ than that of advertising,A,M,Theory,Single Choice,Marketing:Sales,
, greater,,,,,,
, lesser,,,,,,
, equal,,,,,,
, inverse proportional,,,,,,
,,,,,,,
,If a company wants its communication to be effective it should be,C,M,Theory,Single Choice,Marketing:Marketing Communications,
, repetitive,,,,,,
, reinforcing,,,,,,
, Both,,,,,,
, none of these,,,,,,
,,,,,,,
,"The process of collecting, analysis and reporting available data for naay marketing situation is called",C,M,Theory,Single Choice,Marketing:Market Research,
, Outsourced databases,,,,,,
, external database,,,,,,
, Marketing research,,,,,,
, All of these,,,,,,
,,,,,,,
