,Questions,Correct Answer,Level,Category,Type,Skills,Answer Description
,,,,,,,
,"According to Maslow's Heirarchy of needs, Physiological Needs include-",A,M,Theory,Single choice,Marketing: Marketing Communications,
,Shelter,,,,,,
,Love,,,,,,
,Self respect,,,,,,
,Independence,,,,,,
,,,,,,,
,Latent needs cannot be aroused by,C,M,Theory,Single choice,Marketing: Marketing Communications,
,Sales promotion,,,,,,
,Advertising,,,,,,
,Internet search,,,,,,
,Personal selling,,,,,,
,,,,,,,
,The buying motive behind choosing a specific brand to fulfill my need is called,B,M,Theory,Single choice,Marketing: Marketing Communications,
,Primary,,,,,,
,Selective,,,,,,
,Patronage,,,,,,
,Rational,,,,,,
,,,,,,,
,Which of the following is not a category of emotional motives as a buying motive?,C,M,Theory,Single choice,Marketing: Marketing Communications,
,Desire to be different,,,,,,
,Desire to confrom,,,,,,
,Desire for performance,,,,,,
,Desire for prestige,,,,,,
,,,,,,,
,Which of the following is a category of patronage motive as a buying motive?,A,M,Theory,Single choice,Marketing: Marketing Communications,
,Price,,,,,,
,Prestige,,,,,,
,Performance,,,,,,
,Ease of use,,,,,,
,,,,,,,
,Which of the following is not a rational buying motive?,D,M,Theory,Single choice,Marketing: Marketing Communications,
,Ease of use,,,,,,
,High quality,,,,,,
,Low price,,,,,,
,Desire for mastery,,,,,,
,,,,,,,
,Purchase of tobacco and cigarettes is which buying motive?,C,M,Theory,Single choice,Marketing: Marketing Communications,
,Emotional,,,,,,
,Rational,,,,,,
,Both of the above,,,,,,
,None of the above,,,,,,
,,,,,,,
,Which of the following is not a function of a reference group ?,D,M,Theory,Single choice,Marketing: Marketing Communications,
,Establish various levels of trustworthiness for the people trying to communicate with the group,,,,,,
,Filter communication from outside the group,,,,,,
,Serve as role models,,,,,,
,None of the above,,,,,,
,,,,,,,
,Mass media advertising is an example of...?,B,M,Theory,Single choice,Marketing: Marketing Communications,
,Below the line communication,,,,,,
,Above the line communication,,,,,,
,Through the line communication,,,,,,
,Sequential communication,,,,,,
,,,,,,,
,What is below the line communication?,A,M,Theory,Single choice,Marketing: Marketing Communications,
,Communication targeted towards a selected group and not for the mass audience,,,,,,
,Communication targeted towards the mass audience and not restricted to a group of people,,,,,,
,"Communication that entails a mix, it can be used for both a target group and a selected audience",,,,,,
,None of the above,,,,,,
,,,,,,,
,"Email communication, telemarketing, direct mail are all?",C,M,Theory,Single choice,Marketing: Marketing Communications,
,Below the line communications,,,,,,
,Above the line communications,,,,,,
,Through the line communications,,,,,,
,Sequential communications,,,,,,
,,,,,,,
,"Self concept is the way in which something is regarded, understood, or interpreted",B,M,Theory,Single choice,Marketing: Marketing Communications,
,True,,,,,,
,False,,,,,,
,,,,,,,
,"Self concept is important for marketing communication because promotions that protect and 
enhance a person's self concept are likely to be more effective than those that challenge it",A,M,Theory,Single choice,Marketing: Marketing Communications,
,true,,,,,,
,false,,,,,,
,,,,,,,
,"Perception is the way in which something is regarded, understood, or interpreted",A,M,Theory,Single choice,Marketing: Marketing Communications,
,True,,,,,,
,False,,,,,,
,,,,,,,
,"According to selective perception, the communication based on motionless signs is more
effective than moving signs on billboards.True or False",B,M,Theory,Single choice,Marketing: Marketing Communications,
,True,,,,,,
,False,,,,,,
,,,,,,,
,"Habituation occurs when a message fails to attract attention as a result of excess repetition
of that message.True or false?",A,M,Theory,Single choice,Marketing: Marketing Communications,
,true,,,,,,
,false,,,,,,
,,,,,,,
,"Reference groups can impact the purchase of a product both positively or negatively. True or
False",A,M,Theory,Single choice,Marketing: Marketing Communications,
,True,,,,,,
,False,,,,,,
,,,,,,,
,"Rational buying motive is when a person weighs pros and cons and finds the reasons for a 
particular purchase that will be acceptable to his social group.True or False?",A,M,Theory,Single choice,Marketing: Marketing Communications,
,True,,,,,,
,False,,,,,,
,,,,,,,
,Opinion leader is a source of Impersonal source of communication,B,M,Theory,Single choice,Marketing: Marketing Communications,
,True,,,,,,
,False,,,,,,
,,,,,,,
,Placement of advertisement in a publication is an example of primary transmission channel,B,M,Theory,Single choice,Marketing: Marketing Communications,
,True,,,,,,
,False,,,,,,
,,,,,,,
,Other advertisements from competing brands act as a source of external noise for the receiver,A,M,Theory,Single choice,Marketing: Marketing Communications,
,True,,,,,,
,False,,,,,,
,,,,,,,
,"Patronage motives are reasons the consumers purchase products from a certain outlets.
True or False",A,M,Theory,Single choice,Marketing: Marketing Communications,
,True,,,,,,
,False,,,,,,
