,Question,Correct Answer,Level,Category,Type,Skills,Answer Description
, Confused Positioning,,,,,,
, Double positioning ,,,,,,
,,,,,,,
,Scenario in which customers do not accept the claims of a brand is called,D,M,Theory,Single Choice,Marketing:Brand Management,
, Under positioning,,,,,,
, Over positioning,,,,,,
, Confused Positioning,,,,,,
, Double positioning ,,,,,,
,,,,,,,
,Sunrise coffee was extended to other Sunrise Premium and Sunrise Extra coffee catering to different segments. This is called ,B,M,Theory,Single Choice,Marketing:Brand Management,
, Value extension,,,,,,
, Line extension,,,,,,
, Category extension,,,,,,
, Outside category extension,,,,,,
,,,,,,,
,"In June of 1954, death brought together the legends of a fable and a real life
scientist. And in turn dubiously provided a brand with its logo. Identify the brand.",A,E,GK,Single Choice,Marketing,
,Je Suis Charlie,,,,,,
, Charlie Hebdo,,,,,,
, Joseph Murray,,,,,,
, None,,,,,,
,,,,,,,
,A matrix for brands was designed by a CEO of an advertising agency. Name the agency.,A,H,Theory,Single Choice,Marketing:Brand Management,
, Saatchi & Saatchi,,,,,,
, Ogilivy & Mather,,,,,,
, Mudra,,,,,,
, Madison,,,,,,
,,,,,,,
,Name the CEO of Saatchi & Saatchi,B,H,Theory,Single Choice,Marketing:Brand Management,
, James Roberts,,,,,,
, Kevin Roberts,,,,,,
, Norman Roberts,,,,,,
, None,,,,,,
,,,,,,,
,"In Lovemark matrix, brand denotes",D,H,Theory,Single Choice,Marketing:Brand Management,
,"Low love, low respect",,,,,,
,"High love, high respect",,,,,,
,"High love, low respect",,,,,,
,"Low love, high respect",,,,,,
,,,,,,,
,"In Lovemark matrix, product denotes",A,H,Theory,Single Choice,Marketing:Brand Management,
,"Low love, low respect",,,,,,
,"High love, high respect",,,,,,
,"High love, low respect",,,,,,
,"Low love, high respect",,,,,,
,,,,,,,
,"In Lovemark matrix, fads denotes",C,H,Theory,Single Choice,Marketing:Brand Management,
,"Low love, low respect",,,,,,
,"High love, high respect",,,,,,
,"High love, low respect",,,,,,
,"Low love, high respect",,,,,,
,,,,,,,
,"In Lovemark matrix, lovemarks denotes",B,H,Theory,Single Choice,Marketing:Brand Management,
,"Low love, low respect",,,,,,
,"High love, high respect",,,,,,
,"High love, low respect",,,,,,
,"Low love, high respect",,,,,,
,,,,,,,
,Which of the following is NOT a dimension of brand differentiation?,C,M,Theory,Single Choice,Marketing:Brand Management,
, Persona recognition,,,,,,
, Contract fulfillment,,,,,,
, Awareness,,,,,,
, Purchase frequency,,,,,,
,,,,,,,
,Which one of the following strategic factor is NOT relevant brand equity model by Young and Rubicam?,A,M,Theory,Single Choice,Marketing:Brand Management,
, Brand,,,,,,
, Differentiation,,,,,,
, Relevance,,,,,,
, Esteem,,,,,,
,,,,,,,
,__________ is a reflection of what we projected to send to the public.,B,E,Theory,Single Choice,Marketing:Brand Management,
, Brand Identity,,,,,,
, Brand Image,,,,,,
, Brand Function,,,,,,
, Brand value,,,,,,
,,,,,,,
,Which one of the following is the characteristic of brand strength?,C,E,Theory,Single Choice,Marketing:Brand Management,
, Price premium,,,,,,
,Patents and rights,,,,,,
,Perceived brand personality,,,,,,
,Brand reputation,,,,,,
,,,,,,,
,The world's most recognised word after OKAY is ,B,M,Theory,Single Choice,Marketing:Brand Management,
, KFC,,,,,,
, Coca Cola,,,,,,
, Mc Donalds,,,,,,
, Pepsi,,,,,,
,,,,,,,
,Paperboat given in flight encourages:,B,M,Theory,Single Choice,Marketing:Brand Management,
, Loyalty,,,,,,
, Trial,,,,,,
, Repeat,,,,,,
, Familiarity,,,,,,
,,,,,,,
,Nescafe sachets given free with maggi encourages:,B,E,Theory,Single Choice,Marketing:Brand Management,
, Loyalty,,,,,,
, Trial,,,,,,
, Repeat,,,,,,
, Familiarity,,,,,,
,,,,,,,
,Amazon is an example of :,A,M,Theory,Single Choice,Marketing:Brand Management,
," Emerging brand, emerging category",,,,,,
," Established brand, established category",,,,,,
," Emerging brand, established category",,,,,,
," Established brand, emerging category",,,,,,
,,,,,,,
,Paperboat is an example of:,C,M,Theory,Single Choice,Marketing:Brand Management,
," Emerging brand, emerging category",,,,,,
," Established brand, established category",,,,,,
," Emerging brand, established category",,,,,,
," Established brand, emerging category",,,,,,
,,,,,,,
,Surf is an example of:,B,E,Theory,Single Choice,Marketing:Brand Management,
," Emerging brand, emerging category",,,,,,
," Established brand, established category",,,,,,
," Emerging brand, established category",,,,,,
," Established brand, emerging category",,,,,,
,,,,,,,
, A good brand contract:,D,E,Theory,Single Choice,Marketing:Brand Management,
,Keeps customer perspective in view,,,,,,
,Delivers promises made with customers,,,,,,
,Unearths negative promises,,,,,,
,All of the given options,,,,,,
,,,,,,,
, Identify the business model of Amazon,C,M,Theory,Single Choice,Marketing:Brand Management,
, Hybrid,,,,,,
, Inventory,,,,,,
, Marketplace,,,,,,
, None,,,,,,
,,,,,,,
, Identify the business model of Myntra,B,M,Theory,Single Choice,Marketing:Brand Management,
, Hybrid,,,,,,
, Inventory,,,,,,
, Marketplace,,,,,,
, None,,,,,,
,,,,,,,
, Identify the business model of Snapdeal,C,M,Theory,Single Choice,Marketing:Brand Management,
, Hybrid,,,,,,
, Inventory,,,,,,
, Marketplace,,,,,,
, None,,,,,,
,,,,,,,
, Identify the business model of Flipkart,A,M,Theory,Single Choice,Marketing:Brand Management,
, Hybrid,,,,,,
, Inventory,,,,,,
, Marketplace,,,,,,
, None,,,,,,
,,,,,,,
, Identify the business model of ebay,C,M,Theory,Single Choice,Marketing:Brand Management,
, Hybrid,,,,,,
, Inventory,,,,,,
, Marketplace,,,,,,
, None,,,,,,
,,,,,,,
,Parent company of ALLOUT,B,E,GK,Single Choice,Marketing,
, Johnson & Johnson,,,,,,
, S C Johnson & Son,,,,,,
, Unilever PLC,,,,,,
, P&G,,,,,,
,,,,,,,
,"A craftsman, he founded the Company in Florence in 1921 as a small family-owned leather saddlery shop. He began selling leather bags to
horsemen in the 1920s. As a young man, he rapidly built a reputation for quality, hiring the best craftsmen he could find to work in his atelier.In 1938,
he expanded his business to Rome. Soon his one-man business turned intoa family business, when his sons Aldo, Vasco, Ugo and Rodolfo joined the
company. Identify the brand he created ?",B,E,GK,Single Choice,Marketing,
, LOreal,,,,,,
, Gucci,,,,,,
, Ralph Lauren,,,,,,
, None,,,,,,
,,,,,,,
,This company was founded in 1910 in Japan .The Company’s name was coined from two Kanji characters meaning “sun” and “rise”. Identify the company ?,C,E,GK,Single Choice,Marketing,
, Mitsubishi,,,,,,
, Toyota,,,,,,
, Hitachi,,,,,,
, Nippon,,,,,,
,,,,,,,
,Identify the brand from the tagline- Everyone is invited.,B,E,GK,Single Choice,Marketing,
, LG,,,,,,
, Samsung,,,,,,
, Whirlpool,,,,,,
, None,,,,,,
,,,,,,,
,Identify the brand from the tagline- World's local bank,C,E,GK,Single Choice,Marketing,
,ICICI,,,,,,
,HDFC,,,,,,
,HSBC,,,,,,
, Amex,,,,,,
,,,,,,,
,Identify the brand from the tagline- We make things which makes India proud,D,E,GK,Single Choice,Marketing,
, DLF,,,,,,
, Aditya Birla,,,,,,
, Reliance,,,,,,
, L&T,,,,,,
,,,,,,,
,Identify the brand from the tagline- Drivers Wanted,A,E,GK,Single Choice,Marketing,
, Volkswagen,,,,,,
, Honda,,,,,,
, Toyota,,,,,,
, Mahindra,,,,,,
,,,,,,,
,TIdentify the brand from the tagline- The jeans that built America,B,E,GK,Single Choice,Marketing,
, Pepe jeans,,,,,,
, LEE,,,,,,
, Wrangler,,,,,,
, None,,,,,,
,,,,,,,
,Identify the brand from the tagline- The Edge is Efficiency,B,E,GK,Single Choice,Marketing,
, Nifty,,,,,,
, BSE,,,,,,
, Wall Street,,,,,,
, None,,,,,,
,,,,,,,
,Identify the brand from the tagline- The Power of Dreams,B,E,GK,Single Choice,Marketing,
, Volkswagen,,,,,,
, Honda,,,,,,
, Toyota,,,,,,
, Mahindra,,,,,,
