,Questions,Correct Answer,Level,Category,Type,Skills,Answer Description
, Information agent,,,,,,
,,,,,,,
,Which of the following is not related to Sales Pitch?,C,M,Theory,Single choice,Sales:,
, Its a one-way sales presentation,,,,,,
, Leads to immediate purchases on persuation,,,,,,
, Feedback is taken from buyers,,,,,,
, Vary little from customer to customer,,,,,,
,,,,,,,
,In Transactional selling:,A,E,Theory,Single choice,Sales:,
, Salespeople focus on maximizing the outcome of individual transactions rather than long term relations with the consumer,,,,,,
, More focus is on increasing th long term relations with the consumer,,,,,,
, More focus is on satisfying consumer's need,,,,,,
, Salesmen are engaged in service aspects that follow sales,,,,,,
,,,,,,,
,Which of the following is not a zero level channnel:,C,M,Theory,Single choice,Sales: Channels,
, Internet selling,,,,,,
, door-to-door sales,,,,,,
, retailer,,,,,,
, telemarketing,,,,,,
,,,,,,,
,Which of the following is not a strength of personal selling?,C,E,Theory,Single choice,Sales:,
, Interactive,,,,,,
, Adaptive,,,,,,
, Costly sales calls,,,,,,
, Complex Arguments,,,,,,
,,,,,,,
,Which of the following is not a characteristic of modern selling?,D,E,Theory,Single choice,Sales:,
, Customer Relationship management,,,,,,
, Customer Retention,,,,,,
, Product Marketing,,,,,,
, Sales presentation,,,,,,
,,,,,,,
,Frontline salespeople include:,A,M,Theory,Single choice,Sales:,
," New Business, Organizational and consumer salespeople",,,,,,
, Salesforce of the company,,,,,,
, Oranizational salespeople,,,,,,
, Consumer salespeople,,,,,,
,,,,,,,
,Order takers are:,D,E,Theory,Single choice,Sales: Order Management,
, Inside order takers,,,,,,
, Delivery Salespeople,,,,,,
, Outside order takers,,,,,,
, All of the above,,,,,,
,,,,,,,
,"These people provide sales support in retail and wholesale selling situations. They give advice on display, implement sales promotions, check stock levels and maintain contact with store managers. These are:",A,H,Theory,Single choice,Sales: Wholesale,
, Merchandisers,,,,,,
, Salesmen,,,,,,
, Marketers,,,,,,
, Missionary Salespeople,,,,,,
,,,,,,,
,Which of the following is not an FMCG good?,B,E,Theory,Single choice,Sales: FMCG Sales,
, Toothpaste,,,,,,
, Jewellery,,,,,,
, Grocery,,,,,,
, Cosmetics,,,,,,
,,,,,,,
,In which market buyers are more likely to negotiate on pricing?,B,E,Theory,Single choice,Sales: Product Pricing,
, B2C,,,,,,
, B2B,,,,,,
, Both ,,,,,,
, None of the Above,,,,,,
,,,,,,,
,Market segmentation is the:,A,M,Theory,Single choice,Sales:,
, process of identifying those clusters of customers in a market that share similar needs and wants and will respond in a unique way to a given marketing effort.,,,,,,
, process of identifying those clusters of customers in a market that share similar needs and wants and will respond in a same way to a given marketing effort.,,,,,,
, process of identifying those clusters of customers in a market that share different needs and wants and will respond in a unique way to a given marketing effort.,,,,,,
, process of identifying those clusters of customers in a market that share different needs and wants and will respond in a same way to a given marketing effort.,,,,,,
,,,,,,,
,"Henry Ford mass produced the Model T Ford in Detroit in 1913. His idea was that if he could produce a standard model vehicle in large quantities using mass production techniques, then he could supply a potential demand for relatively cheap private transport. Which technique is used in above example?",B,M,GK,Single choice,Sales:,
, Sales Orientation,,,,,,
, Production Orientation,,,,,,
, Marketing Orientation,,,,,,
, Mass- produce Orientation,,,,,,
,,,,,,,
,Which of the following companies has introduced a mobile app 'EFFY' in order to detect fake versus actual sales visits?,A,H,GK,Single choice,Sales:,
, Medi Safe,,,,,,
, Venture Radar,,,,,,
, Indorama,,,,,,
, Tri Ventures,,,,,,
,,,,,,,
,What is the purpose of the marketing campaign started by Diamond Producers Association(DPA) : ,A,H,GK,Single choice,Sales:,
, to attract the millennials towards the diamond jewellery,,,,,,
, marketing focus on the tagline 'diamonds are a girl's best friend',,,,,,
, To focus on Indian market ,,,,,,
, Create awareness about Diamond,,,,,,
,,,,,,,
,Calculate Contact-to-Customer Conversion Rate where no of customers= 36 and no of contacts is 10142.,B,H,Numerical,Single choice,Sales:,
, 0.45%,,,,,,
, 0.40%,,,,,,
, 0.65%,,,,,,
, 0.80%,,,,,,
,,,,,,,
,Calculate cost per acquisition if one spends £150 on a campaign and gets 10 “acquisitions”.,A,H,Numerical,Single choice,Sales:,
, £15,,,,,,
, £20,,,,,,
, £30,,,,,,
, £10,,,,,,
,,,,,,,
,Calculate Churn Rate where a company had 500 customers at the beginning of October and only 450 customers at the end of October (discounting any customers that were closed in October),A,H,Numerical,Single choice,Sales:,
, 15%,,,,,,
, 20%,,,,,,
, 10%,,,,,,
, 5%,,,,,,
,,,,,,,
,Which of the following is an internal influencer on selling?,D,E,Theory,Single choice,Sales:,
, Technology,,,,,,
, Ehical/Legal,,,,,,
, Competitors,,,,,,
, Mergers and Acquisitions,,,,,,
,,,,,,,
,Which of the following consumer products are bought most frequently?,A,E,Theory,Single choice,Sales:,
, FMCG,,,,,,
, Semi-durable,,,,,,
, Durable,,,,,,
, FMCG or Semi-durable,,,,,,
,,,,,,,
,In which market service plays a mojor role?,B,E,Theory,Single choice,Sales:,
, B2C,,,,,,
, B2B,,,,,,
, Both ,,,,,,
, None of the Above,,,,,,
,,,,,,,
,In marketing orientation:,B,E,Theory,Single choice,Sales:,
, More focus is on the needs of the supplier,,,,,,
, More focus is on the needs of the customer,,,,,,
, More focus is on the needs of the distributor,,,,,,
, More focus is on the needs of the salesmen,,,,,,
,,,,,,,
,Some of the more important benefits of effective segmentation and targeting are as follows:,D,E,Theory,Single choice,Sales:,
, a clearer identification of market opportunities and particularly the analysis of gaps (where there are no competitive products) in a market,,,,,,
, thedesignofproductandmarketappealsthataremorefinelytunedtotheneeds of the market,,,,,,
, focusing of marketing and sales efforts on those segments with the greatest potential,,,,,,
, All of the above,,,,,,
,,,,,,,
,Which of the following is not the basis for segmentation of Industrial products:,A,M,Theory,Single choice,Sales: Industrial Sales,
, Income,,,,,,
, Benefits sought,,,,,,
, Company size,,,,,,
, Geographical location,,,,,,
,,,,,,,
,Impulse Buy is:,B,E,Theory,Single choice,Sales:,
, Planned,,,,,,
, Attracted by inovative designs,,,,,,
, Long lifecycle products,,,,,,
, Non- emotional purchase,,,,,,
,,,,,,,
,Market penetration strategy is:,A,E,Theory,Single choice,Sales:,
, aim for a substantial market share as quickly as possible,,,,,,
, aim to occupy market share slowly,,,,,,
, aim to satisfy the maximum needs of the people ,,,,,,
, None of the above,,,,,,
,,,,,,,
,"A concept of marketing communications planning that recognises the added value of a comprehensive plan that evaluates the strategic roles of a variety of communications disciplines and combines them to provide clarity, consistency and maximum communications impact through the seamless integration of discrete messages is:",B,E,Theory,Single choice,Sales: Marketing communication,
, Marketing Mix,,,,,,
, Communications Mix,,,,,,
, Comprehensive Planning,,,,,,
, None of the above,,,,,,
,,,,,,,
,"Political, Economic, Socio-cultural,Technological, Lgal factors and Ecological factors (PESTLE) accouts for :",B,M,Theory,Single choice,Sales: Product Life cycle,
, Internal Audit,,,,,,
, External Audit,,,,,,
, Both Internal and External Audit,,,,,,
, None of the above,,,,,,
,,,,,,,
,SWOT analysis is:,B,M,Theory,Single choice,Sales: Product Life cycle,
, subjective appraisal of internal company strengths and weaknesses in the context of potential external opportunities and threats,,,,,,
, objective appraisal of internal company strengths and weaknesses in the context of potential external opportunities and threats,,,,,,
, objective appraisal of externall company strengths and weaknesses in the context of potential internal opportunities and threats,,,,,,
, subjective appraisal of external company strengths and weaknesses in the context of potential internal opportunities and threats,,,,,,
,,,,,,,
,Which of the following is not an element of promotional mix:,D,E,Theory,Single choice,Sales: Product Life cycle,
, Public Relations,,,,,,
, Personal Selling,,,,,,
, Internet Marketing,,,,,,
, Market research,,,,,,
,,,,,,,
,What is the correct order of buying process?,C,H,Theory,Single choice,Sales: Product Life cycle,
, Unawareness-Awareness-Purchase-Comprehension-Conviction,,,,,,
, Unawareness-Awareness-Comprehension-Purchase-Conviction,,,,,,
, Unawareness-Awareness-Comprehension-Conviction-Purchase,,,,,,
, Unawareness-Awareness-Conviction-Comprehension-Purchase,,,,,,
,,,,,,,
,Canned Selling is:,B,E,Theory,Single choice,Sales: Product Life cycle,
, On the spot and instantaneous,,,,,,
, Planned and conducted in a similar manner,,,,,,
, Does not use previously prepared sale script,,,,,,
, Not related to direct selling,,,,,,
,,,,,,,
,In Push Strategy:,B,E,Theory,Single choice,Sales: Product Life cycle,
, emphasis is to ensure that wholesalers and retailers do not stock the product in question,,,,,,
, product is stocked in order to get the attention of the final customer,,,,,,
, Do not emphasize more on personal selling,,,,,,
, None of the above,,,,,,
,,,,,,,
,"A buyer of tyres for a car manufacturer may demand that, in return for the contract, the tyre producer buys its company cars from the car manufacturer. Which type of buying process is this?",C,E,Theory,Single choice,Sales: Product Life cycle,
, Direct,,,,,,
, Indirect,,,,,,
, Reciprocal,,,,,,
, Reversal,,,,,,
,,,,,,,
,"For a toy purchase for a child,",A,M,Theory,Single choice,Sales: Product Life cycle,
," Child- Initiator and Influencer, Parents- Buyer",,,,,,
," Child- Initiator, Parents- Buyer",,,,,,
," Child- Buyer, Parents- Influencer",,,,,,
," Child- Influencer, Parents- Initiator",,,,,,
,,,,,,,
,paypal was introduced which e-commerce site in order to overcome the need inhibitor?,C,M,Theory,Single choice,Sales: Product Life cycle,
, Amazon,,,,,,
, Flipkart,,,,,,
, Ebay,,,,,,
, Snapdeal,,,,,,
,,,,,,,
,Which of the following is not a Franchise:,D,E,Theory,Single choice,Sales: Product Life cycle,
, Mc Donalds,,,,,,
, KFC,,,,,,
, Burger King,,,,,,
, SPAR,,,,,,
,,,,,,,
,Find the conversion rate where no of people visiting is 234 and 68 of them buying the product:,B,M,Numerical,Single choice,Sales: Product Life cycle,
, 0.50,,,,,,
, 0.29,,,,,,
, 0.67,,,,,,
, 0.89,,,,,,
,,,,,,,
,"Calculate Lifetime Value (LTV) : Calculate Customer Acquisition Cost (CAC) If it costs you $100,000 to acquire a customer with an LTV of $437,500",B,M,Numerical,Single choice,Sales: Product Life cycle,
, 4.7 to 1,,,,,,
, 4.4 to 1,,,,,,
, 5.4 to 1,,,,,,
, 6.4 to 1,,,,,,
,,,,,,,
,"The sales for 5 consecutive weeks is 45, 56, 67 and 44. The average sales is:",B,E,Numerical,Single choice,Sales: Product Life cycle,
, 54,,,,,,
, 53,,,,,,
, 68,,,,,,
, 45,,,,,,
,,,,,,,
,Which of the following is not a semi-durable consumer good?,C,E,Theory,Single choice,Sales: Product Life cycle,
, Jewellery,,,,,,
, Clothing,,,,,,
, Toothpaste,,,,,,
, Soft furnishings,,,,,,
,,,,,,,
,Which of the following accounts for minimum growth?,A,M,Theory,Single choice,Sales: Product Life cycle,
, Introduction,,,,,,
, Maturity,,,,,,
, Decline,,,,,,
, Growth,,,,,,
,,,,,,,
,Which stage of product life cycle experiences snowball effect?,C,M,Theory,Single choice,Sales: Product Life cycle,
, Decline,,,,,,
, Maturity,,,,,,
, Introduction,,,,,,
, Growth,,,,,,
,,,,,,,
,Which of the following is not correct about break-even point?,D,M,Theory,Single choice,Sales: Product Life cycle,
, At this point the company is making neither profit nor loss,,,,,,
, break-even analysis is quite a powerful aid to decision-making,,,,,,
, From the break-even chart it is possible to calculate the effect on the break-even point of charging different prices ,,,,,,
, They help predict sales,,,,,,
,,,,,,,
,Advertising and sales promotion are most effective in which stage of product life cycle?,D,E,Theory,Single choice,Sales: Product Life cycle,
, Introduction,,,,,,
, Maturity,,,,,,
, Growth,,,,,,
, Introduction and Growth,,,,,,
,,,,,,,
,Decision making influenced by 'buying centre' is:,B,M,Theory,Single choice,Sales: Product Life cycle,
, The selling shop,,,,,,
, The household,,,,,,
, The Individual,,,,,,
, The marketer,,,,,,
,,,,,,,
,"During the sale of a calculator, which need is to be emphasized upon?",A,E,Theory,Single choice,Sales: Product Life cycle,
, Functional,,,,,,
, Emotional ,,,,,,
, Psychological,,,,,,
, None of the Above,,,,,,
,,,,,,,
,A group of people that influences a person’s attitude or behaviour is:,B,E,Theory,Single choice,Sales: Product Life cycle,
, Neighbourhood,,,,,,
, Reference Group,,,,,,
, Social Group,,,,,,
, Influential Group,,,,,,
,,,,,,,
,Which of the following is not an emotional choice factor:,D,M,Theory,Single choice,Sales: Product Life cycle,
, Reciprocity,,,,,,
, Confidence ,,,,,,
, Convenience,,,,,,
, Reliability,,,,,,
,,,,,,,
,Life cycle costs does not include:,D,E,Theory,Single choice,Sales: Product Life cycle,
, productivity savings,,,,,,
, maintenance costs and residual values,,,,,,
, initial purchase price,,,,,,
, Advertisement costs,,,,,,
,,,,,,,
,Life cycle cost analysis include:,D,M,Theory,Single choice,Sales: Product Life cycle,
, Cost of Initial purchase,,,,,,
, Start-up costs,,,,,,
, post purchase costs,,,,,,
, All of above,,,,,,
,,,,,,,
,Purchasing concept that aims to minimise stocks by organising a supply system which provides materials and components as they are required is:,A,M,Theory,Single choice,Sales: Purchase,
, Just In Time,,,,,,
, No Inventory ,,,,,,
, Stock minimization,,,,,,
, a) and b),,,,,,
,,,,,,,
,A type of marketing where a buyer attempts to persuade the supplier to provide exactly what the organisation wants is called:,B,M,Theory,Single choice,Sales: Selling,
, Supplier Capability,,,,,,
, Reverse Marketing,,,,,,
, Backward Marketing,,,,,,
, Traditional Marketing,,,,,,
,,,,,,,
,Which of the following is not a behavioural force affecting selling and sales management?,D,E,Theory,Single choice,Sales: Consumer Behavior,
, Rising customer expectations,,,,,,
, Expanding power of major buyers,,,,,,
, Globalisation of markets,,,,,,
," Qualifications for salespeople and sales managers
",,,,,,
,,,,,,,
,Strategic customer management requires three activities to be performed:,A,M,Theory,Single choice,Sales: Strategy Sales,
," Intelligence, Interfaces and Integration",,,,,,
," Interaction, Interfaces and Integration",,,,,,
," Intelligence, Interfaces and Inspection",,,,,,
," Intelligence, Interference and Integration",,,,,,
,,,,,,,
,A narrow product line is more suited to a longer channel because:,B,M,Theory,Single choice,Sales: New Product Development,
, it has a reduced cos,,,,,,
, along the distri- bution chain it can be combined with complementary products of other manufacturers,,,,,,
, more profit is earned by the company due to longer channels,,,,,,
, longer channel may help the product line to expand,,,,,,
,,,,,,,
,Sales channels can be:,B,M,Theory,Single choice,Sales: Channels,
, Exhaustive,,,,,,
, Exclusive,,,,,,
, Inclusive,,,,,,
, Intruding,,,,,,
,,,,,,,
,Reciprocal trading is:,A,M,Theory,Single choice,Sales:,
, an arrangement whereby company A purchases certain commodities manufactured by company B and vice versa,,,,,,
, an arrangement whereby company A sells certain commodities manufactured by company B and vice versa,,,,,,
, an arrangement whereby company A markets certain commodities manufactured by company B and vice versa,,,,,,
, an arrangement whereby company A manufacturs certain commodities of company B and vice versa,,,,,,
,,,,,,,
,What are the 4 types of production?,C,M,Theory,Single choice,Sales:,
," Job, bulk, flow, process",,,,,,
," Job, batch, free, process",,,,,,
," Job, batch, flow, process",,,,,,
," Job, batch, flow, pass",,,,,,
,,,,,,,
,Which of the following accounts for  vertical marketing system:,C,E,Theory,Single choice,Sales: Franchise Development,
, Mergers,,,,,,
, Acquisitions,,,,,,
, Franchises,,,,,,
, Outsourcing,,,,,,
,,,,,,,
,Which of the following is not a characteristic of services:,B,E,Theory,Single choice,Sales: Customer Services,
, the difficulty of separating production from consumption,,,,,,
, tangibility,,,,,,
, services are not as ‘standard’ as products and are more difficult to assess,,,,,,
, it is not possible to ‘stock’ services,,,,,,
,,,,,,,
,"Buyer: The problem with your tractor is that it costs more than your competition.
Salesperson: Yes, the initial cost of the tractor is a little higher than competitors’ models, but I should like to show you how, over the lifetime of the machine, ours works out to be far more economical.
This is an example of which sale communication technique?",B,E,Theory,Single choice,Sales: Product Sales,
," Listen and do not interrupt
",,,,,,
, Agree and counter,,,,,,
, The straight denial,,,,,,
, Question the objection,,,,,,
,,,,,,,
,McCann NY placed a statue of a defiant girl in front of the iconic Wall Street bull. The campaign is aimed at:,B,E,Theory,Single choice,Sales:,
, Gender equality,,,,,,
, to pressure companies to add more women to their boards,,,,,,
, for equal pay to female employees,,,,,,
, to have an effective maternity leave policy for women,,,,,,
,,,,,,,
,"Actor Kriti Sanon has leveraged the hype around International Women's Day to launch her clothing (western-wear) line Ms.Taken, in collaboration with ",D,E,GK,Single choice,Sales:,
, Adidas,,,,,,
, Nike,,,,,,
, Reebok,,,,,,
, Universal Sportsbiz (USPL),,,,,,
,,,,,,,
,"Calculate Customer Acquisition Cost (CAC) if you spend $200,000 on Sales and Marketing in a given month and added 20 customers that same month",B,E,Numerical,Single choice,Sales:,
," $20,000",,,,,,
," $10,000",,,,,,
," $15,000",,,,,,
," $30,000",,,,,,
,,,,,,,
,Find the conversion rate where no of people visiting is 2342 and 618 of them buying the product:,B,E,Numerical,Single choice,Sales:,
, 0.50,,,,,,
, 0.26,,,,,,
, 0.67,,,,,,
, 0.89,,,,,,
,,,,,,,
,A generic product is a product which is,A,M,Theory,Single choice,Sales: Product,
, sold on the name of product rather than brand name,,,,,,
, a low quality product,,,,,,
, a commodity,,,,,,
,sold in most of the retail shops,,,,,,
,,,,,,,
,What are Giffin goods?,A,M,Theory,Single choice,Sales: Business Analysis,
, An extreme tyoe of inferior goods,,,,,,
, Extreme type of superior goods,,,,,,
, Type of superior goods that have turned into inferior over time,,,,,,
, None of the above,,,,,,
,,,,,,,
,A declining margin over multiple years will affect ________ the most,C,H,Theory,Single choice,Sales: Business Analysis,
, Customers,,,,,,
, Retailer,,,,,,
, Distributors,,,,,,
, Producer,,,,,,
,,,,,,,
,Industry attractiveness is determined by,A,E,Theory,Single choice,Sales: Business Analysis,
, BCG growth matrix,,,,,,
, McKinsey 7S framework,,,,,,
, Porters 5 Forces,,,,,,
, SWOT Analysis,,,,,,
,,,,,,,
,"In which phase of product life cycle the firm has less positive NVP 
projects to invest in",B,H,Theory,Single choice,Sales: Business Analysis,
, Mature,,,,,,
, Introduction,,,,,,
, Declining,,,,,,
, Growth,,,,,,
,,,,,,,
,What is Gap Analyis in marketing,B,M,Theory,Single choice,Sales: Business Analysis,
, Determining the gap between Desired Situation and Target Situation,,,,,,
,Determining the gap between Desired Situation and Current Situation,,,,,,
, Determining the gap between Sales Situation and Target Situation,,,,,,
," Determining the gap between Merketing Situation and 
Target Situation",,,,,,
,,,,,,,
,What is Factor Analysis?,A,H,Theory,Single choice,Sales: Business Analysis,
," a process in which the values of observed data are expressed as
 functions of a number of possible causes in order to find which are
 the most important",,,,,,
," a statistical technique used in market research to determine how
 people value different attributes (feature, function, benefits) that 
make up an individual product or service.",,,,,,
,"  a statistical analysis to predict a categorical dependent variable
 (called a grouping variable) by one or more continuous or binary
 independent variables (called predictor variables)",,,,,,
, None of these,,,,,,
,,,,,,,
,What is Conjoint Analysis?,B,H,Theory,Single choice,Sales: Business Analysis,
," a process in which the values of observed data are expressed as
 functions of a number of possible causes in order to find which are
 the most important",,,,,,
," a statistical technique used in market research to determine how
 people value different attributes (feature, function, benefits) that 
make up an individual product or service.",,,,,,
,"  a statistical analysis to predict a categorical dependent variable
 (called a grouping variable) by one or more continuous or binary
 independent variables (called predictor variables)",,,,,,
, None of these,,,,,,
,,,,,,,
,What is Discriminant Analysis?,C,H,Theory,Single choice,Sales: Business Analysis,
," a process in which the values of observed data are expressed as
 functions of a number of possible causes in order to find which are
 the most important",,,,,,
," a statistical technique used in market research to determine how
 people value different attributes (feature, function, benefits) that 
make up an individual product or service.",,,,,,
,"  a statistical analysis to predict a categorical dependent variable
 (called a grouping variable) by one or more continuous or binary
 independent variables (called predictor variables)",,,,,,
, None of these,,,,,,
,,,,,,,
,In order to develop a new product what should be the first stage?,A,E,Theory,Single choice,Sales: New Product Development,
, Idea Generation,,,,,,
, Idea Screening,,,,,,
, Product Concept,,,,,,
, Product Development,,,,,,
,,,,,,,
,Expand the abbreviation TTM with respect to marketing,D,M,Theory,Single choice,Sales: New Product Development,
, Time to Manage,,,,,,
, Target to Manager,,,,,,
, Target to Market,,,,,,
, Time to Market,,,,,,
,,,,,,,
,"When the consumer is given some extra benefits along with the 
product, it is called",C,E,Theory,Single choice,Sales: New Product Development,
,Extended benefit services,,,,,,
,Value creating benefits,,,,,,
,Value added services,,,,,,
,Extra services,,,,,,
,,,,,,,
,What is SEO?,A,E,Theory,Single choice,Sales:,
,Search engine optimization,,,,,,
,Standardized engine optimaltiy,,,,,,
,Standard equity option,,,,,,
,Search equalizing option,,,,,,
,,,,,,,
,Brand equity of a brand entails to -,B,M,Theory,Single choice,Sales: Brand Management,
,"Brand awareness, brand personality",,,,,,
,"Brand awareness, brand image",,,,,,
,"Brand loyalty, brand celebrity",,,,,,
,"Brand loyalty, brand strength",,,,,,
,,,,,,,
,A service that enables businesses to set a budget for advertising and only pay when people click the ads. Name the service.,B,M,Theory,Single choice,Sales: Online,
,Adclicks,,,,,,
,Adwords,,,,,,
,Adworths,,,,,,
,Adviews,,,,,,
,,,,,,,
,"Calculate the market share of a brand Z, if it can sell 20,000 units for 
Rs 25 each and the total market is of Rs 2crore.",C,E,Numerical,Single choice,Sales: Market Research,
,3.5%,,,,,,
,2.4%,,,,,,
,2.5%,,,,,,
,3.4%,,,,,,
,,,,,,,
,"In the above question, if the market has grown by a rate of 2% in year2 
and the brand Z's share has eroded by 0.5%, find the new market 
share of brand Z in year 2.",C,M,Numerical,Single choice,Sales: Market Research,
,2.21%,,,,,,
,1.5%,,,,,,
,2.44%,,,,,,
,2.05%,,,,,,
,,,,,,,
,"A company has a commission policy of giving a giving a commission
of 5% on total sales, less any returns on sales less than Rs50,000. Also,
 if the salesperson exceeds 50,000 of sales he can earn a commission 
of 6% according to the same plan. If Mr. Q makes a sale of 150 units
 each costing Rs 340, and  2 units are returned, find his total commission.",A,H,Numerical,Single choice,Sales: Market Research,
,Rs 3019.2,,,,,,
,Rs 3000.2,,,,,,
,Rs 3011.5,,,,,,
,Rs 3001.3,,,,,,
,,,,,,,
,"Suppose you are a startup company Newbie in the technology sector. 
Your current valuation is  at more than 2billion dollars.You're popularly 
called as-",C,M,Theory,Single choice,Sales: Market Research,
,Promising startup,,,,,,
,Futuristic startup,,,,,,
,Unicorn startup,,,,,,
,High growth startup,,,,,,
,,,,,,,
,"A famous brand who's brand embassador had to face a ""#appWapasi""
controversy",B,E,GK,Single choice,Sales:,
,Amazon,,,,,,
,Snapdeal,,,,,,
,Flipkart,,,,,,
,Myntra,,,,,,
,,,,,,,
,Consumer markets are markets where the distinguishing characteristic is that the customer is purchasing products and services their own or their family’s use. Here the purchase of goods is solely for the personal use.,A,E,Theory,Single choice,Sales: Consumer Marketing,
, True,,,,,,
, False,,,,,,
,,,,,,,
,"Advertising and sales promotion play a more important role in the marketing of consumer products, whereas personal selling plays the major role in marketing to business buyers",A,E,Theory,Single choice,Sales: Sales Promotion,
, True,,,,,,
, False,,,,,,
,,,,,,,
,Test Marketing alludes the idea of introduction of new product into the market,A,M,Theory,Single choice,Sales: New Product Development,
, True,,,,,,
, False,,,,,,
,,,,,,,
,"CTA is an instruction to the audience designed to provoke an
 immediate response",A,M,Theory,Single choice,Sales:,
, True,,,,,,
, False,,,,,,
,,,,,,,
,Services and skills offered by the company is also considered as a product.,A,E,Theory,Single choice,Sales:,
, True,,,,,,
, False,,,,,,
