,Question,Correct Answer,Level,Category,Type,Skills,Answer Description
,sales,,,,,,
,marketing,,,,,,
,pricing,,,,,,
,segmentation,,,,,,
,,,,,,,
,Marketing is the ______ and execution of strategy,D,M,Theory,Single Choice,Marketing:Planning: :,
,goals,,,,,,
,conception,,,,,,
,thinking,,,,,,
,planning,,,,,,
,,,,,,,
,Demand is wants backed by ______,C,E,Theory,Single Choice,Marketing:Branding:Brand:,
,needs,,,,,,
,desperation,,,,,,
,buying power,,,,,,
,buying intention,,,,,,
,,,,,,,
," _____ is what people think, feel and say about a product.",D,H,Theory,Single Choice,Marketing:Branding:Brand:,
,Perception,,,,,,
,View,,,,,,
,Value,,,,,,
,brand,,,,,,
,,,,,,,
,Brands allow companies to compete with others on aspects other than ______,C,H,Theory,Single Choice,Marketing:Branding:Brand:,
,Power,,,,,,
,Quality,,,,,,
,Price,,,,,,
,Discount,,,,,,
,,,,,,,
,Companies selling products to other companies use __ marketing.,B,M,Theory,Single Choice,Marketing :B2B:B2C:,
,B2C,,,,,,
,B2B,,,,,,
,B2G,,,,,,
,B2M,,,,,,
,,,,,,,
,"To ensure repeat purchases of a product, the company must offer _____ products",B,M,Theory,Single Choice,Marketing:Repeat:Buying:,
,discounted,,,,,,
,quality,,,,,,
,quantity,,,,,,
,exclusive,,,,,,
,,,,,,,
,Intensive distribution is not useful for ___ products,C,E,Theory,Single Choice,Marketing :Distribution::,
,convienience,,,,,,
,regular,,,,,,
,luxury,,,,,,
,shopping,,,,,,
,,,,,,,
,The focus of marketing is _______,D,H,Theory,Single Choice,Marketing:Consumer::,
,product,,,,,,
,price,,,,,,
,market,,,,,,
,consumer,,,,,,
,,,,,,,
,What makes a service different from a product?,C,M,Theory,Single Choice,Marketing:Service:Product:,
,packaging ,,,,,,
,post purchase value,,,,,,
,intangibility,,,,,,
,size,,,,,,
,,,,,,,
,A business creates value in exchange for _____,B,H,Theory,Single Choice,Marketing:Value:Phase:,
,growth,,,,,,
,profit,,,,,,
,margin,,,,,,
,price,,,,,,
,,,,,,,
,"In case of price wars, the companies that are unaffected  have products with high _______",A,E,Theory,Single Choice,Marketing:Pricing::,
,differentiators,,,,,,
,durability,,,,,,
,tangibility,,,,,,
,price,,,,,,
,,,,,,,
,________ refers to the process of moving a product from manufacturer to retailer,C,M,Theory,Single Choice,Marketing:Channels::,
,retailing,,,,,,
,wholesaling,,,,,,
,distributing,,,,,,
,promoting,,,,,,
,,,,,,,
,A ______ is created for a product in the minds of the consumer if it has high loyalty.,A,M,Theory,Single Choice,Marketing:Bias:Sales:,
,bias,,,,,,
,market,,,,,,
,sale,,,,,,
,exchange,,,,,,
,,,,,,,
,The use of ____ salesforce is useful in B2B marketing.,B,E,Theory,Single Choice,Marketing:Sales:Salesforce:,
,extensive,,,,,,
,direct,,,,,,
,indirect,,,,,,
,small,,,,,,
,,,,,,,
,______ indicates the place in which a consumer exists and its related characteristics,C,H,Theory,Single Choice,Marketing: :Segmentation:,
,geography,,,,,,
,psychography,,,,,,
,demography,,,,,,
,social background,,,,,,
,,,,,,,
,What is brand vision?,C,H,Theory,Single Choice,Marketing:Branding:Brand:,
,Its core values,,,,,,
,Its purpose,,,,,,
,The furutre environment a brand wishes to bring about,,,,,,
,Its cultural fit,,,,,,
,,,,,,,
,What is internal branding?,B,M,Theory,Single Choice,Marketing:Branding:Brand:,
,Motivating the employees,,,,,,
,Developing a common value based ethos,,,,,,
,Internal norms of organization,,,,,,
,Employee orientation,,,,,,
,,,,,,,
,What is known as creating new products for the company to sell?,B,E,Theory,Single Choice,Marketing::Product:,
,product creation,,,,,,
,product development,,,,,,
,innovation,,,,,,
,product marketing,,,,,,
,,,,,,,
,"When a company creates new product to sell in new markets, the process is called ________",B,H,Theory,Single Choice,Marketing::Promotions:,
,market creation,,,,,,
,business creation,,,,,,
,business development,,,,,,
,strategy execution,,,,,,
,,,,,,,
,_______ is known as communication to large audiences at the same time,A,M,Theory,Single Choice,Marketing:Trade:Promotions:,
,mass promotion,,,,,,
,trade promotion,,,,,,
,consumer promotion,,,,,,
,mass marketing,,,,,,
,,,,,,,
,Which of the following is the best way to measure brand equity?,,H,Theory,Single Choice,Marketing:Numerical: :,
, Brand equity = ( Weighted average of brand profits X P/E of industry X brand strength),A,,,,,
, Brand equity = (average of brand profits X P/E of industry X brand strength),,,,,,
, Brand equity = Weighted average of firm profits X P*E of industry X brand strength),,,,,,
, Brand equity = ( Weighted average of firm profits X P/E of industry X brand strength),,,,,,
,,,,,,,
,Which of the following is the best way to measure brand equity using price premium method?,D,H,Theory,Single Choice,Marketing:Numerical: :,
, Profits from brand - Profits from similar brands,,,,,,
, Profits from brand - Profits from other brands of company,,,,,,
, Retail price of brand - Retail price of similar brand,,,,,,
, Retail price of brand - Retail price of generic product in same category,,,,,,
,,,,,,,
,Which of the following is most suitable for calculating brand equity?,B,M,Theory,Single Choice,Marketing:Numerical: :,
, Brand equity = Brand assets + Brand added value - Cost of branding,,,,,,
, Brand equity = Brand assets + Brand added value - Cost of branding - Cost of invested capital,,,,,,
, Brand equity = Brand assets + Brand added value,,,,,,
, Brand equity = Brand assets,,,,,,
,,,,,,,
,"Akriti is the owner of a company which produces salt and sells it under the brand X. She wishes to ensure that she retains market share and does not lose out to competitors. She has narrowed down the possible courses of action to the following. A-Invest in creativity, innovations, quality and R&D to give the product a differential advantage while at the same time communicating to a wide range of people to maximise exclusiveness. B- Reduce costs through improving productivity in an attempt to maintain the pressure on prices and deter entry of competitors. Which of these strategies is most appropriate for Akriti?",C,M,Theory,Single Choice,Marketing:Situation Based::,
, A,,,,,,
, B,,,,,,
, Both A and B,,,,,,
, Neither A nor B,,,,,,
,,,,,,,
,"On average, a customer jumps from Colgate to Promise at Rs 25. Promise's price is Rs 17.4. Calculate Colgate's brand equity.",C,H,Theory,Single Choice,Marketing:Numerical: :,
, 40,,,,,,
, 143,,,,,,
, 43,,,,,,
, 69,,,,,,
,,,,,,,
,"If consumers can be accepted as the focus of brand equity, which of the following is correct?",A,H,Theory,Single Choice,Marketing:Numerical: :,
, Brand equity = Weighted sum of parameters used to judge brand awareness and brand image,,,,,,
, Brand equity = Sum of parameters used to judge brand awareness and brand image,,,,,,
, Brand equity = Average of parameters used to judge brand awareness and brand image,,,,,,
, Brand equity = Median of parameters used to judge brand awareness and brand image,,,,,,
,,,,,,,
,If the estimate of sales of HP computers for the next 10 years is Rs 10000 each its brand equity is_____. Assume interest rate of 15%.,A,H,Theory,Single Choice,Marketing:Numerical: :,
, 50187,,,,,,
, 50188,,,,,,
, 50200,,,,,,
, 50287,,,,,,
,,,,,,,
,Profits from Ponds soap. Rs 50000 Profits from Lux Rs 20000. Profits from Ponds cream Rs 40000.Profits from generic soap Rs 10000. Calculate brand equity of Ponds soap.,C,H,Theory,Single Choice,Marketing:Numerical: :,
, 30000,,,,,,
, 50000,,,,,,
, 40000,,,,,,
, 10000,,,,,,
,,,,,,,
,Price of Zara shirt Rs 4000. Price of H&M shirt Rs 3500. Price of Zara jeans Rs 2700. Price of Rakesh Hosiery shirts Rs 1000. Which of the following is the best way to measure brand equity using price premium method?,A,H,Theory,Single Choice,Marketing:Numerical: :,
, 3000,,,,,,
, 4000,,,,,,
, 500,,,,,,
, 1300,,,,,,
,,,,,,,
,"Bableen launched a new talcum powder Fresh&Fair in 2008 and soon became a grand success due to the great market reach and demand of the product. It has enjoyed a market share of more than 50% for almost 9 years now. However, the brand is losing its lustre. Volumes are slipping and Bableen suspects that it is lack of variety in the brand which is causing this. Competition from brands such as Pond's and Liril has also come too close. Which kind of extension should Bableen look for?",A,M,Theory,Single Choice,Marketing:Situation Based:Branding:,
, Brand extension into related category,,,,,,
, Brand extension into unrelated category,,,,,,
, Unrelated extension,,,,,,
, Image related extension,,,,,,
,,,,,,,
,"Neeti launched a product X which is meant to provide essential nutrients to the human body which are not found in the Indian diet naturally. This product can be consumed by persons of all ages and is especially good for children and the aged. The product has gained enough popularity that it has become a common household name. In an interview, a 10 year old consumer of the product said 'X is like my grandfather'. Which aspect of the product has been reflected here?",B,M,Theory,Single Choice,Marketing:Situation Based:Branding:,
, Brand image,,,,,,
, Brand personality,,,,,,
, Brand equity,,,,,,
, Brand position,,,,,,
,,,,,,,
,"Veera owns a diamond jewellery firm and started the tagline 'A diamond is forever'. She made it a household name as every couple identified the ring as a symbol of the eternity of their bond with each other. However, she wanted to create more demand. So, she started marketing the phrase 'Women of the world, raise your right hand' to identify the product with woman empowerment as well. Which marketing technique has she followed?",A,M,Theory,Single Choice,Marketing:Situation Based:Branding:,
, Creating a new niche,,,,,,
, Changing the positioning,,,,,,
, Creating a brand image,,,,,,
, Changing the brand personality,,,,,,
,,,,,,,
,Who has the highest market share in the fmcg industry in India?,B,H,Theory,Single Choice,Marketing:Market Trends:GK:,
,itc,,,,,,
,hul,,,,,,
,godrej,,,,,,
,reckitt benkiser,,,,,,
,,,,,,,
,which company is growing its market share fastest in Indian fmcg industry?,A,M,Theory,Single Choice,Marketing:Market Trends:GK:,
,patanjali,,,,,,
,itc,,,,,,
,bajaj,,,,,,
,hul,,,,,,
,,,,,,,
,which brand is the most valuable for marico?,C,H,Theory,Single Choice,Marketing:Market Trends:GK:,
,set wet,,,,,,
,saffola oil,,,,,,
,parachute,,,,,,
,livon,,,,,,
,,,,,,,
,which company is the most profitable for Tata sons?,D,M,Theory,Single Choice,Marketing:Market Trends:GK:,
,tata steel,,,,,,
,tata chemicals,,,,,,
,tata motors,,,,,,
,tata consultancy services,,,,,,
,,,,,,,
,who has led major changes in the indian telecom industry in the recent years?,C,H,Theory,Single Choice,Marketing:Market Trends:GK:,
,airtel,,,,,,
,vodafone,,,,,,
,relaince jio,,,,,,
,idea,,,,,,
,,,,,,,
,which of the below brands faces the risk of becoming generic name?,D,E,Theory,Single Choice,Marketing:Market Trends:GK:,
,mirinda,,,,,,
,pepsodent,,,,,,
,mahindra,,,,,,
,bisleri,,,,,,
,,,,,,,
,patanjali has risen due to rise in interest for _______,B,H,Theory,Single Choice,Marketing:Market Trends:GK:,
,health,,,,,,
,ayurveda,,,,,,
,low price,,,,,,
,availibility,,,,,,
,,,,,,,
