,Question,Correct Answer,Level,Category,Type,Skills,Answer Description
," In ______________, a schedule is developed by calculating the lead time which includes the duration of all operations, interpolation times, and administrative times.",A,M,Theory,Single Choice,Operations:Mfg Operations,
, Lead time scheduling,,,,,,
, Set date,,,,,,
, Backward scheduling,,,,,,
, Forward scheduling,,,,,,
,,,,,,,
," __________________ is set ""externally"" and cannot be changed by means of the scheduling algorithm.",B,M,Theory,Single Choice,Operations:Mfg Operations,
, Lead time scheduling,,,,,,
, Set date,,,,,,
, Backward scheduling,,,,,,
, Forward scheduling,,,,,,
,,,,,,,
," ________________ begins with the set completion date for the order and calculates for each operation, the latest completion date and the latest start date as well as the latest start date for the order.",C,H,Theory,Single Choice,Operations:Mfg Operations,
, Lead time scheduling,,,,,,
, Set date,,,,,,
, Backward scheduling,,,,,,
, Forward scheduling,,,,,,
,,,,,,,
, _________________ begins with the set start date for the order and calculates the earliest start date and the earliest completion date for each operation as well as the earliest completion date for the order.,D,M,Theory,Single Choice,Operations:Mfg Operations,
, Lead time scheduling,,,,,,
, Set date,,,,,,
, Backward scheduling,,,,,,
, Forward scheduling,,,,,,
,,,,,,,
," In backward scheduling, slack time refers to",C,M,Theory,Single Choice,Operations:Mfg Operations,
, Combination of forward and backward scheduling,,,,,,
, Urgency of the order's operations compared to those of other orders,,,,,,
, Difference between the latest start date and the earliest start date,,,,,,
, Taking slack time into account to increase or decrease lead time,,,,,,
,,,,,,,
, Probable scheduling refers to,D,H,Theory,Single Choice,Operations:Mfg Operations,
, Combination of forward and backward scheduling,,,,,,
, Urgency of the order's operations compared to those of other orders,,,,,,
, Difference between the latest start date and the earliest start date,,,,,,
, Taking slack time into account to increase or decrease lead time,,,,,,
,,,,,,,
, The lead-time-stretching factor is a numerical factor by which the technical interpolation times and the administrative times are multiplied,A,E,Reasoning,Single Choice,Operations:Mfg Operations,
, True,,,,,,
, False,,,,,,
,,,,,,,
, ________________ supports planning where the logical focus of attention for scheduling because of processing capacity or material supply constraints.,C,M,Theory,Single Choice,Operations:Mfg Operations,
, Reverse flow scheduling,,,,,,
, Forward flow scheduling,,,,,,
, Mixed flow scheduling,,,,,,
, Cross flow scheduling,,,,,,
,,,,,,,
, Split offset factor refers to,C,H,Theory,Single Choice,Operations:Logistics,
, Distributing the lot to be produced by an operation among two or more machines or employees at a work center for processing.,,,,,,
, An operation expressing the degree of its potential splitting,,,,,,
, The possible temporal shift of the split lots,,,,,,
, A measure for the overlapping within an operation,,,,,,
,,,,,,,
, Run time offset refers to,D,H,Theory,Single Choice,Operations:Logistics,
, Distributing the lot to be produced by an operation among two or more machines or employees at a work center for processing.,,,,,,
, An operation expressing the degree of its potential splitting,,,,,,
, The possible temporal shift of the split lots,,,,,,
, A measure for the overlapping within an operation,,,,,,
,,,,,,,
, Tactical underload refers to,D,H,Theory,Single Choice,Operations:Logistics,
, The maximum output capacity with no adjustments for unplanned downtime determined by the number of shifts,,,,,,
, A measure of how intensively a resource is being used to produce a good or service,,,,,,
," Consideration of all the possible downtime due to breaks, cleaning tasks, clearing up, unplanned absences, etc., for each work center",,,,,,
, Desired capacity utilization to avoid long queue times or for non-bottleneck capacities or non-constraint work centers,,,,,,
,,,,,,,
," __________ is proven capacity calculated from actual performance data, expressed in standard hours or production rate",A,E,Theory,Single Choice,Operations:Mfg Operations,
, Demonstrated capacity,,,,,,
, Productive capacity ,,,,,,
, Protective capacity,,,,,,
, Safety capacity,,,,,,
,,,,,,,
, _______________ is the maximum of the output capabilities of a resource or the market demand for that output for a given period of time,B,E,Theory,Single Choice,Operations:Mfg Operations,
, Demonstrated capacity,,,,,,
, Productive capacity ,,,,,,
, Protective capacity,,,,,,
, Safety capacity,,,,,,
,,,,,,,
, _________________ is quantifiable capacity that includes an allowance for planned and unplanned events,D,E,Theory,Single Choice,Operations:Mfg Operations,
, Demonstrated capacity,,,,,,
, Productive capacity ,,,,,,
, Protective capacity,,,,,,
, Safety capacity,,,,,,
,,,,,,,
, ______________ stands for the rate or pace of the system in the master production schedule,A,M,Theory,Single Choice,Operations:Mfg Operations,
, Drum,,,,,,
, Buffer,,,,,,
, Rope,,,,,,
, Bottleneck,,,,,,
,,,,,,,
, A ______________ in front of the constraint absorbs potential disturbances during a certain period of time,A,E,Theory,Single Choice,Operations:Mfg Operations,
, Drum,,,,,,
, Buffer,,,,,,
, Rope,,,,,,
, Bottleneck,,,,,,
,,,,,,,
, The __________ is an analogy for the communication process necessary for production to the constraint in due time,C,M,Theory,Single Choice,Operations:Mfg Operations,
, Drum,,,,,,
, Buffer,,,,,,
, Rope,,,,,,
, Bottleneck,,,,,,
,,,,,,,
, _________ is pulling material for an order from inventory before the material is required,D,M,Theory,Single Choice,Operations:Mfg Operations,
, Order release,,,,,,
, Order proposal,,,,,,
, Allocation,,,,,,
, Staging,,,,,,
,,,,,,,
, _____________ is a resource that can constrain the capacity of another resource,C,M,Theory,Single Choice,Operations:Mfg Operations,
, Operations scheduling,,,,,,
, Dispatching,,,,,,
, Secondary constraint,,,,,,
, Finite forward scheduling,,,,,,
