,Question,Correct Answer,Level,Category,Type,Skills,Answer Description
, Decline,,,,,,
,,,,,,,
,"__________is the task of hiring, training, and motivating able employees who want to serve customers well.",C,M,Theory,Single Choice,Marketing:Internal Marketing,
, Employee based marketing,,,,,,
, Service-Profit Chain,,,,,,
, Internal marketing,,,,,,
, Organization marketing,,,,,,
,,,,,,,
,Which of these is NOT a feature of core competency:,A,E,Theory,Single Choice,Marketing,
, Common to all core firms in that sector,,,,,,
, A source of competitive advantage,,,,,,
, Applications in a wide variety of markets,,,,,,
, Difficult to imitate,,,,,,
,,,,,,,
,Which product is sold on the name of the product instead of its brand name ?,B,H,Theory,Single Choice,Marketing:Brand Management,
,Intangible product,,,,,,
,Generic product,,,,,,
,Potential product,,,,,,
,Green product,,,,,,
,,,,,,,
,"Digital goods such as downloadable music, mobile apps or virtual goods used in virtual economies are all examples of :",A,E,Theory,Single Choice,Marketing:Product Development,
,Intangible product,,,,,,
,Generic product,,,,,,
,Potential product,,,,,,
,Green product,,,,,,
,,,,,,,
,"In marketing, TTM stands for ________",C,M,Theory,Single Choice,Marketing:Distribution,
,Time to Money,,,,,,
,Target to Market,,,,,,
,Time to Market,,,,,,
,Target to Manager,,,,,,
,,,,,,,
,Which of the following is an example of Fast-moving consumer goods ?,5,E,Theory,Single Choice,Marketing:FMCG Sales,
,Vegetables,,,,,,
,Dairy products,,,,,,
,Baked goods,,,,,,
,All of these,,,,,,
,,,,,,,
,In which stage of Product life cycle do company’s profits definitely show a negative figure ?,D,M,Theory,Single Choice,Marketing:Product Management,
,Decline stage,,,,,,
,Maturity stage,,,,,,
,Growth Stage,,,,,,
,Introduction stage,,,,,,
,,,,,,,
,"In the product concept, profit is earned through __________",D,E,Theory,Single Choice,Marketing:Sales,
,Pressure Selling,,,,,,
,Price,,,,,,
,Satisfaction of customers,,,,,,
,Quality,,,,,,
,,,,,,,
,Which research Surveys are used to address specific marketing issues ?,C,M,Theory,Single Choice,Marketing:Market Research,
,Exploratory research,,,,,,
,Descriptive research,,,,,,
,Ad Hoc research,,,,,,
,Causal research,,,,,,
,,,,,,,
,"For any company, who is considered an active buyer?",C,M,Theory,Single Choice,Marketing:Sales,
, One who purchased products from most diverse geographic locations,,,,,,
, One who purchased goods in most quantities,,,,,,
, One who made most purchases in the last one year period,,,,,,
, One who purchased most of the products in company porReasoningolio,,,,,,
,,,,,,,
,__________ is an intermediary entity in the distribution channel that buys in bulk and sells to resellers rather than to consumers.,B,E,Theory,Single Choice,Marketing:Distribution,
,Consumers,,,,,,
,Wholesaler,,,,,,
,Retailers,,,,,,
,Sellers,,,,,,
,,,,,,,
,"According to Kotler, Marketing research consists of ___________",5,M,Theory,Single Choice,Marketing:Market Research,
,Systematic design for collection,,,,,,
,Analysis,,,,,,
,Reporting of data,,,,,,
,All of these,,,,,,
,,,,,,,
,The Customer relationship management(CRM) is used for ___________,C,E,Theory,Single Choice,Marketing:CRM,
,Selling,,,,,,
,New Product,,,,,,
,Both A & B,,,,,,
,Purchase,,,,,,
,,,,,,,
,In marketing Monopsony relates with ___________ seller and ______________ buyer,B,E,Theory,Single Choice,Marketing:Sales,
,"Many, Many",,,,,,
,"Many, One",,,,,,
,"One , Sellers",,,,,,
,"Two, Many",,,,,,
,,,,,,,
,_________is a communication strategy that sends a pre-written set of messages to customers or prospects over time :,D,M,Theory,Single Choice,Marketing:Email Marketing,
,Concentrated Marketing,,,,,,
,Differentiation Marketing,,,,,,
,Bench Marketing,,,,,,
,Drip Marketing.,,,,,,
,,,,,,,
,"The Segmentation based on age, income, family size, socio-economic status is known as",B,M,Theory,Single Choice,Marketing,
,Generational segments,,,,,,
,Demographic segmentation,,,,,,
,Psychographic segmentation,,,,,,
,Geographic segmentation,,,,,,
,,,,,,,
,The process of selling of goods and services within the departments of the organization is related with which pricing method ?,C,M,Theory,Single Choice,Marketing:Pricing Strategy,
,Initial Pricing,,,,,,
,Consumer Pricing,,,,,,
,Transfer Pricing,,,,,,
,Product Pricing,,,,,,
,,,,,,,
,Meaning of Market Spacing is,C,M,Theory,Single Choice,Marketing:Sales,
, Place where goods are sold,,,,,,
, Road Shows,,,,,,
, Scope available for selling,,,,,,
, Competition,,,,,,
,,,,,,,
,This new advertising M is the nation's second fastest growing (after Internet),C,H,Theory,Single Choice,Marketing:Advertising,
, Newspaper advertising,,,,,,
, Print advertising,,,,,,
, Cinema advertising,,,,,,
, Billboard advertising,,,,,,
,,,,,,,
,The best way to promote a business with social media is,C,M,Theory,Single Choice,Marketing:Social Media,
," To advertise your company, services and products",,,,,,
, To collect as many contacts as possible,,,,,,
, Offer a lot of helpful and free information,,,,,,
, Invite potential clients to visit your website,,,,,,
,,,,,,,
,The main objective to branding is which of the following?,B,M,Theory,Single Choice,Marketing:Brand Management,
,To have potential customers recognize your logo and marketing materials,,,,,,
,To earn trust from your customers(Missed),,,,,,
,Promotional materials that match and coordinate,,,,,,
,Having a unique tag line,,,,,,
,,,,,,,
,Real-time bidding provides marketing agencies with the ability to strategically bid on digital ad space on a per-publisher basis,B,H,Reasoning,Single Choice,Marketing:Digital Marketing,
, TRUE,,,,,,
, FALSE,,,,,,
