,Question,Correct Answer,Level,Category,Type,Skills,Answer Description
," 40% of the success of would depend on the target audience, 40% on plan execution and the rest 20% on what is offered",,,,,,
," 40% of the success of would depend on the target audience, 40% on what is offered and the rest 20% on the plan execution",,,,,,
,,,,,,,
,Bounce Rate is:,C,E,Theory,Single choice,Marketing:GK: :,
, no of people coming back on one of your web pages everyday,,,,,,
, no of people coming back on one of your web pages after a marketing campaign,,,,,,
, The percentage of people who land on one of your web pages and then leave without clicking to anywhere else on your website,,,,,,
, The percentage of people who land on one of your web pages and click on advertisements,,,,,,
,,,,,,,
,AIDA is an acronym that stands for:,D,E,Theory,Single choice,Marketing:Acronym:Abbreviation:,
," Awareness, Interest, Desire and Auction",,,,,,
," Appeal, Interest, Desire and Action",,,,,,
," Awareness, Information, Desire and Action",,,,,,
," Awareness, Interest, Desire and Action",,,,,,
,,,,,,,
,Attack marketing is also known as:,B,E,Theory,Single choice,Marketing:GK: :,
, Target Marketing,,,,,,
, Guerrilla Marketing,,,,,,
, Direct Marketing,,,,,,
, Indiect Marketing,,,,,,
,,,,,,,
,Cause marketing is for:,B,E,Theory,Single choice,Marketing:GK: :,
, Profit making,,,,,,
, Social Causes,,,,,,
, Increasing sales,,,,,,
, Donation,,,,,,
,,,,,,,
,Which of the following is not a type of Customer Relationship Management:,A,E,Theory,Single choice,Marketing:CRM::,
, Relational,,,,,,
, Operational,,,,,,
, Analytical,,,,,,
, Collaborative,,,,,,
,,,,,,,
,Double-loop marketing emphasize on:,D,M,Theory,Single choice,Marketing: ::,
, marketing must be people driven,,,,,,
, marketing must be knowledge driven,,,,,,
, marketing must be product driven,,,,,,
," marketing must be people, knowledge and product driven",,,,,,
,,,,,,,
,Which of the following is not an emotional branding:,D,E,Theory,Single choice,Marketing: ::,
, “nostalgia” to the Kodak brand,,,,,,
, “bonding” to the Jim Beam bourbon brand,,,,,,
, “love” to the McDonald’s brand,,,,,,
," ""Fashion"" to Zara brand",,,,,,
,,,,,,,
,Investment cost is hghest in which stage:,A,E,Theory,Single choice,Marketing: :Stages:,
, Introduction,,,,,,
, Maturity,,,,,,
, Decline,,,,,,
, Growth,,,,,,
,,,,,,,
,Which SEO technique anticipate that their sites may eventually be banned either temporarily or permanently once the search engines discover what they are doing:,A,M,Theory,Single choice,Marketing:GK::,
, Black Hat,,,,,,
, White Hat,,,,,,
, Grey Hat,,,,,,
, Blue Hat,,,,,,
,,,,,,,
,Visual Merchandizing involves:,D,E,Theory,Single choice,Marketing:GK: :,
, Mannequinns,,,,,,
, Music,,,,,,
, Exterior Displays,,,,,,
, All of the Above,,,,,,
,,,,,,,
,Bundle pricing is :,C,E,Theory,Single choice,Marketing: ::,
, One product given for free with other,,,,,,
, One compelemtary product given free with other,,,,,,
, Discounts offered on purchasing many products,,,,,,
, Price of two products,,,,,,
,,,,,,,
,"StrongVolt, a tech company that makes rugged, electronics-charging solar panels, made sure to choose the right influencers to appeal to their target audience. Rather than focusing on tech blogs who might review the product, or mommy bloggers with huge followings but low relevance, StrongVolt partnered with outdoor recreation bloggers. The result were eye-catching photos of their product being used the way it was meant to be used, demonstrating the utility of the product for the people it was designed to appeal to. The case describes:",B,E,Theory,Single choice,Marketing:GK::,
, Emotional marketing,,,,,,
, Influenntial marketing,,,,,,
, Direct marketing,,,,,,
, Digital marketing,,,,,,
,,,,,,,
,"""Think Small"" campaign belongs to which company:",B,E,Theory,Single choice,Marketing:GK::,
, Ford,,,,,,
, Volkswagen,,,,,,
, Honda,,,,,,
, Maruti,,,,,,
,,,,,,,
,"Which company aired its first national television ads, created by newly formed ad agency Wieden+Kennedy, during the New York Marathon?",C,E,Theory,Single choice,Marketing:Gk::,
, Rebook,,,,,,
, Adidas,,,,,,
, Nike,,,,,,
, Woodland,,,,,,
,,,,,,,
,Find the conversion rate where no of people visiting is 1234 and 268 of them buying the product:,B,E,Theory,Single choice,Marketing:Numerical::,
, 0.50,,,,,,
, 0.22,,,,,,
, 0.67,,,,,,
, 0.89,,,,,,
,,,,,,,
,"Calculate the market potential(k litres) for the country whose per capita consumption of beer is 48litres/person and has a population of 127,758(thousands).",D,M,Theory,Single choice,Marketing:Numerical :Market Potential:,
," 3,789,072",,,,,,
," 6,132,384",,,,,,
," 9,554,340",,,,,,
," 1,597,475",,,,,,
,,,,,,,
,What will be the market share of the company where the company sales is a and industry sales is b: ,B,E,Theory,Single choice,Marketing:Market Share:Numerical:,
, a* b ,,,,,,
, a / b ,,,,,,
, a + b,,,,,,
, a - b,,,,,,
,,,,,,,
,Market Research function is a function between:,B,E,Theory,Single choice,Marketing: ::,
, Market and the organization,,,,,,
, Consumer and the organization,,,,,,
, Consumer and the market,,,,,,
, Market and the external factors,,,,,,
,,,,,,,
,Micro marketing environment does not consists of:,C,E,Theory,Single choice,Marketing: ::,
, Competitors,,,,,,
, Suppliers,,,,,,
, Operators,,,,,,
, Consumers,,,,,,
,,,,,,,
,Adopters of new products have been observed to move through five stages:,B,M,Theory,Single choice,Marketing: ::,
, Awareness-Interest-Evaluation-Adoption-Trial,,,,,,
, Awareness-Interest-Evaluation-Trail-Adoption,,,,,,
, Awareness-Interest-Adoption-Trial-Evaluation,,,,,,
, Interest-Awareness-Evaluation-Adoption-Trial,,,,,,
,,,,,,,
,Which of the following takes minimum time to adapt to innovations?,A,D,Theory,Single choice,Marketing: ::,
, Laggards,,,,,,
, Early Majority,,,,,,
, Late Majority,,,,,,
, None of the above,,,,,,
,,,,,,,
,Which of the following will have a direct influence on the individual?,B,E,Theory,Single choice,Marketing: ::,
, Aspirational groups,,,,,,
, Membership groups,,,,,,
, Dissociative groups,,,,,,
, Political Leader,,,,,,
,,,,,,,
,Which of the following is not related to Maslow's theory:,C,M,Theory,Single choice,Marketing: :Maslow:,
," human needs are arranged in a hierarchy, from the most to the least pressing",,,,,,
," A consumer will try to satisfy the most important need first; when that need is satisfied, the person will try to satisfy the next-most-pressing need",,,,,,
," In order of importance, the needs are safety,physiological, social, esteem, and self-actualization",,,,,,
," Maslow’s theory helps marketers understand how various products fit into the plans, goals, and lives of consumers",,,,,,
,,,,,,,
,Product value analysis is aimed at:,B,E,Theory,Single choice,Marketing: :Analysis:,
, providing additional benefits,,,,,,
, reducing the cost of the product,,,,,,
, faster product delivery,,,,,,
, increasing the brand awareness,,,,,,
,,,,,,,
,Which of the following strategy is used by Coca-Cola:,B,E,Theory,Single choice,Marketing: :GK:,
, Niche marketing,,,,,,
, Mass Marketing,,,,,,
, Segment Marekting,,,,,,
, Lacal Marketing,,,,,,
,,,,,,,
,Which of the following is the correct order of market segmentation:,A,E,Theory,Single choice,Marketing:STP:Segmentation:,
, Survey-Analysis-Profiling,,,,,,
, Profiling-Survey-Analysis,,,,,,
, Survey-Profiling-Analysis,,,,,,
, None of the above,,,,,,
,,,,,,,
,Quality Function Deployment(QFD) takes care of:,C,E,Theory,Single choice,Marketing:QFD::,
, Customer attributes,,,,,,
, Engineering attributes,,,,,,
, Both a) and b) ,,,,,,
, None of the above,,,,,,
,,,,,,,
,Focus of marketing planning is:,C,D,Theory,Single choice,Marketing:Planning::,
, Increasing sales,,,,,,
, Increasing brand awareness,,,,,,
, Increase loyal customer lifetime value,,,,,,
, None of the above,,,,,,
,,,,,,,
,Restaurants signifies which kind of service?,D,M,Theory,Single choice,Marketing:Service::,
, Pure,,,,,,
, Tangible,,,,,,
, Intangible,,,,,,
, Both b) and c),,,,,,
,,,,,,,
,Service marketing requires:,C,E,Theory,Single choice,Marketing:Service Marketing::,
, Internal marketing,,,,,,
, External marketing,,,,,,
, Both a) and b) ,,,,,,
, Interactive marketing,,,,,,
,,,,,,,
,There is less price sensitivity when:,B,E,Theory,Single choice,Marketing:Pricing::,
, The product is less distinctive,,,,,,
, Buyers cannot easily compare the quality of substitutes,,,,,,
, Buyers are aware of substitutes,,,,,,
, he expenditure is small compared to the total cost of the end product,,,,,,
,,,,,,,
,Demand is likely to be less elastic when:,C,M,Theory,Single choice,Marketing:Demand::,
, there are manysubstitutes or competitors,,,,,,
, buyers do not readily notice the higher price,,,,,,
, buyers are slow to change their buying habits and search for lower prices,,,,,,
," buyers think the higher prices are not justified by quality differences, normal inflation, and so on",,,,,,
,,,,,,,
,Which cost vary directly with the level of production:,B,E,Theory,Single choice,Marketing:Costs::,
, Fixed,,,,,,
, Variable,,,,,,
, Average,,,,,,
, Overhead,,,,,,
,,,,,,,
,"To estimate the real profitability of dealing with different retailers, the manufacturer uses:",A,M,Theory,Single choice,Marketing:Profitability::,
, activity-based cost,,,,,,
, accounting-based cost,,,,,,
, standard cost ,,,,,,
, None of the above,,,,,,
,,,,,,,
,Which of the following is a type of discriminatory pricing:,D,E,Theory,Single choice,Marketing:Pricing::,
, Image pricing,,,,,,
, Time pricing,,,,,,
, Product-form pricing,,,,,,
, Customer-division pricing,,,,,,
,,,,,,,
,What is predatory pricing:,A,E,Theory,Single choice,Marketing:Pricing::,
, selling below cost with the intention of destroying competition,,,,,,
, selling above cost with the intention of destroying competition,,,,,,
, selling below cost with the intention of creating competition,,,,,,
, selling above cost with the intention of creating competition,,,,,,
,,,,,,,
,Which of the following is a short film launched by AirBnb:,D,E,Theory,Single choice,Marketing:GK::,
, Wall and Clock,,,,,,
, Theif and Chain,,,,,,
, Wall and Gain,,,,,,
, Wall and Chain,,,,,,
,,,,,,,
,Which of the following accounts for the backward flow of activity:,D,M,Theory,Single choice,Marketing: ::,
, physical,,,,,,
, title,,,,,,
, promotion,,,,,,
, negotiation,,,,,,
,,,,,,,
,"The total cost of development, production and marketing of a product is $78. The company wants to make profits on the product  at a margin of 25%. What will be the cost of the product (Use cost plus pricing)",C,M,Theory,Single choice,Marketing:Numerical::,
, $95,,,,,,
, $67.5,,,,,,
, $97.5,,,,,,
, $100,,,,,,
,,,,,,,
,"Calculate the market potential(k litres) for the country whose per capita consumption of beer is 157litres/person and has a population of 10,175(thousands).",D,M,Theory,Single choice,Marketing:Market Potential:Numerical:,
," 3,789,072",,,,,,
," 6,132,384",,,,,,
," 9,554,340",,,,,,
," 1,597,475",,,,,,
,,,,,,,
,Which of the following is not a statistical analysis technique?,A,E,Theory,Single choice,Marketing:Analysis::,
, Convergence analysis,,,,,,
, Regression analysis,,,,,,
, Cluster analysis,,,,,,
, Factor analysis,,,,,,
,,,,,,,
,Which of the following is the correct order of Marker Research?,C,D,Theory,Single choice,Marketing:MR::,
, Identify-Develop-Design-Collect-Prepare-Analyze,,,,,,
, Identify-Design-Develop-Collect-Analyze-Prepare,,,,,,
, Identify-Develop-Design-Collect-Analyze-Prepare,,,,,,
, Identify-Develop-Collect-Design-Analyze-Prepare,,,,,,
,,,,,,,
,The following technique requires identification of all possible ways to achieve an objective:,C,M,Theory,Single choice,Marketing: ::,
, Model building,,,,,,
, Intuitive building,,,,,,
, Morphological Analysis,,,,,,
, Missing link Approach,,,,,,
,,,,,,,
,"Citibank,adjusts its banking services in each branch depending on neighborhood demographics. Thsi is an example of:",D,E,Theory,Single choice,Marketing:Types of Marketing::,
, Niche marketing,,,,,,
, Mass Marketing,,,,,,
, Segment Marekting,,,,,,
, Local Marketing,,,,,,
,,,,,,,
," “creating unique, face-to-face branded experiences.” is:",B,E,Theory,Single choice,Marketing:Types of Marketing::,
, Cause Marketing,,,,,,
, Experiential marketing,,,,,,
, Social marketing,,,,,,
, None of the abve,,,,,,
,,,,,,,
,Direct marketing is also called:,A,E,Theory,Single choice,Marketing:Types of Marketing::,
, zero level channel,,,,,,
, one level channel,,,,,,
, two level channel,,,,,,
, three level channel,,,,,,
,,,,,,,
,Which of the following is not an external influencer on selling?,D,M,Theory,Single choice,Marketing:Influencers::,
, Technology,,,,,,
, Customers,,,,,,
, Competitors,,,,,,
, New products,,,,,,
,,,,,,,
,Whcih of the following is not a facilitator?,C,M,Theory,Single choice,Marketing: ::,
, transportation companies,,,,,,
, Independent ware- houses,,,,,,
, brokers,,,,,,
, advertising agencies,,,,,,
,,,,,,,
,Vertical integration helps:,B,M,Theory,Single choice,Marketing: ::,
, for low level of control over their channels,,,,,,
, for high level of control over their channels,,,,,,
, in coordinating successive stages of production and distribution,,,,,,
, None of the abve,,,,,,
,,,,,,,
,Advertising leads to:,A,E,Theory,Single choice,Marketing: :Advertising:,
, trigger quick sales,,,,,,
, build up a long-term image for a product,,,,,,
, build up a short-term image for a product,,,,,,
, typically require a large budget,,,,,,
,,,,,,,
,"Advertising and consumer promotion to induce consumers to ask intermediaries for the product, thus inducing the intermediaries to order it. is:",A,E,Theory,Single choice,Marketing: :Advertising:,
, Pull marketing,,,,,,
, Push marketing,,,,,,
, Both a) and b),,,,,,
, None of the abve,,,,,,
,,,,,,,
,Objective of Informative advertising is:,A,M,Theory,Single choice,Marketing: :Advertising:,
, build primary demand,,,,,,
, build selective demand for a particular brand,,,,,,
, assure current purchasers,,,,,,
, None of the abve,,,,,,
,,,,,,,
,The effect of exposures on audi- ence awareness depends on:,D,E,Theory,Single choice,Marketing: ::,
, reach,,,,,,
, frequency,,,,,,
, Impact,,,,,,
, All of the above,,,,,,
,,,,,,,
,Theoretical customer journey towards the purchase of a product or service is:,A,E,Theory,Single choice,Marketing: ::,
, Marketing funnel,,,,,,
, Consumer journey,,,,,,
, Consumer life cycle,,,,,,
, None of the abve,,,,,,
,,,,,,,
,Which of the following is not a Middle of the Funnel activity:,D,M,Theory,Single choice,Marketing: :Funnel:,
, White paper,,,,,,
, Case study,,,,,,
, webinars,,,,,,
, Blogposts,,,,,,
,,,,,,,
