,Question,Correct answer,Level,Category,Type,Skills,Answer Description
, only a few players are providing that in the market,,,,,,
, has the percieved value higher than the actual value,,,,,,
, All of the above,,,,,,
,,,,,,,
,If you had 7 clicks and 1000 impressions then what would be your CTR,B,H,Theory,Single Choice,Marketing:Numerical,
,70%,,,,,,
,0.7%,,,,,,
,7%,,,,,,
,0.07%,,,,,,
,,,,,,,
,"Find the cost to an advertiser when he spends $50 for 1000 impressions, and the ad makes 500 impressions",A,H,Theory,Single Choice,Marketing:Numerical,
,$25,,,,,,
,$50,,,,,,
, $100,,,,,,
, $500,,,,,,
,,,,,,,
,"If an advertiser spends $500 for an ad campaign and gets 10,000 clicks then what is the CPC",B,H,Theory,Single Choice,Marketing:Numerical,
,$5,,,,,,
,$0.05,,,,,,
,$0.5,,,,,,
, None of the above,,,,,,
,,,,,,,
,"What is the avg CPM if an advertiser is able to get 1500 impressions when CRT was $100 and CPC 
is $0.02",A,H,Theory,Single Choice,Marketing:Numerical ,
, $3,,,,,,
, $1.5,,,,,,
, $2,,,,,,
, $2.5,,,,,,
,,,,,,,
,"If your Ad rank is 5th and your quality score is 7 then what is the price you'll pay when someone clicks 
your ad?",C,H,Theory,Single Choice,Marketing:Numerical ,
, $0.9,,,,,,
, $0.05,,,,,,
,$0.72,,,,,,
, None of the above,,,,,,
,,,,,,,
,If  distributor X of territory A starts selling your product in territory B of Distributor Y then what should you do,A,H,Theory,Single Choice,Marketing:Sales:Distribution,
, Stop X from doing so as its will affect Y's sales and he might retaliate,,,,,,
, Motivate X as he is just finding new ways to increase his revenue,,,,,,
, Provide Y some other territory to cater,,,,,,
, Do nothing,,,,,,
,,,,,,,
,Which of the following is not a consumer promotion tool?,D,M,Theory,Single Choice,Marketing:Sales Promotion,
,Patronage Awards,,,,,,
,Tie-in promotions,,,,,,
,Point of purchase displays,,,,,,
,Price-off Invoice,,,,,,
,,,,,,,
,Which of the following is the 5M of Advertising?,C,H,Theory,Single Choice,Marketing:Advertising,
,"Mission,Money,Market,Measurement,Media",,,,,,
,"Media,Money,Market,Measurement, Market share",,,,,,
,"Measurement,Media,Message,Money,Mission",,,,,,
,"Market share,Mission,Message,Money,Measurement",,,,,,
,,,,,,,
,"Telephone users pay monthly fixed charge plus amount on the number of
calls made. What type of pricing is this ?",A,H,Theory,Single Choice,Marketing:Pricing Strategy,
,Two part,,,,,,
,By-Product,,,,,,
,Bundling,,,,,,
,Tie-in,,,,,,
,,,,,,,
,Which of the following does not give information about perceptual map?,D,M,Theory,Single Choice,Marketing ,
,Visual representations of market scenario for a category,,,,,,
,Allude information about consumer preferences and perceptions,,,,,,
,Could be plotted with competing brands,,,,,,
,Explains the % of brand loyal consumers,,,,,,
,,,,,,,
,What is straddle positioning?,B,H,Theory,Single Choice,Marketing ,
,"Positioning strategy by marketers to position their product for a niche 
audience",,,,,,
,"Positioning strategy by marketers to position their products in two 
categories simultaneously",,,,,,
,"Positioning strategy by marketers to position their products for rural 
audience",,,,,,
,"Positioning strategy by marketers to position their products on basis of 
price differentiation",,,,,,
,,,,,,,
,"In the brand performance graph with strength and stature on the axes, the 
brands lying in the lower right corner are called?",A,H,Theory,Single Choice,Marketing:Brand Management,
,Eroding/declining,,,,,,
,New/Unfocused,,,,,,
,Leadership,,,,,,
,Momentum/Niche,,,,,,
,,,,,,,
,Which is not a part of Brand resonance pyramid?,B,H,Theory,Single Choice,Marketing:Brand Management,
,Salience,,,,,,
,Momentum,,,,,,
,Imagery,,,,,,
,Resonance,,,,,,
,,,,,,,
,Which is not a criteria for choosing a brand element?,D,H,Theory,Single Choice,Marketing:Brand Management,
,Memorable,,,,,,
,Meaningful,,,,,,
,Likeable,,,,,,
,Association,,,,,,
,,,,,,,
,"A brand X has a following product mix. It has three lines personal care, 
home care, food. In each category there are further lines. Under personal
care there is personal wash(brands under this-a,b,c), skin care(d,e,f). Under
home care there is fabric care(brands-g,h,i) and under food category there
is tea(brand-j,k) and coffee(brand-l). Answer the next three questions based
on this information. 
Find the width of the product mix?",B,M,Theory,Single Choice,Marketing:Product Management,
,6,,,,,,
,5,,,,,,
,4,,,,,,
,7,,,,,,
,,,,,,,
,Find the length of product mix in the above question?,A,M,Theory,Single Choice,Marketing:Product Management,
,12,,,,,,
,10,,,,,,
,9,,,,,,
,11,,,,,,
,,,,,,,
,Find the average product length of the product mix?,B,M,Theory,Single Choice,Marketing:Product Management,
,3.2,,,,,,
,2.4,,,,,,
,2.6,,,,,,
,1.2,,,,,,
,,,,,,,
,Which of the following is a monologue channel?,A,E,Theory,Single Choice,Marketing:Marketing Communications,
,Advertisements,,,,,,
,E-mail,,,,,,
,Toll- free numbers,,,,,,
,Twitter,,,,,,
,,,,,,,
,"A method used to measure consumer preferences for alternative 
product concepts is called",A,H,Theory,Single Choice,Marketing:Market Research,
,Conjoint analysis,,,,,,
,Regression analysis,,,,,,
,Cluster analysis,,,,,,
,Factor analysis,,,,,,
,,,,,,,
,"A rating method where the respondent is required to rate a product or 
a service on a specific scale for example a seven point Likert scale.
",A,H,Theory,Single Choice,Marketing:Market Research:,
,Monadic rating,,,,,,
,Rank order rating,,,,,,
,Systemic rating,,,,,,
,Paired comparison rating,,,,,,
,,,,,,,
,"I am the owner of a firm X and wishes to choose the best supplier out 
of the proposals I presently have. I will go ahead with the auction pricing
method to select my supplier. Which pricing strategy I am talking about?",B,M,Theory,Single Choice,Marketing:Pricing Strategy,
,Going rate ,,,,,,
,Tender,,,,,,
,Marginal cost,,,,,,
,Value based,,,,,,
,,,,,,,
,Preference based segments can have three different patterns.Choose the wrong one,A,H,Theory,Single Choice,Marketing,
,Salience preferences,,,,,,
,Homogenous preferences,,,,,,
,Diffused preferences,,,,,,
,Clustered preferences,,,,,,
,,,,,,,
,What is conversion rate optimization?,A,H,Theory,Single Choice,Marketing:Online Marketing,
,Method to convert visitors to a website into customers,,,,,,
,"A rate where the optimal quantum of raw materials are converted to finished 
products",,,,,,
,"Method to  count the number of customers who re-purchase a product symbolizing 
optimised conversion",,,,,,
,"A rate where all all inventory is converted to finished goods and sold off 
at optimal rates",,,,,,
,,,,,,,
,Catering to the needs of a selected set of people having specialised choices-,A,E,Theory,Single Choice,Marketing,
,Niche marketing,,,,,,
,Salience marketing,,,,,,
,Depth marketing,,,,,,
,Competent marketing,,,,,,
,,,,,,,
,"Temporal method of pricing where the product is priced at a very high price initially 
and lowered over time. This is called-",B,H,Theory,Single Choice,"Marketing:Pricing  Strategies
",
,Predatory pricing,,,,,,
,Price skimming,,,,,,
,Penetration pricing,,,,,,
,Value based pricing,,,,,,
,,,,,,,
,"If a salesperson is selling different soaps of the same brand in the same 
geographical area then which type of sales force structure it is?",A,H,Theory,Single Choice,Marketing:Sales,
, Territorial sales force structure,,,,,,
,Product sales force structure,,,,,,
, Customer sales force structure,,,,,,
, Complex sales force structure,,,,,,
,,,,,,,
,"Combined efforts of a for-profit organisation and non-profit organisation for marketing 
is known as",C,M,Theory,Single Choice,Marketing,
, Complex marketing,,,,,,
, Combined marketing,,,,,,
, Cause marketing,,,,,,
, Non of the above,,,,,,
,,,,,,,
,"A form of marketing that incorporates a series of creative and strategic techniques
 used to build and maintain public awareness surrounding a person, place, product,
 or event.",B,H,Theory,Single Choice,Marketing,
, Mass marketing,,,,,,
, Ambush marketing,,,,,,
, Cause Marketing,,,,,,
, Consumption Marketing,,,,,,
,,,,,,,
,Copy Testing is used to,A,H,Theory,Single Choice,Marketing:Advertising,
, determine the advertisement's affectiveness,,,,,,
, what effect will copying the strategy of product A over product B have on sales,,,,,,
, determing whether to enter into price war or not,,,,,,
, determing whether to indule in undercutting or not,,,,,,
,,,,,,,
,Customer Lifetime Value is,B,M,Theory,Single Choice,Marketing:Consumer Marketing,
, Revenue a single customer generates for the firm over a lifetime,,,,,,
, Profit a single customer generates for the firm over a lifetime,,,,,,
, Expenditure a firm does on a customer over a lifetime,,,,,,
, None of the above,,,,,,
,,,,,,,
,Cutting down the middlemen in a distribution process is known as,B,H,Theory,Single Choice,Marketing:Distribution,
, Streamlining,,,,,,
, Disintermediation,,,,,,
, Disintegration,,,,,,
, Growth Hacking,,,,,,
,,,,,,,
,"A very short, intensive, and focused marketing campaign for a product or business",B,M,Theory,Single Choice,Marketing:Advertising,
, Shot marketing,,,,,,
, Blitz Marketing,,,,,,
, Inbound Marketing,,,,,,
, Heavy Down,,,,,,
,,,,,,,
,The Q Score (more popularly known as Q-Rating) is a measurement of,D,H,Theory,Single Choice,Marketing:Brand Management,
, Quantity of the product sold by the brand,,,,,,
, Quality of a product of a brand,,,,,,
, Price of the brand in mind of consumers,,,,,,
, familiarity and appeal of a brand,,,,,,
,,,,,,,
,A generic product is a product which is,A,M,Theory,Single Choice,Marketing:Product Management,
, sold on the name of product rather than brand name,,,,,,
, a low quality product,,,,,,
, a commodity,,,,,,
,sold in most of the retail shops,,,,,,
,,,,,,,
,Industry attractiveness is determined by,C,E,Theory,Single Choice,Marketing,
, BCG growth matrix,,,,,,
, McKinsey 7S framework,,,,,,
, Porters 5 Forces,,,,,,
, SWOT Analysis,,,,,,
,,,,,,,
,What is Gap Analysis in marketing,B,M,Theory,Single Choice,Marketing,
, Determining the gap between Desired Situation and Target Situation,,,,,,
,Determining the gap between Desired Situation and Current Situation,,,,,,
, Determining the gap between Sales Situation and Target Situation,,,,,,
," Determining the gap between Merketing Situation and 
Target Situation",,,,,,
,,,,,,,
,What is Factor Analysis?,A,H,Theory,Single Choice,Marketing:Market Research,
," a process in which the values of observed data are expressed as
 functions of a number of possible causes in order to find which are
 the most important",,,,,,
," a statistical technique used in market research to determine how
 people value different attributes (feature, function, benefits) that 
make up an individual product or service.",,,,,,
,"  a statistical analysis to predict a categorical dependent variable
 (called a grouping variable) by one or more continuous or binary
 independent variables (called predictor variables)",,,,,,
, None of these,,,,,,
,,,,,,,
,What is Conjoint Analysis?,B,H,Theory,Single Choice,Marketing:Market Research:,
," a process in which the values of observed data are expressed as
 functions of a number of possible causes in order to find which are
 the most important",,,,,,
," a statistical technique used in market research to determine how
 people value different attributes (feature, function, benefits) that 
make up an individual product or service.",,,,,,
,"  a statistical analysis to predict a categorical dependent variable
 (called a grouping variable) by one or more continuous or binary
 independent variables (called predictor variables)",,,,,,
, None of these,,,,,,
,,,,,,,
,What is Discriminant Analysis?,C,H,Theory,Single Choice,Marketing:Market Research,
," a process in which the values of observed data are expressed as
 functions of a number of possible causes in order to find which are
 the most important",,,,,,
," a statistical technique used in market research to determine how
 people value different attributes (feature, function, benefits) that 
make up an individual product or service.",,,,,,
,"  a statistical analysis to predict a categorical dependent variable
 (called a grouping variable) by one or more continuous or binary
 independent variables (called predictor variables)",,,,,,
, None of these,,,,,,
,,,,,,,
,In order to develop a new product what should be the first stage?,A,E,Theory,Single Choice,Marketing:Product Development,
, Idea Generation,,,,,,
, Idea Screening,,,,,,
, Product Concept,,,,,,
, Product Development,,,,,,
,,,,,,,
,Expand the abbreviation TTM with respect to marketing,D,M,Theory,Single Choice,Marketing,
, Time to Manage,,,,,,
, Target to Manager,,,,,,
, Target to Market,,,,,,
, Time to Market,,,,,,
,,,,,,,
,What is SEO?,A,E,Theory,Single Choice,Marketing:Digital Marketing,
,Search engine optimization,,,,,,
,Standardized engine optimality,,,,,,
,Standard equity option,,,,,,
,Search equalizing option,,,,,,
,,,,,,,
,Brand equity of a brand entails to -,B,M,Theory,Single Choice,Marketing:Brand Management,
,"Brand awareness, brand personality",,,,,,
,"Brand awareness, brand image",,,,,,
,"Brand loyalty, brand celebrity",,,,,,
,"Brand loyalty, brand strength",,,,,,
,,,,,,,
,"Calculate the market share of a brand Z, if it can sell 20,000 units for 
Rs 25 each and the total market is of Rs 2crore.",C,H,Theory,Single Choice,Marketing:Numerical,
,3.5%,,,,,,
,2.4%,,,,,,
,2.5%,,,,,,
,3.4%,,,,,,
,,,,,,,
,"In the above question, if the market has grown by a rate of 2% in year 2 
and the brand Z's share has eroded by 0.5%, find the new market 
share of brand Z in year 2.",C,H,Theory,Single Choice,Marketing:Numerical,
,2.21%,,,,,,
,1.5%,,,,,,
,2.44%,,,,,,
,2.05%,,,,,,
,,,,,,,
,"A company has a commission policy of giving a giving a commission
of 5% on total sales, less any returns on sales less than Rs50,000. Also,
 if the salesperson exceeds 50,000 of sales he can earn a commission 
of 6% according to the same plan. If Mr. Q makes a sale of 150 units
 each costing Rs 340, and  2 units are returned, find his total commission.",A,H,Theory,Single Choice,Marketing:Numerical,
,Rs 3019.2,,,,,,
,Rs 3000.2,,,,,,
,Rs 3011.5,,,,,,
,Rs 3001.3,,,,,,
,,,,,,,
,What are the 4 components of Inbound marketing,D,H,Theory,Single Choice,Marketing,
,"Attract, convert, interest, recall",,,,,,
,"Convert, recall, delight, close",,,,,,
,"Delight, attract, interest, recall",,,,,,
,"Attract, convert, close, delight",,,,,,
,,,,,,,
,Can you complete the abbreviation AIDA?,A,M,Theory,Single Choice,Marketing,
,"Attention, Interest, Desire, Action",,,,,,
,"Aware, Indulge, Demand, Action",,,,,,
,"Attention, Indulge, Desire, Awareness",,,,,,
,"Action, Interest, Demand, Attract",,,,,,
,,,,,,,
,A fictional representation of what your ideal customer should be like is called,B,M,Theory,Single Choice,Marketing:Consumer Marketing,
,Unicorn buyer,,,,,,
,Buyer persona,,,,,,
,Customer idealism tool,,,,,,
,Model customer,,,,,,
,,,,,,,
,........ means to link marketing data and sales data using automation,A,M,Theory,Single Choice,Marketing:Sales,
,Closed loop reporting,,,,,,
,Synergic reporting,,,,,,
,Effective reporting,,,,,,
,Two prong reporting,,,,,,
,,,,,,,
,"A marketing arrangement by which an online retailer pays commission to an external website 
for traffic or sales generated from its referrals",A,E,Theory,Single Choice,Marketing,
,Affiliate marketing,,,,,,
,Lead marketing,,,,,,
,Commission marketing,,,,,,
,Prospect marketing,,,,,,
,,,,,,,
,The number of customers visiting a website but leaving without clicking is determined by,A,M,Theory,Single Choice,Marketing:Digital Marketing,
,Bounce rate,,,,,,
,blitz rate,,,,,,
,Turnaround rate,,,,,,
,Click through rate,,,,,,
,,,,,,,
,"Amount of likes, shares , comments a piece of content attains on social media is",B,E,Theory,Single Choice,Marketing:Digital Marketing,
,Social rate,,,,,,
,Engagement rate,,,,,,
,Loyal rate,,,,,,
,Favour rate,,,,,,
,,,,,,,
,"Find the conversion rate if the number of leads generated is 120 and the total value of sales 
done was for Rs 20,000 with each unit costing Rs200. ",C,M,Theory,Single Choice,Marketing:Digital Marketing,
,89%,,,,,,
,78%,,,,,,
,83%,,,,,,
,66%,,,,,,
,,,,,,,
,If your firm sells insurances then the way of selling adopted should be,A,M,Theory,Single Choice,Marketing:Sales,
,Direct sales,,,,,,
,Selling online,,,,,,
,Through retailers,,,,,,
,Through social media,,,,,,
,,,,,,,
,"A concept in advertising that suggests that a lot of media advertisements can confuse the 
consumer leading him to not remember much",A,E,Theory,Single Choice,Marketing:Advertising,
,Promotional clutter,,,,,,
,Value clutter,,,,,,
,Recall clutter,,,,,,
,Impact clutter,,,,,,
,,,,,,,
,Traffic generated to your website via the search engine is called,C,H,Theory,Single Choice,Marketing:Digital Marketing,
,Controlled traffic,,,,,,
,Specific traffic,,,,,,
,Organic traffic,,,,,,
,Inorganic traffic,,,,,,
,,,,,,,
,"Deciding on the profit margins after analyzing what consumers are willing to pay is called 
which type of pricing",C,M,Theory,Single Choice,Marketing:Pricing Strategy,
,Demand,,,,,,
,Preferential,,,,,,
,Backward,,,,,,
,Differential,,,,,,
,,,,,,,
,"A very useful technique used in market research, where a certain thesis is rejected/accepted
 according to its probability below/above a certain significance level",B,M,Theory,Single Choice,Marketing:Marketing Research,
,Hypothesis testing,,,,,,
,Hypothesis testing,,,,,,
,Metathesis testing,,,,,,
,Ogilothesis testing,,,,,,
,,,,,,,
,Organized industry events mostly used for B2B products and services,B,E,Theory,Single Choice,Marketing:B2B Sales,
,Offsite shows,,,,,,
,Trade shows,,,,,,
,Grandiose shows,,,,,,
,Industry interaction,,,,,,
,,,,,,,
,When do we use Aggressive Marketing?,B,H,Theory,Single Choice,Marketing,
, When a new product is launched,,,,,,
, When the competition is increasing,,,,,,
, When sales of a product goes down,,,,,,
, When staff is increased,,,,,,
,,,,,,,
,What is drip marketing?,A,M,Theory,Single Choice,Marketing,
," marketing technique where a set of pre written test is sent to customers or 
prospects over time",,,,,,
, marketing done to improve the sales of a low selling product,,,,,,
, marketing technique used to increase the market share of a product,,,,,,
," marketing done to spread word of mouth about a product by making something 
viral",,,,,,
,,,,,,,
,What are the 5 product levels as mentioned by Philip Kotler?,A,H,Theory,Single Choice,Marketing,
,"Core,generic,expected,augmented,potential",,,,,,
,"current,generic,demand, potential, futuristic",,,,,,
,"core, demand, augmented, generic, probabilistic",,,,,,
,"current, demand, expected, generic, augmented",,,,,,
,,,,,,,
,"A service or a product that the consumer cannot think of superseding the basic
aspects of that product or service",B,M,Theory,Single Choice,Marketing:Product Management,
,Potential ,,,,,,
,Augmented,,,,,,
,Generic,,,,,,
,Core,,,,,,
,,,,,,,
,"Pricing green products at a premium not always due to increasing costs of 
production.",B,M,Theory,Single Choice,Marketing:Pricing Strategy,
,Thrust harvesting,,,,,,
,Green harvesting,,,,,,
,Natural harvesting,,,,,,
,Evergreen harvesting,,,,,,
,,,,,,,
,"Merely tweaking existing campaigns hoping that the term ""green"" would sell",D,H,Theory,Single Choice,Marketing:Sales,
,Green harvesting,,,,,,
,Enviropreneur marketing,,,,,,
,Formula selling,,,,,,
,Green selling,,,,,,
,,,,,,,
,"Marketing methodology depending on the the tried and tested methods rejecting 
newer innovative methods",B,H,Theory,Single Choice,Marketing,
,Thrust marketing,,,,,,
,Formula Marketing,,,,,,
,Account marketing,,,,,,
,Compliance marketing,,,,,,
,,,,,,,
,"A statistical method assessing the goodness of fit between a set of observed values 
and those expected theoretically, can also be used for market research projects",A,M,Theory,Single Choice,Marketing:Market Research,
,Chi squared test,,,,,,
,t-test,,,,,,
,ANOVA,,,,,,
,z-test,,,,,,
,,,,,,,
,"A company trying to associate itself with an event already having official sponsors 
to compete for exposure against other products",A,H,Theory,Single Choice,Marketing,
,Ambush Marketing,,,,,,
,compliance marketing,,,,,,
,feeder marketing,,,,,,
,salience marketing,,,,,,
,,,,,,,
,"Ads used to take stand in favour of or against a certain controversial topic are 
called",C,M,Theory,Single Choice,Marketing:Advertising,
,Ambush advertising,,,,,,
,Blitz marketing,,,,,,
,Counter advertising,,,,,,
,Comparative advertising,,,,,,
,,,,,,,
,"After JIO's ordeal Airtel responded strongly and immediately. What kind of competitor 
is Airtel? ",C,E,Theory,Single Choice,Marketing:GK,
, Jaguar Competitor,,,,,,
, Panther Competitor,,,,,,
, Tiger competitor,,,,,,
, Fox Competitor,,,,,,
,,,,,,,
,In campaigns which type of marketing is being done by Political Parties?,C,M,Theory,Single Choice,Marketing,
, Blitz Marketing,,,,,,
, Social Marketing,,,,,,
, Person Marketing,,,,,,
, Cause Marketing,,,,,,
,,,,,,,
,"A method of marketing that is based on making a product popular by customers 
promoting it",A,H,Theory,Single Choice,Marketing ,
,viral marketing,,,,,,
,chain marketing,,,,,,
,person marketing,,,,,,
,ambush marketing,,,,,,
,,,,,,,
,"""Born Tough"" is the tagline of ?",C,E,Theory,Single Choice,Marketing:GK,
,MRF,,,,,,
,Fiat Linea,,,,,,
,CEAT,,,,,,
,Gillette,,,,,,
,,,,,,,
,Fair and Lovely is a brand of which company?,B,E,Theory,Single Choice,Marketing:GK,
, ITC,,,,,,
, HUL,,,,,,
, PNG,,,,,,
, None of these,,,,,,
