,Question,Correct Answer,Level,Category,Type,Skills,Answer Description
,"Procurement Planning, Source Selection, Solicitation Planning, Contract Administration, Contract Closeout",,,,,,
,"Solicitation Planning, Procurement Planning, Source Selection, Contract Administration, Contract Closeout",,,,,,
,"Procurement Planning, Solicitation Planning, Source Selection, Contract Administration, Contract Closeout",,,,,,
,,,,,,,
,Which of the following is/are Tools & Techniques used for Procurement Planning?,D,H,Theory,Single Choice,Operations:Procurement,
,Make or Buy Analysis,,,,,,
,Expert Judgement,,,,,,
,Contract Type Selection,,,,,,
,All of the Above,,,,,,
,,,,,,,
,"""Purchasing"" is interchangeably used in the place of ""Procurement"" ",B,M,Reasoning,Single Choice,Operations:Procurement,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Procurement Typically Includes the following activities:,D,M,Theory,Single Choice,Operations:Procurement,
,Expediting,,,,,,
,Supplier Quality,,,,,,
,Traffic & Logistics,,,,,,
,All of the above,,,,,,
,,,,,,,
,Which of the following are commonly used techniques for Planning Materials?,C,M,Theory,Single Choice,Operations:Project Management,
,Material Requirement Planning,,,,,,
,Requirement based on past consumption,,,,,,
,Both A&B,,,,,,
,None of the Above,,,,,,
,,,,,,,
,What is/are the technique(s) of Material Planning?,D,H,Theory,Single Choice,Operations:Project Management,
,JIT,,,,,,
,Kanban,,,,,,
,Push/Pull,,,,,,
,Any/All of the Above,,,,,,
,,,,,,,
,A BOM can be displayed in the following format(s),C,M,Theory,Single Choice,Operations:Mfg Operations:Production,
,Single Level BoM,,,,,,
,Indented BoM,,,,,,
,Both A&B,,,,,,
,None of the Above,,,,,,
,,,,,,,
,A single-level BOM that displays the assembly or sub-assembly with only one level,A,M,Reasoning,Single Choice,Operations:Mfg Operations:Production,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,An indented BOM that displays the highest-level,A,E,Reasoning,Single Choice,Operations:Mfg Operations:Production,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,Which of the following are main components in the phase of 'Evaluation of Bids'?,D,H,Theory,Single Choice,Operations:Project Management,
,Technical Evaluation,,,,,,
,Commercial Evaluation,,,,,,
,Quality Evaluation,,,,,,
,Both A&B,,,,,,
,,,,,,,
,Purchasing department is a cost center to an organisation.,B,M,Reasoning,Single Choice,Operations,
,TRUE,,,,,,
,FALSE,,,,,,
,,,,,,,
,What is Forward Purchasing?,A,H,Theory,Single Choice,Operations:Procurement,
,It is the system under which buying is done with longer term in perspective,,,,,,
,Involves the quotation submitted by the interested vendors,,,,,,
,"It is commonly available off-the-shelf, are identified and pre-priced in anticipation of certain usage",,,,,,
,"They are mutual agreements between the buyer and the seller to operate a set of chosen items, during a given period of time, for a fixed price or price variation",,,,,,
,,,,,,,
,What is Tender Buying?,B,H,Theory,Single Choice,Operations:Procurement,
,It is the system under which buying is done with longer term in perspective,,,,,,
,Involves the quotation submitted by the interested vendors,,,,,,
,"It is commonly available off-the-shelf, are identified and pre-priced in anticipation of certain usage",,,,,,
,"They are mutual agreements between the buyer and the seller to operate a set of chosen items, during a given period of time, for a fixed price or price variation",,,,,,
,,,,,,,
,What is Systems Contracting?,C,H,Theory,Single Choice,Operations,
,It is the system under which buying is done with longer term in perspective,,,,,,
,Involves the quotation submitted by the interested vendors,,,,,,
,"It is commonly available off-the-shelf, are identified and pre-priced in anticipation of certain usage",,,,,,
,"They are mutual agreements between the buyer and the seller to operate a set of chosen items, during a given period of time, for a fixed price or price variation",,,,,,
,,,,,,,
,What is Rate Contract?,D,H,Theory,Single Choice,Operations,
,It is the system under which buying is done with longer term in perspective,,,,,,
,Involves the quotation submitted by the interested vendors,,,,,,
,"It is commonly available off-the-shelf, are identified and pre-priced in anticipation of certain usage",,,,,,
,"They are mutual agreements between the buyer and the seller to operate a set of chosen items, during a given period of time, for a fixed price or price variation",,,,,,
,,,,,,,
,PO contains which of the following?,D,H,Theory,Single Choice,"Operations:Procurement
",
,Terms and conditions of purchase in details,,,,,,
,Destination where the materials are to be delivered,,,,,,
,Authorization of the Materials Manager who signs the purchase order,,,,,,
,All of the Above,,,,,,
,,,,,,,
,Which is the right sequence of activities?,B,H,Theory,Single Choice,Operations,
,"BOM, RFQ, Quotation",,,,,,
,"Quotation, BOM, RFQ",,,,,,
,"RFQ, BOM, Quotation",,,,,,
,"RFQ, Quotation, BOM",,,,,,
,,,,,,,
,Which of the following are the pricing strategies by a Purchase Department?,D,M,Theory,Single Choice,Operations,
,Penetration Pricing Strategy,,,,,,
,Price Skimming Strategy,,,,,,
,Competitive Pricing Strategy,,,,,,
,All of the Above,,,,,,
,,,,,,,
,What is the scope of Stores in Material Management?,D,M,Theory,Single Choice,Operations:Material Management,
,Recieving Bay,,,,,,
,Custody,,,,,,
,Material Issue,,,,,,
,All of the above,,,,,,
,,,,,,,
,Which of the following is/are attribute(s) of a Closed Store?,A,H,Theory,Single Choice,Operations,
,When close control and accounting for inventories are desirable.,,,,,,
,Where the cost of closely controlling inventories outweighs expected losses in an uncontrolled environment,,,,,,
,Goods are stored without regard for commodity groupings,,,,,,
,The capability of bringing goods from storage or placing goods into storage upon computer entry of the item identification and/or storage location,,,,,,
,,,,,,,
,Which of the following is/are attribute(s) of a Open Stores?,B,H,Theory,Single Choice,"Operations
",
,When close control and accounting for inventories are desirable.,,,,,,
,Where the cost of closely controlling inventories outweighs expected losses in an uncontrolled environment,,,,,,
,Goods are stored without regard for commodity groupings,,,,,,
,The capability of bringing goods from storage or placing goods into storage upon computer entry of the item identification and/or storage location,,,,,,
,,,,,,,
,Which of the following is/are attribute(s) of a Random Stores?,C,M,Theory,Single Choice,Operations,
,When close control and accounting for inventories are desirable.,,,,,,
,Where the cost of closely controlling inventories outweighs expected losses in an uncontrolled environment,,,,,,
,Goods are stored without regard for commodity groupings,,,,,,
,The capability of bringing goods from storage or placing goods into storage upon computer entry of the item identification and/or storage location,,,,,,
,,,,,,,
,Which of the following is the right sequence of activities in Receiving Process?,B,M,Theory,Single Choice,Operations:Supply Chain,
,"Receiving reports/documentation, checking of quantity, Unloading,  
Unpacking / opening of packages and inspecting, Lodging of Claim for Discrepancy, Procedure for the return of goods to suppliers",,,,,,
,"Receiving reports/documentation, Unloading, checking of quantity, 
Unpacking / opening of packages and inspecting, Lodging of Claim for Discrepancy, Procedure for the return of goods to suppliers",,,,,,
,"Receiving reports/documentation, Unloading, checking of quantity, 
Unpacking / opening of packages and inspecting, Procedure for the return of goods to suppliers, Lodging of Claim for Discrepancy",,,,,,
,"Receiving reports/documentation, Unloading, Unpacking / opening of packages and inspecting, checking of quantity, 
Lodging of Claim for Discrepancy, Procedure for the return of goods to suppliers",,,,,,
,,,,,,,
,What is the attribute of Pre-Dispatch Inspection?,B,E,Theory,Single Choice,Operations,
,Carried out after readiness of the material in all respect & internal checking,,,,,,
,This Inspection is carried out at Supplier's premises by an agency mentioned in PO,,,,,,
,This category consist of materials which have been received and are awaiting delivery to the using/testing department.,,,,,,
,"In case of specialized items, which require special proficiency for inspection",,,,,,
,,,,,,,
,What is the attribute of Final Inspection?,A,M,Theory,Single Choice,Operations,
,Carried out after readiness of the material in all respect & internal checking,,,,,,
,"Inspection is be carried out through the verification of supplier given certificates such as Material Test Certificate (MTC), Manufacturing Certificate (Mfg. TC), Guarantee Certificate (GC) etc.",,,,,,
,This category consist of materials which have been received and are awaiting delivery to the using/testing department.,,,,,,
,"In case of specialized items, which require special proficiency for inspection",,,,,,
,,,,,,,
,What is the attribute of Document Inspection?,B,M,Theory,Single Choice,Operations,
,Carried out after readiness of the material in all respect & internal checking,,,,,,
,"Inspection is be carried out through the verification of supplier given certificates such as Material Test Certificate (MTC), Manufacturing Certificate (Mfg. TC), Guarantee Certificate (GC) etc.",,,,,,
,This category consist of materials which have been received and are awaiting delivery to the using/testing department.,,,,,,
,"In case of specialized items, which require special proficiency for inspection",,,,,,
,,,,,,,
,What is the attribute of Receipt Inspection?,C,M,Theory,Single Choice,Operations,
,Carried out after readiness of the material in all respect & internal checking,,,,,,
,"Inspection is be carried out through the verification of supplier given certificates such as Material Test Certificate (MTC), Manufacturing Certificate (Mfg. TC), Guarantee Certificate (GC) etc.",,,,,,
,This category consist of materials which have been received and are awaiting delivery to the using/testing department.,,,,,,
,"In case of specialized items, which require special proficiency for inspection",,,,,,
,,,,,,,
,What is the attribute of Third Party Inspection?,D,M,Theory,Single Choice,Operations,
,Carried out after readiness of the material in all respect & internal checking,,,,,,
,"Inspection is be carried out through the verification of supplier given certificates such as Material Test Certificate (MTC), Manufacturing Certificate (Mfg. TC), Guarantee Certificate (GC) etc.",,,,,,
,This category consist of materials which have been received and are awaiting delivery to the using/testing department.,,,,,,
,"In case of specialized items, which require special proficiency for inspection",,,,,,
,,,,,,,
,Which of the analysis is done based on availability,A,H,Theory,Single Choice,Operations:Inventory Management,
,SDE Analysis,,,,,,
,FSN Analysis,,,,,,
,HML Analysis,,,,,,
,VED Analysis,,,,,,
,,,,,,,
,Which of the analysis is done based on Utilization,B,H,Theory,Single Choice,Operations:Inventory Management,
,SDE Analysis,,,,,,
,FSN Analysis,,,,,,
,HML Analysis,,,,,,
,VED Analysis,,,,,,
,,,,,,,
,Which of the analysis is done based on Cost per Unit,C,H,Theory,Single Choice,Operations:Inventory Management,
,SDE Analysis,,,,,,
,FSN Analysis,,,,,,
,HML Analysis,,,,,,
,VED Analysis,,,,,,
,,,,,,,
,Which of the following analysis is done based on critical value & shortage cost of an item,D,H,Theory,Single Choice,Operations:Inventory Management,
,SDE Analysis,,,,,,
,FSN Analysis,,,,,,
,HML Analysis,,,,,,
,VED Analysis,,,,,,
,,,,,,,
,"If client has to ensure fast turnaround for him, which of the following action he has to take?",B,H,Theory,Single Choice,Operations,
,Increasing the percentage release of payment for Stage 1 & decreasing for stage 3,,,,,,
,Decreasing the percentage release of payment for Stage 1 & Increasing for stage 3,,,,,,
,Decreasing the percentage release of payment for Stage 2 & Increasing for stage 1,,,,,,
,None of the Above,,,,,,
,,,,,,,
,Which of the industries have huge inventory in their stores in comparison with their Revenue?,B,M,Theory,Single Choice,Operations,
,Manufacturing,,,,,,
,Infrastructure,,,,,,
,Telecom,,,,,,
,Pharma,,,,,,
