,Question,Correct Answer,Level,Category,Type,Skills,Answer Description
,"With consideration for what we learned as the three potential goals of our Social Media campaigns, which of the following scenarios does NOT meet one of those goals?",D,M,Theory,Single Choice,Marketing:Social:Social Media Marketing:,
,"An enterprise retailer launches a Facebook advertising campaign, leading to a microsite that provides free information about their latest product line.",,,,,,
,"A small business introduces a Twitter campaign, using limited-time in-store coupons for free samples.",,,,,,
,A B2B company writes a series of industry articles and submits them to a number of LinkedIn groups.,,,,,,
,A new online retail company launches an anonymous Pinterest board with pictures of similar competitor products alongside their own.,,,,,,
,,,,,,,
,Which of the following best defines the goal of a Social Media measurement funnel?,A,M,Theory,Single Choice,Marketing:Social:Social Media Marketing:,
,Tracking each step you expect users to take from your campaign's starting point to the final goal.,,,,,,
,Assessing all your Social Media campaigns and making your best guess as to what the most likely path your users will take through all your conversion channels.,,,,,,
,Establishing the ratio of visitors who engage with your campaign versus those who actually convert.,,,,,,
,Allocating the appropriate resources to unclog places where your potential customers are getting caught between your starting point and your final goal.,,,,,,
,,,,,,,
,"A social media campaign should be balanced between being __________________.

",D,M,Theory,Single Choice,Marketing:Social:Social Media Marketing:,
,On Facebook and Twitter,,,,,,
,Aimed at influencers and evangelists,,,,,,
,On networking and review sites,,,,,,
,Brand-driven and sales-driven,,,,,,
,,,,,,,
,"Which of the following is an example of a social media metric that can be tied back to business goal?

",C,M,Theory,Single Choice,Marketing:Social:Social Media Marketing:,
,Facebook likes,,,,,,
,Retweets,,,,,,
,Coupon redemption code,,,,,,
,Increase in sales,,,,,,
,,,,,,,
,"n an organization, how can upper management best use social media as part of their marketing strategy?

",B,M,Theory,Single Choice,Marketing:Social:Social Media Marketing:,
,Branding,,,,,,
,Thought leadership and blogging,,,,,,
,Recruiting influencers,,,,,,
,Make new connections,,,,,,
,,,,,,,
,"Which of the following is an example of a social media metric that can be tied back to business goal?

",C,M,Theory,Single Choice,Marketing:Social:Social Media Marketing:,
,Facebook likes,,,,,,
,Retweets,,,,,,
,Coupon redemption code,,,,,,
,Increase in sales,,,,,,
,,,,,,,
,"Which of the following can be defined as a core group of regular sharers with a strong audience?

",A,M,Theory,Single Choice,Marketing:Social:Social Media Marketing:,
,Evangelists,,,,,,
,Influencers,,,,,,
,Chatterboxes,,,,,,
,One-timers,,,,,,
,,,,,,,
,"When considering paid, earned, and owned media, which of the following is an example of earned media?

",A,M,Theory,Single Choice,Marketing:Social:Social Media Marketing:,
,A review posted on a third-party review site,,,,,,
,Visits to your Facebook page from a sponsored Twitter feed,,,,,,
,New comments on your company blog,,,,,,
,A number of new people watching your video on YouTube,,,,,,
,,,,,,,
,"As your company's marketing manager you notice your latest campaign has high views and low engagement. Which of the following more than likely represents the biggest problem?

",A,H,Theory,Single Choice,Marketing:Social:Social Media Marketing:,
,Poorly targeted content,,,,,,
,Inadequate exposure,,,,,,
,Too many paths to goal,,,,,,
,Inaccurate data tracking,,,,,,
,,,,,,,
,"""Old school"" earned media effectiveness was most challenging as a result of which of the following?

",A,H,Theory,Single Choice,Marketing:Social:Social Media Marketing:,
,Hard to track where a particular lead originated,,,,,,
,Relationships with third-party media were hard to build,,,,,,
,Minimal interaction with customers provided limited data,,,,,,
,The cost of an earned customer was much greater,,,,,,
,,,,,,,
,"Your marketing manager wants to launch a new highly-competitive company product, but is limiting your Social Media options to one channel. You are tasked with maximizing the amount of overall internet exposure through this channel. Given only those parameters, which Social Media channel comes closest to enabling you to accomplish that?

",A,H,Theory,Single Choice,Marketing:Social:Social Media Marketing:,
,YouTube,,,,,,
,Facebook,,,,,,
,Instagram,,,,,,
,Pinterest,,,,,,
,,,,,,,
,"One of five features of promotional mix is

",B,E,Theory,Single Choice,Marketing::Promotions :Mix,
,promotion,,,,,,
,sales promotion,,,,,,
,place,,,,,,
,product,,,,,,
,,,,,,,
,"A thing that persuade what a customer demands is

",A,E,Theory,Single Choice,Marketing::Demand:Mix,
,product,,,,,,
,price,,,,,,
,place,,,,,,
,promotion,,,,,,
,,,,,,,
,"Short term encouragements offered to persuade a trader to stock up on good is

",A,E,Theory,Single Choice,Marketing:Short term:Promotions:,
,trade allowances,,,,,,
,push money,,,,,,
,Trade contest,,,,,,
,price deal,,,,,,
,,,,,,,
,"Sales advertising targeted at customer are called

",A,E,Theory,Single Choice,Marketing:Short term:Promotions:,
,consumer sales promotions.,,,,,,
,trade sales promotions,,,,,,
,a & b,,,,,,
,all of options,,,,,,
,,,,,,,
,"Charge dissimilar prices in diverse markets for same product is

",C,E,Theory,Single Choice,Marketing:Diverse:Pricing:,
,marketing mix,,,,,,
,psychographic factors.,,,,,,
,price discrimination,,,,,,
,price skimming,,,,,,
,,,,,,,
,"In retailing, goods known as

",A,E,Theory,Single Choice,Marketing:Retailing:Pricing:,
,merchandise,,,,,,
,manufacturing,,,,,,
,a & b,,,,,,
,raw materials,,,,,,
,,,,,,,
,"4 P's are sometime called as the

",D,E,Theory,Single Choice,Marketing:Mix:Promotions:,
,product life cycle,,,,,,
,parallel pricing,,,,,,
,price discrimination,,,,,,
,marketing mix,,,,,,
,,,,,,,
,"Informal statement about good by average individuals, contented consumers or people particularly engaged to build word of mouth force is

",C,M,Theory,Single Choice,Marketing:Mix:Promotions:,
,product,,,,,,
,advertising,,,,,,
,word-of-mouth promotion,,,,,,
,all of options,,,,,,
,,,,,,,
,"Training of managing widen of information among an entity or a firm and public is

",B,M,Theory,Single Choice,Marketing:Mix:Promotions:,
,public care,,,,,,
,public relations,,,,,,
,a & b,,,,,,
,customer care centre,,,,,,
,,,,,,,
,"Quantity of money that a firm receives from its usual buy and sell activities is

",A,M,Theory,Single Choice,Marketing:Price:Revenue:,
,revenue,,,,,,
,cost,,,,,,
,price,,,,,,
,a & b,,,,,,
,,,,,,,
,"Putting right good in right place, at accurate price, at right

",D,M,Theory,Single Choice,Marketing:Time::,
,market,,,,,,
,customer,,,,,,
,price,,,,,,
,time,,,,,,
,,,,,,,
," Allocation of goods takes place by ways of

",C,M,Theory,Single Choice,Marketing::Channels:,
,place,,,,,,
,promotion,,,,,,
,channels,,,,,,
,All of option,,,,,,
,,,,,,,
,"Short run or long run method by which a company settle on price and output rank that returns maximum profit is

",D,M,Theory,Single Choice,Marketing::Pricing:,
,product enhancement,,,,,,
,short run pricing,,,,,,
,profit,,,,,,
,profit maximization,,,,,,
,,,,,,,
," Four P's was initially expressed by

",A,M,Theory,Single Choice,Marketing::GK:,
,E J McCarthy,,,,,,
,Kotler,,,,,,
,Rob Gray,,,,,,
,Mishkin,,,,,,
,,,,,,,
,"Something widely offered in open market is

",A,M,Theory,Single Choice,Marketing:Commodity::,
,commodity,,,,,,
,product,,,,,,
,raw materials,,,,,,
,a & b,,,,,,
,,,,,,,
,"Price augments of product impact sales

",D,M,Theory,Single Choice,Marketing::Pricing:,
,positively,,,,,,
,natural,,,,,,
,a & b,,,,,,
,negatively,,,,,,
,,,,,,,
,"Idea of advertising efficiency initial come to prominence in the

",B,M,Theory,Single Choice,Marketing:GK::,
,1991,,,,,,
,1990,,,,,,
,1997,,,,,,
,1995,,,,,,
,,,,,,,
," Incremental trades are parts of

",A,M,Theory,Single Choice,Marketing::Trade:,
,marketing-mix models,,,,,,
,base and incremental volume model,,,,,,
,base Sales,,,,,,
,all of above,,,,,,
,,,,,,,
,"Push cash also recognized as

",C,H,Theory,Single Choice,Marketing:Push:Pull:,
,sampling,,,,,,
,point-of-purchase displays,,,,,,
,spiffs,,,,,,
,glorifier,,,,,,
,,,,,,,
,"A marketing strategy in which low-priced unconventional resources are used, often in a local fashion or large system of person cells, to express or encourage a manufactured goods or a plan are

",D,H,Theory,Single Choice,Marketing:Strategy :Pricing:,
,right-time marketing,,,,,,
,demand chain,,,,,,
,services marketing,,,,,,
,guerrilla marketing,,,,,,
,,,,,,,
,"When every party has something that might be of worth to other party, it results into

",B,H,Theory,Single Choice,Marketing:Strategy ::,
,marketing activity,,,,,,
,exchange process,,,,,,
,market place,,,,,,
,money exchange,,,,,,
,,,,,,,
,"Sales advertising targeted at retailers and wholesalers are known

",A,H,Theory,Single Choice,Marketing:Sales:Advertising:,
,trade sales promotions,,,,,,
,consumer sales promotions,,,,,,
,sales,,,,,,
,marketing mix,,,,,,
,,,,,,,
," Whether to sell via intermediaries or directly to consumers, how many outlets to sell through,
and whether to control or cooperate with other channel members are examples of decisions
marketers must make about
 ",C,M,Theory,Single Choice,Marketing:  ,
,Promotion,,,,,,
, Price,,,,,,
, Distribution,,,,,,
, Product,,,,,,
,,,,,,,
," The extended  Ps of service marketing mix are :
 ",C,M,Theory,Single Choice,Marketing:  ,
,"People,  Product,  Place",,,,,,
," Price  Physical  Evidence,  Promotion",,,,,,
," Physical  Environment,  Process,  People",,,,,,
," Product,  Process,  Physical  Environment",,,,,,
,,,,,,,
," A social and managerial process by which individuals and organizations obtain what they
need and want through value creation refers to which one of the following concepts",D,H,Theory,Single Choice,Marketing:  ,
,Selling,,,,,,
, Advertising,,,,,,
, Barter,,,,,,
, Marketing,,,,,,
,,,,,,,
," What is the basic property of a service which makes it different from a product.
",D,H,Theory,Single Choice,Marketing:  ,
, Shape,,,,,,
, Size,,,,,,
, Very expensive,,,,,,
, Intangibility,,,,,,
,,,,,,,
," The task of any business is to deliver ________ at a profit.

",B,H,Theory,Single Choice,Marketing:  ,
,customer needs,,,,,,
,customer value,,,,,,
,products and services,,,,,,
,improved quality,,,,,,
,,,,,,,
," The solution to price competition is to develop a differentiated:
",B,H,Theory,Single Choice,Marketing:  ,
,"product, price, and promotion.",,,,,,
,"offer, delivery, and image.",,,,,,
,package and label.,,,,,,
,international  Web site.,,,,,,
,,,,,,,
," You purchase cleaning supplies for your custodial help regularly.  It is showing which
buying situation",B,H,Theory,Single Choice,Marketing:  ,
,Modified rebuy,,,,,,
, Straight rebuy,,,,,,
, Modified straight rebuy,,,,,,
, Consumer buy,,,,,,
,,,,,,,
," Customer’s evaluation of the difference between all the benefits and all the costs of a
marketing offer relative to those of competing offers refers to which of the following options",D,H,Theory,Single Choice,Marketing:  ,
, Customer perceived value,,,,,,
, Marketing myopia,,,,,,
, Customer relationship management,,,,,,
, Customer satisfaction,,,,,,
,,,,,,,
," Buying goods and services for further processing or for use in the production process refers
to which of the following markets",C,H,Theory,Single Choice,Marketing:  ,
,Consumer markets,,,,,,
, Government markets,,,,,,
, Business markets,,,,,,
, International markets,,,,,,
,,,,,,,
," Marketing managers should adapt the marketing mix to ___________________ and
constantly monitor value changes and differences in both domestic and global markets.
 ",C,H,Theory,Single Choice,Marketing:  ,
,Sales strategies,,,,,,
, Marketing concepts,,,,,,
, Cultural values,,,,,,
, Brand images,,,,,,
,,,,,,,
," The ________ refers to the various companies that are involved in moving a product from its
manufacturer into the hands of its buyer.
",A,H,Theory,Single Choice,Marketing:  ,
,distribution chain,,,,,,
,network chain,,,,,,
,supply chain,,,,,,
,promotion network,,,,,,
,,,,,,,
,"________ is the study of how individuals, groups, and organizations select, buy, use, and
dispose of goods, services, ideas, or experiences to satisfy their needs and wants.
 ",D,H,Theory,Single Choice,Marketing:  ,
,Target marketing,,,,,,
, Psychographic segmentation,,,,,,
, Product  Differentiation,,,,,,
, Consumer behavior,,,,,,
,,,,,,,
," A person’s ________ consist(s) of all the groups that have a direct (face-to-face) or indirect
influence on his/her attitudes or behavior.

",C,H,Theory,Single Choice,Marketing:  ,
,culture,,,,,,
,subculture,,,,,,
,psychographics,,,,,,
,reference groups,,,,,,
,,,,,,,
,"  Product choice is greatly affected by economic circumstances.  All of the following would be
among those circumstances  E X C E P T ________.
",D,H,Theory,Single Choice,Marketing:  ,
,spendable income,,,,,,
,savings and assets,,,,,,
,debts,,,,,,
,occupation,,,,,,
,,,,,,,
," ________ is a set of distinguishing human psychological traits that lead to relatively
consistent and enduring responses to environmental stimuli.

",B,H,Theory,Single Choice,Marketing:  ,
, Image,,,,,,
, Personality,,,,,,
, Beliefs,,,,,,
, Heredity,,,,,,
,,,,,,,
," ________ portrays the “whole person” interacting with his or her environment.
",C,H,Theory,Single Choice,Marketing:  ,
,Attitude,,,,,,
, Reference group,,,,,,
, Lifestyle,,,,,,
, Culture,,,,,,
,,,,,,,
,"  A ________ when it is aroused to a sufficient level of intensity.
",A,H,Theory,Single Choice,Marketing:  ,
,need becomes a motive,,,,,,
,motive becomes a need,,,,,,
,desire becomes a reality,,,,,,
,unfulfilled demand becomes a crisis,,,,,,
,,,,,,,
," The five-stage model of the consumer buying process includes all of the following stages
 E X C E P T ________.
",C,H,Theory,Single Choice,Marketing:  ,
,problem recognition,,,,,,
,information search,,,,,,
,social interaction,,,,,,
,purchase decision,,,,,,
,,,,,,,
," If performance meets consumer expectations, the consumer is ________.
",B,H,Theory,Single Choice,Marketing:  ,
,delighted,,,,,,
,satisfied,,,,,,
,disappointed,,,,,,
,surprised.,,,,,,
,,,,,,,
," Product planners need to think about products and services on three levels.  Each level adds
more customer value.  Which one of the following is the most basic level that addresses the
question, “ What is the buyer really buying",C,H,Theory,Single Choice,Marketing:  ,
,Actual product,,,,,,
, Augmented product,,,,,,
, Core benefit,,,,,,
, Co-branding,,,,,,
,,,,,,,
,".  The mental act, condition or habit of placing trust or confidence in another shows which of
the following options",D,H,Theory,Single Choice,Marketing:  ,
, Motive,,,,,,
, Belief,,,,,,
, Behavior,,,,,,
, Attitude,,,,,,
,,,,,,,
, Which one of the following factor relates to family that influences consumer behavior,B,H,Theory,Single Choice,Marketing:  ,
,Cultural,,,,,,
, Social,,,,,,
, Personal,,,,,,
, Business,,,,,,
,,,,,,,
," Unique psychological characteristics that lead to relatively consistent and lasting responses to
one’s own environment refers to which one of the following",A,H,Theory,Single Choice,Marketing:  ,
,Belief,,,,,,
, Culture,,,,,,
, Personality,,,,,,
, Self-awareness,,,,,,
,,,,,,,
," Which one of the following statements by a company chairman  B E S T reflects the marketing
concept",A,H,Theory,Single Choice,Marketing:  ,
,We have organized our business to satisfy the customer needs,,,,,,
, We believe that marketing department must organize to sell what we produce,,,,,,
," We try to produce only high quality, technically efficient products",,,,,,
, We try to encourage company growth in the market,,,,,,
,,,,,,,
, Which one of the following is a key to build lasting relationships with consumers,C,H,Theory,Single Choice,Marketing:  ,
,Price of the product,,,,,,
, Need recognition,,,,,,
, Customer satisfaction,,,,,,
, Quality of product,,,,,,
,,,,,,,
," The factors such as the buyer’s age, life-cycle stage, occupation, economic situation,
lifestyle, personality and self-concept that influences buyer’s decisions refers to which one of the
following characteristic",D,H,Theory,Single Choice,Marketing:  ,
, Personal characteristics,,,,,,
, Psychological characteristics,,,,,,
, Behavioral characteristics,,,,,,
, Demographical characteristics,,,,,,
,,,,,,,
," A ________ is someone seeking a response (attention, a purchase, a vote, a donation) from
another party, called the ________.
",B,H,Theory,Single Choice,Marketing:  ,
,"salesperson, customer",,,,,,
,"politician, voter",,,,,,
,"marketer, prospect",,,,,,
,"celebrity, audience",,,,,,
,,,,,,,
," The ________ is practiced most aggressively with unsought goods, goods that buyers
normally do not think of buying, such as insurance, encyclopedias, and funeral plots.
",B,H,Theory,Single Choice,Marketing:  ,
,marketing concept,,,,,,
,selling concept,,,,,,
,production concept,,,,,,
,product concept,,,,,,
,,,,,,,
," The ________ concept holds that consumers will favor those products that offer the most
quality, performance, or innovative features.
",A,H,Theory,Single Choice,Marketing:  ,
,product,,,,,,
,marketing,,,,,,
,production,,,,,,
,selling,,,,,,
,,,,,,,
," . ________ marketing has the aim of building mutually satisfying long-term relations with
key parties such as customers, suppliers, distributors, and other marketing partners in order to
earn and retain their business.


",D,H,Theory,Single Choice,Marketing:  ,
, Holistic,,,,,,
, Demand-based,,,,,,
, Direct,,,,,,
, Relationship,,,,,,
,,,,,,,
," David  Packard of  Hewlett- Packard once said, “ Marketing is far too important to leave to
________.”

",D,H,Theory,Single Choice,Marketing:  ,
,the advertising boys,,,,,,
,uninformed managers,,,,,,
,novices,,,,,,
,the marketing department,,,,,,
,,,,,,,
," The traditional view of marketing is that the firm makes something and then ________ it.

",B,H,Theory,Single Choice,Marketing:  ,
,markets,,,,,,
,sells,,,,,,
,distributes,,,,,,
,prices,,,,,,
,,,,,,,
,"__________ is the single factor that best indicates social class.
 ",C,H,Theory,Single Choice,Marketing:  ,
,Time,,,,,,
, Money,,,,,,
, Occupation,,,,,,
, Fashion,,,,,,
,,,,,,,
," Marketing strategies are often designed to influence _______________ and lead to
profitable exchanges.
 ",A,H,Theory,Single Choice,Marketing:  ,
,Consumer decision making,,,,,,
, Sales strategies,,,,,,
, Advertising strategies,,,,,,
, Export strategies,,,,,,
,,,,,,,
,"__________ refers to the information a consumer has stored in their memory about a
product or service.
",B,H,Theory,Single Choice,Marketing:  ,
, Cognitive dissonance,,,,,,
, Product knowledge,,,,,,
, Product research,,,,,,
, Marketing research,,,,,,
,,,,,,,
," When consumers are seeking low-involvement products, they are unlikely to engage in
extensive search, so _________________ is important.
",C,H,Theory,Single Choice,Marketing:  ,
, Order processing,,,,,,
, Order booking,,,,,,
, Ready availability,,,,,,
, Information about warranty,,,,,,
,,,,,,,
,"___________________ constitutes moderate consumer behavior, but still involves time
and effort searching for and comparing alternatives.
 ",A,H,Theory,Single Choice,Marketing:  ,
,Limited decision making,,,,,,
, Need recognition,,,,,,
, Routine decision making,,,,,,
, Post purchase evaluation,,,,,,
,,,,,,,
," Experimental sources of information for consumers refer to ____________.
 ",B,H,Theory,Single Choice,Marketing:  ,
,"Advertising, marketing, selling, and profit making",,,,,,
," Handling, examining, and trying the product while shopping",,,,,,
, Buying after a demonstration,,,,,,
, Buying the product directly from a manufacturer,,,,,,
,,,,,,,
, Which of the following is  N O T one of the four philosophies of marketing,D,H,Theory,Single Choice,Marketing:  ,
,production orientation,,,,,,
,societal marketing orientation,,,,,,
,sales orientation,,,,,,
,promotion orientation,,,,,,
,,,,,,,
," Of the four competing philosophies, the  Furniture  Industry is an example of what kind of
orientation:
 ",D,H,Theory,Single Choice,Marketing:  ,
,Sales  Orientation,,,,,,
, Societal  Marketing  Orientation,,,,,,
, Marketing  Orientation,,,,,,
, Production  Orientation,,,,,,
,,,,,,,
," The focus of marketing today is _______.
",C,H,Theory,Single Choice,Marketing:  ,
, Value and  Satisfaction,,,,,,
, Quality and  Long  Term  Relationships,,,,,,
, All of the  Above,,,,,,
, None of the  Above,,,,,,
,,,,,,,
," Which of the following firms emphasizes on product’s benefits to the customers rather
product attributes",B,H,Theory,Single Choice,Marketing:  ,
,Product oriented,,,,,,
, Market oriented,,,,,,
, Sales oriented,,,,,,
, Production oriented,,,,,,
,,,,,,,
," Products that are usually purchased due to adversity and high promotional back up
rather than desire are called:
 ",C,H,Theory,Single Choice,Marketing:  ,
,Sought goods,,,,,,
, Unique goods,,,,,,
, Unsought goods,,,,,,
, Preferred goods,,,,,,
,,,,,,,
,  Which product is  M O S T likely to be purchased through routine decision making,B,H,Theory,Single Choice,Marketing:  ,
,Television set,,,,,,
, Soft drink,,,,,,
, Shirt,,,,,,
, Car,,,,,,
,,,,,,,
," Luxury products, such as  Rolex watches, are also known as:
 ",A,H,Theory,Single Choice,Marketing:  ,
,Shopping product,,,,,,
, Convenience product,,,,,,
, Emergency product,,,,,,
, Specialty product,,,,,,
,,,,,,,
," Which of the following is  N O T included as a basic idea in the definition of marketing
concepts",A,H,Theory,Single Choice,Marketing:  ,
,Total company effort,,,,,,
, Profit,,,,,,
, Productivity,,,,,,
, Customer satisfaction,,,,,,
,,,,,,,
, Which of the following is the most recent stage of marketing evolution,D,H,Theory,Single Choice,Marketing:  ,
,Marketing department era,,,,,,
, Production era,,,,,,
, Sales era,,,,,,
, Marketing company era,,,,,,
,,,,,,,
," Which of the following is  N O T included as a basic idea in the definition of marketing
concepts",C,H,Theory,Single Choice,Marketing:  ,
,Total company effort,,,,,,
, Profit,,,,,,
, Productivity,,,,,,
, Customer satisfaction,,,,,,
,,,,,,,
,"._______________________ is defined as the difference between the benefits a customer
sees from a market offering and the costs of obtaining those benefits.
",A,H,Theory,Single Choice,Marketing:  ,
, Customer value,,,,,,
, Satisfaction scale,,,,,,
, Profit margin,,,,,,
, Competitive benefit,,,,,,
,,,,,,,
," Which of the following is  N O T included in the marketing management process used by the
marketing manager to achieve its objectives",B,H,Theory,Single Choice,Marketing:  ,
,Planning marketing activities,,,,,,
, Raising funds to finance the marketing projects,,,,,,
, Controlling marketing plans,,,,,,
, Directing implementation of the marketing plans,,,,,,
,,,,,,,
," ____________ is defined as communication with large numbers of customers at the same
time.
 ",C,H,Theory,Single Choice,Marketing:  ,
,Personal selling,,,,,,
, Sales promotion,,,,,,
, Mass selling,,,,,,
, All of the above,,,,,,
,,,,,,,
," In a ___________________orientation, the role of marketing research is to determine
customer needs and how well the company is satisfying them.
 ",A,H,Theory,Single Choice,Marketing:  ,
,Marketing,,,,,,
, Production,,,,,,
, Both of the above,,,,,,
, None of the above,,,,,,
,,,,,,,
," When a manager focuses on making whatever products are easy to produce, and then trying
to sell them, that manager has a ___________________ orientation.
 ",B,H,Theory,Single Choice,Marketing:  ,
,Marketing,,,,,,
, Production,,,,,,
, Sales,,,,,,
, Profit,,,,,,
,,,,,,,
,"In addition to businesses, the marketing concept is also applicable to _____________.
 ",D,H,Theory,Single Choice,Marketing:  ,
,Government agencies,,,,,,
, Religious groups,,,,,,
, Fine arts organizations,,,,,,
, All of the above,,,,,,
,,,,,,,
," The controllable variables a company puts together to satisfy a target group is called the
____________________.
 ",B,H,Theory,Single Choice,Marketing:  ,
,Marketing strategy,,,,,,
, Marketing mix,,,,,,
, Strategic planning,,,,,,
, Marketing concept,,,,,,
,,,,,,,
," In order for exchange to occur:
",C,H,Theory,Single Choice,Marketing:  ,
,a complex societal system must be involved.,,,,,,
,organized marketing activities must also occur.,,,,,,
,a profit-oriented organization must be involved.,,,,,,
,each party must have something of value to the other party.,,,,,,
,,,,,,,
," Four competing philosophies strongly influence the role of marketing and marketing
activities within an organization.  Which if the following is not a component of market
orientation",B,H,Theory,Single Choice,Marketing:  ,
,Customer orientation.,,,,,,
, Profitability orientation.,,,,,,
, Marketing orientation.,,,,,,
, Competitor orientation.,,,,,,
,,,,,,,
," A market orientation recognizes that:
",B,H,Theory,Single Choice,Marketing:  ,
,price is the most important variable for customers.,,,,,,
,market intelligence relating to current and future customer needs is important.,,,,,,
,selling and marketing are essentially the same thing.,,,,,,
,sales depend predominantly on an aggressive sales force,,,,,,
,,,,,,,
," When customer expectations regarding product quality, service quality, and value-based
price are met or exceeded, _____ is created.
",A,H,Theory,Single Choice,Marketing:  ,
,customer satisfaction,,,,,,
,planning excellence,,,,,,
,a quality rift,,,,,,
,a value line,,,,,,
,,,,,,,
," A critical marketing perspective is the process of determining:
",C,H,Theory,Single Choice,Marketing:  ,
,"the value of a product, person, or idea.",,,,,,
,how places compete with each other.,,,,,,
,the worth and impact of marketing activities.,,,,,,
,which type of promotional strategy works best.,,,,,,
,,,,,,,
,"The way in which the product is delivered to meet the customers' needs refers to:
",D,H,Theory,Single Choice,Marketing:  ,
,new product concepts and improvements.,,,,,,
,selling.,,,,,,
,advertising and promotion activities.,,,,,,
,place or distribution activities.,,,,,,
,,,,,,,
," The term 'marketing mix' describes:
",D,H,Theory,Single Choice,Marketing:  ,
,a composite analysis of all environmental factors inside and outside the firm.,,,,,,
,a series of business decisions that aid in selling a product.,,,,,,
,the relationship between a firm's marketing strengths and its business weaknesses.,,,,,,
,a blending of strategic elements to satisfy specific target markets.,,,,,,
,,,,,,,
," Newsletters, catalogues, and invitations to organisation-sponsored events are most closely
associated with the marketing mix activity of:
 ",D,H,Theory,Single Choice,Marketing:  ,
,Pricing,,,,,,
, Distribution,,,,,,
, Product development,,,,,,
, Promotion,,,,,,
,,,,,,,
, Which of the following is not an element of the marketing mix,C,H,Theory,Single Choice,Marketing:  ,
, Distribution.,,,,,,
, Product.,,,,,,
, Target market.,,,,,,
, Pricing.,,,,,,
,,,,,,,
," In relationship marketing firms focus on __________ relationships with __________.
",B,H,Theory,Single Choice,Marketing:  ,
,short-term; customers and suppliers,,,,,,
,long-term; customers and suppliers,,,,,,
,short-term; customers,,,,,,
,long-term; customers,,,,,,
,,,,,,,
," A further 3 Ps are incorporated into the marketing mix:
",D,M,Theory,Single Choice,Marketing:  ,
,"physical evidence, process and price.",,,,,,
,process people and promotion.,,,,,,
,"physical evidence, people and production.",,,,,,
,"physical evidence, process and people.",,,,,,
,,,,,,,
," A marketing philosophy summarized by the phrase 'a stronger focus on social and ethical
concerns in marketing' is characteristic of the _________ period.
",D,M,Theory,Single Choice,Marketing:  ,
,production,,,,,,
,sales,,,,,,
,marketing,,,,,,
,societal marketing,,,,,,
,,,,,,,
," The term marketing refers to:
",C,M,Theory,Single Choice,Marketing:  ,
,new product concepts and improvements.,,,,,,
