,Questions,Correct Answer,Level,Category,Type,Skills,Answer Description
,"Which special instrument is best in building up buyers' preferences, convictions and actions?",d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Sales promotion,,,,,,
, Internal selling,,,,,,
, Online advertising,,,,,,
, Personal selling,,,,,,
,,,,,,,
,Which among the following would not be a strategy for building up sales force structure?,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Geography based sales force structure,,,,,,
, Product based sales force structure,,,,,,
, Lifestyle based sales force structure,,,,,,
, Client based sales force structure,,,,,,
,,,,,,,
,Salespeople spend most of their time doing which of the following activities?,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Telephone selling,,,,,,
, Back selling,,,,,,
, Face-to-Face selling,,,,,,
, All of the above,,,,,,
,,,,,,,
,On-pack coupons are examples of,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Flash sales promotions,,,,,,
, Price match sales promotions,,,,,,
, Money based sales promotions,,,,,,
, Discount based sales promotions,,,,,,
,,,,,,,
,"A promotion type which welcomes customers to pay a little measure of cash, together with some proof of purchase is",b,M,Theory,Single Choice,Marketing: Marketing Communications,
," Buy more, save more promotion",,,,,,
, Self liquidating promotion,,,,,,
, Loyalty promotion,,,,,,
, None of the above,,,,,,
,,,,,,,
,The range of obligation where a public relations professional can be held at risk for offering counsel in support of an unlawful movement is,a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Conspiracy,,,,,,
, Theft,,,,,,
, Risk management,,,,,,
, None of the above,,,,,,
,,,,,,,
,Framework in which organizations make partnerships with various channels to convey their market offering is named as,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Two-tier marketing network,,,,,,
, One-tier marketing network,,,,,,
, Functional network ,,,,,,
, Value network,,,,,,
,,,,,,,
,Which among the followng help managers to recall the key components of a marketing communications plan?,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, MARCOM,,,,,,
, SOSTAC,,,,,,
, MAP,,,,,,
, TAPS,,,,,,
,,,,,,,
,Which are the three key resources of a marketing plan?,a,M,Theory,Single Choice,Marketing: Marketing Communications,
," Men, Money,  Minutes",,,,,,
," Men, Money, Machine",,,,,,
," Men, Machine, Minutes",,,,,,
, None of the above,,,,,,
,,,,,,,
,Is a communication method which opens up a rich discussion of how symbols and signs are used in communications,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Verbal communication,,,,,,
, Buzz ,,,,,,
, Semiotics,,,,,,
, None of the above,,,,,,
,,,,,,,
,What is the full form of DAGMAR?,c,M,Theory,Single Choice,Marketing: Marketing Communications,
," Designing, advertising goals for measuring advertising results",,,,,,
," Designing, advertising goals for marketing and research",,,,,,
," Defining, advertising goals for measuring advertising results",,,,,,
, None of the above,,,,,,
,,,,,,,
,A model of studying buyer behaviour which focus on some of the internal psychological variables such as attitudes and beliefs is,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Black box model,,,,,,
, Complex model,,,,,,
, Personal variable model,,,,,,
, Message model,,,,,,
,,,,,,,
,Which among the following is not a stage of Charles Hofacker's five stages of onsite information processing?,a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Hurdle,,,,,,
, Attention,,,,,,
, Retention,,,,,,
, Comprehension,,,,,,
,,,,,,,
,Certification of items by its makers and offer special installment term are named ,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Geographic rights,,,,,,
, Conditions of sale,,,,,,
, Price policy,,,,,,
, None of the above,,,,,,
,,,,,,,
,Situation in which Organizations utilize at least two unique channels is called,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Integrated marketing,,,,,,
, Multi channel marketing,,,,,,
, Single channel marketing,,,,,,
, None of the above,,,,,,
,,,,,,,
,Middle people who perform the functions of selling goods of various makers are classified as,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Wholesale channel,,,,,,
, Retail channel,,,,,,
, Direct Channel,,,,,,
, None of the above,,,,,,
,,,,,,,
,"In marketing channels, level of company offering its items through retailers and wholesalers is named as",b,M,Theory,Single Choice,Marketing: Marketing Communications,
, One level channel,,,,,,
, Two level channel,,,,,,
, Three level channel,,,,,,
, Four level channel,,,,,,
,,,,,,,
,Which of the following terms best fits the action of marketing communications?,a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Communication between stakeholders,,,,,,
, Location convenience,,,,,,
, High level of regulation,,,,,,
, None of the above,,,,,,
,,,,,,,
,In the phases of adoption process customer decides to become regular user in,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Trial stage,,,,,,
, Awareness stage,,,,,,
, Evaluation stage,,,,,,
, Adoption stage,,,,,,
,,,,,,,
,Requirements of customers are activated by,a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Internal stimuli,,,,,,
, Sermions,,,,,,
, Fear,,,,,,
, None of the above,,,,,,
,,,,,,,
,Customers keeping data which supports their attitudes towards brand is classified as,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Selective attention,,,,,,
, Selective distortion,,,,,,
, Selective retention,,,,,,
, None of the above,,,,,,
,,,,,,,
,Advertisements affecting customer's subconscious minds are called,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Online advertisements,,,,,,
, Offlline advertisements,,,,,,
, Sublimal advertisements,,,,,,
, None of the above,,,,,,
,,,,,,,
,Sorts of consumer buying behaviour are of,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, One type,,,,,,
, Two types,,,,,,
, Three types,,,,,,
, Four types,,,,,,
,,,,,,,
,"Brand ""Apple"" is well know for the brand personality trait of",a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Excitement,,,,,,
, Loyalty,,,,,,
, Competence,,,,,,
, All of the above,,,,,,
,,,,,,,
,Global communication and product strategy in which communication is adjusted but product would not be changed is classified as,a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Communication adaptation,,,,,,
, Product Extension,,,,,,
, Dual extension,,,,,,
, Dual adaptation,,,,,,
,,,,,,,
,Sort of understanding that companies get from marketing information is called,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Marketing research,,,,,,
, Customer database,,,,,,
, Customer insights,,,,,,
, Competitive database,,,,,,
,,,,,,,
,The stage in buying behaviour which follows review of supplier proposals by a business purchaser is,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Problem recognition,,,,,,
, Supplier selection,,,,,,
, Evaluation of alternatives,,,,,,
, None of the above,,,,,,
,,,,,,,
,"In business purchasing process, the group which ahs formal authority of supplier selection is classified as",a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Buyer,,,,,,
, Influencer,,,,,,
, Enforcer,,,,,,
, Solicitator,,,,,,
,,,,,,,
,The step in personal selling in which the salesperson requests for an order to customer is classified as,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Pre approach,,,,,,
, Handling,,,,,,
, Prospecting,,,,,,
, None of the above,,,,,,
,,,,,,,
,"In a personal selling process, the step in which potential customers are identified is ",b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Closing,,,,,,
, Prospecting,,,,,,
, Handling,,,,,,
, Trial close,,,,,,
,,,,,,,
,A technique in comsumer promotion in which the seller sells two or three units of product at reduced price is classified as,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Free sampling,,,,,,
, Price packs,,,,,,
, Rebates,,,,,,
, None of the above,,,,,,
,,,,,,,
,A consumer promotion method in which items are offered with ease or free of cost on purchase of new item is,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Coupons,,,,,,
, Price-offs,,,,,,
, Rebates,,,,,,
, Premium,,,,,,
,,,,,,,
,"In a company's micro environment , ""client markets are of """,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, 1 type,,,,,,
, 2 types,,,,,,
, 3 types,,,,,,
, None of the above,,,,,,
,,,,,,,
,Markets in which market offerings are purchased from dealers for reselling purpose are,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Consumer markets,,,,,,
, Business markets,,,,,,
, Non-profit markets,,,,,,
, Reseller markets,,,,,,
,,,,,,,
,Pressure groups and government agencies are part of,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Economic environment,,,,,,
, Political environment,,,,,,
, Social environment,,,,,,
, None of the above,,,,,,
,,,,,,,
,A type of marketing channel which involves one or more intermediaries to make products available for buyers is,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Reverse channel,,,,,,
, Indirect channel,,,,,,
, Dual channel,,,,,,
, None of the above,,,,,,
,,,,,,,
,"Difference between various promoting channel with respect to roles, rewards and goals is",c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Horizontal conflict,,,,,,
, Vertical conflict,,,,,,
, Channel conflict,,,,,,
, None of the above,,,,,,
,,,,,,,
,Type of promotion in which short term benefit is given to customers to attract more of them is,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Advertising,,,,,,
, Sales promotion,,,,,,
, Inbound promotion,,,,,,
, Consumer promotion,,,,,,
,,,,,,,
,An arrangement of steps that should be followed by sales persons is named as,a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Selling process,,,,,,
, Promotion process,,,,,,
, Intermediate process,,,,,,
, None of the above,,,,,,
,,,,,,,
,Which is the final step in the personal selling process?,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Closing,,,,,,
, Follow up,,,,,,
, Trial close,,,,,,
, None of the above,,,,,,
,,,,,,,
,In consumer promotion the promotional products are known as,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Convenience products,,,,,,
, Advertising specialty products,,,,,,
, Sought products,,,,,,
, Shopping products,,,,,,
,,,,,,,
,"Method of selling in which groups of individuals from various departments are included such as marketing, finance, engineering to serve expansive records is",c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Relationship selling,,,,,,
, Geographic selling,,,,,,
, Team selling,,,,,,
, Need oriented selling,,,,,,
,,,,,,,
,The marketing environment of a company includes,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Micro environment,,,,,,
, Macro environment,,,,,,
, None of the above,,,,,,
, All of the above,,,,,,
,,,,,,,
,People born after World war 2 and before 1964 are called,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Generation youth,,,,,,
, Baby bloomers,,,,,,
, Baby boomers,,,,,,
, None of the above,,,,,,
,,,,,,,
,The factors affecting a company's ability to maintain customer relationship,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Marketing research ,,,,,,
, Marketing environment,,,,,,
, Marketing plan,,,,,,
, None of the above,,,,,,
,,,,,,,
,In marketing offering the tendency of difficult understanding is ,a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Complexity,,,,,,
, Neurality,,,,,,
, Normality,,,,,,
, None of the above,,,,,,
,,,,,,,
,Buying behaviour of consumers which is low involved and significant differences between brands is perceived is,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Dissonance buying behaviour,,,,,,
, Habitual buying behaviour,,,,,,
, Complex buying behaviour,,,,,,
, Variety seeking behaviour,,,,,,
,,,,,,,
,When the gap between product performance and customer expectations is higher the customer is,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Satisfied,,,,,,
, More satisfied,,,,,,
, More dissatisfied,,,,,,
, Delighted,,,,,,
,,,,,,,
,A good idea which is perceived as new by potential customers is ,a,M,Theory,Single Choice,Marketing: Marketing Communications,
, New product,,,,,,
, Existing product,,,,,,
, Customised product,,,,,,
, None of the above,,,,,,
,,,,,,,
,Distress at purchaser's end caused by conflict in post purchase behaviour is,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Post purchase behaviour,,,,,,
, Cognitive dissonance,,,,,,
, Alternator,,,,,,
, Assertive behaviour,,,,,,
,,,,,,,
,Information obtained by customers from sales advertising and sales person is called,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Personal sources,,,,,,
, Internal sources,,,,,,
, External sources,,,,,,
, Commercial sources,,,,,,
,,,,,,,
,The variables which can influence purchase decision and attention are called,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Functional factors,,,,,,
, Economical factors,,,,,,
, None of the above,,,,,,
, All of the above,,,,,,
,,,,,,,
,Sort of data that buyer acquires by utilizing and analyzing the item is called,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Public sources,,,,,,
, External sources,,,,,,
, Experential sources,,,,,,
, None of the above,,,,,,
,,,,,,,
,First paper related to Marketing Myopia was published in the year 1960 in ,a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Harvard Business Review,,,,,,
, Irish Business Review,,,,,,
, International Business Review,,,,,,
, Ivey publishing,,,,,,
,,,,,,,
,Amazon was the first company to use,a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Collaborative filtering,,,,,,
, Mass marketing,,,,,,
, Digital marketing,,,,,,
, None of the above,,,,,,
,,,,,,,
,Direct marketing involves continuing to be more,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Mail oriented,,,,,,
, Telephone oriented,,,,,,
, Web oriented,,,,,,
, None of the above,,,,,,
,,,,,,,
,Who is referred to as the father of modern marketing?,a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Philip Kotler,,,,,,
, Chris Brogan,,,,,,
, Yanik Silver,,,,,,
, Gary Hamel,,,,,,
,,,,,,,
,With internet promoting program.______ Companies can achieve customers and develop business,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Adsense,,,,,,
, PPC,,,,,,
, Adwords,,,,,,
, None of the above,,,,,,
,,,,,,,
,In which stage of the selling process is call objectives are set?,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Presentation,,,,,,
, Handling objections,,,,,,
, Prospecting,,,,,,
, None of the above,,,,,,
,,,,,,,
,Giving away a Sony mobile with a BMW is a ,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Flash sale,,,,,,
, Loyalty reward,,,,,,
, Cross promotion,,,,,,
, Premium,,,,,,
,,,,,,,
,Charging distinctive price for various customers at different places and at different times is called,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Price skimming,,,,,,
, Bundle pricing,,,,,,
, Economy pricing,,,,,,
, Discriminatory pricing,,,,,,
,,,,,,,
,Tooth paste tube is a type of ,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Bundle package,,,,,,
, Premium package,,,,,,
, Custom package,,,,,,
, None of the above,,,,,,
,,,,,,,
,_______ incorporates all the activities that help expanding the attention of the product in the conumer's mind,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Product,,,,,,
, Price,,,,,,
, Place,,,,,,
, None of the above,,,,,,
,,,,,,,
,A man's__________ comprises of all the groups that have a direct or indirect impact on the individual's attitude or behaviour,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Membership group,,,,,,
, Focus group,,,,,,
, Consumer group,,,,,,
, None of the above,,,,,,
,,,,,,,
,"Has the goal fof building mutually good long term relationship with customers, suppliers, distributors to eran and hold their business",c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Cause marketing,,,,,,
, Close range marketing,,,,,,
, Relationship marketing,,,,,,
, None of the above,,,,,,
,,,,,,,
,Launching a new item at low cost and low promotion level is called,a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Slow skimming,,,,,,
, Rapid skimming,,,,,,
, Slow penetration,,,,,,
, None of the above,,,,,,
,,,,,,,
,A promoting methodology that a company would use for a product in its maturity stage is called,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Empathy strategy,,,,,,
, Build product awareness in mass market,,,,,,
, stress on brand differences and benefits,,,,,,
, Testimonial strategy,,,,,,
,,,,,,,
,Numerous consumer packaged goods commpanies blame__________ for decreasing product loyalty and increasing customer price sensitivity,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Public relations,,,,,,
, Persuasive advertising,,,,,,
, Sales promotion,,,,,,
, None of the above,,,,,,
,,,,,,,
,Entire bunch of benefits when a company guarantees to deliver through its market offering is called,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Prospect level  proposition,,,,,,
, Value proposition,,,,,,
, Brand proposition,,,,,,
, Process level proposition,,,,,,
,,,,,,,
,The final step in the customer value analysis is,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Assess quantitative importance of different attributes and benefits,,,,,,
, Assessing the company's performance,,,,,,
, Identify major attributes and benefits,,,,,,
, Monitor customer values,,,,,,
,,,,,,,
,"A company's monetary value, time and vitality cost are all incorporated into",d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Personal costs,,,,,,
, Psychological cost,,,,,,
, Image benefits,,,,,,
, None of the above,,,,,,
,,,,,,,
,Macdonald's golden arc is an example of,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Sales promotion,,,,,,
, Product promotion,,,,,,
, Brand extension,,,,,,
, None of the above,,,,,,
,,,,,,,
,An awkwardness betwen customer's actual and desired state in which acknowledgement that a hole or problem needs resolving is ,a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Motive development,,,,,,
, Self esteem,,,,,,
, Attitude,,,,,,
, None of the above,,,,,,
,,,,,,,
,In the maturity stage of a product it will require,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Comparative advertising,,,,,,
, Persuasive advertising,,,,,,
, Reminder advertising,,,,,,
, None of the above,,,,,,
,,,,,,,
,An example of selling is,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Selling insurances to saving account holder,,,,,,
, Bankassurance,,,,,,
, Only a,,,,,,
, Only b,,,,,,
,,,,,,,
,Building up a successful message methodology starts with identifying ,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Competitor's weakness,,,,,,
, Competitor's strengths,,,,,,
, Consumer benefits,,,,,,
, Consumer emotions,,,,,,
,,,,,,,
,__________ have a tendency to be straightforward frameworks or positioning points that the advertiser wants to stress upon,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Big idea statements,,,,,,
, Creative concept plans,,,,,,
, Promotional mix plans,,,,,,
, None of the above,,,,,,
,,,,,,,
,The objective of__________ is to make an ad so useful that individuals want to watch it,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Brand promotions,,,,,,
, Text messaging,,,,,,
, Print ads,,,,,,
, None of the above,,,,,,
,,,,,,,
,Is a measure of the rate of individuals in the target market who are opposed to the promotion crusade amid a given timeframe,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Format ,,,,,,
, Frequency,,,,,,
, Benchmarks,,,,,,
, None of the above,,,,,,
,,,,,,,
,Which among the following are the plans of action to obtain specific media objectives?,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Geographic coverage,,,,,,
, Media vehicles,,,,,,
, Scheduling,,,,,,
, Media strategies,,,,,,
,,,,,,,
,Specific correspondence that has to be achieved within definite target group of onlookers inside a definite time is called,a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Advertising objective,,,,,,
, Media decision,,,,,,
, Advertising decision,,,,,,
, None of the above,,,,,,
,,,,,,,
,"An approach of message execution which takes into consideration format of style, tone and format to execute message of advertising is classified as",c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Creative style,,,,,,
, Persuasive style,,,,,,
, Execution style,,,,,,
, None of the above,,,,,,
,,,,,,,
,"A firm giving marketing services like helping diverse companies in preparing, planning, implementing advertising programs",d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Research agency,,,,,,
, Source agency ,,,,,,
, Service agency,,,,,,
, Advertising agency,,,,,,
,,,,,,,
,Possible objectives of advertising includes,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Persuasive advertising,,,,,,
, Reminder advertising,,,,,,
, None of the above,,,,,,
, All of the above,,,,,,
,,,,,,,
,"Sales promotion tools used to empower buy, persuade sales representatives and generate business leads are classified as",d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Discount promotion,,,,,,
, Push promotion,,,,,,
, Event promotion,,,,,,
, Business promotion,,,,,,
,,,,,,,
,The concept  of marketing mix was introduced by,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Philip Kotler,,,,,,
, Naomi Klein,,,,,,
, N.H. Borden,,,,,,
, John R. Brinkley,,,,,,
,,,,,,,
,"Procedure of overseeing upstream and downstream of final goods, flow of raw materials and data about resellers and final buyers is called",d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Distribution network,,,,,,
, Marketing logistics network,,,,,,
, Delivery network,,,,,,
, None of the above,,,,,,
,,,,,,,
,Perishable products need,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Direct marketing channel,,,,,,
, Indirect marketing channel,,,,,,
, Only a,,,,,,
, Only b,,,,,,
,,,,,,,
,Suits best when the producer means to keep up control on the service level offered by affiliates,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Selective distribution,,,,,,
, Intensive distribution,,,,,,
, Exclusive distribution,,,,,,
, None of the above,,,,,,
,,,,,,,
,The channel alternative should be assessed on the basis of which criteria,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Control,,,,,,
, Economic,,,,,,
, Adaptive,,,,,,
, All of the above,,,,,,
,,,,,,,
,Examples of salutary products are ,a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Insurance products,,,,,,
, FMCG products,,,,,,
, Medicinal products,,,,,,
, None of the above,,,,,,
,,,,,,,
,Wholesalers and retailers purchasing conduct is classified as,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Cognitive buying behaviour,,,,,,
, Business buying behaviour,,,,,,
, Extensive buying behaviour,,,,,,
, None of the above,,,,,,
,,,,,,,
,"To stay away from complex purchasing situation, purchasing of packaged arrangement from a single seller is called",b,M,Theory,Single Choice,Marketing: Marketing Communications,
, New buy,,,,,,
, Solutions selling,,,,,,
, Staring selling,,,,,,
, None of the above,,,,,,
,,,,,,,
,The stage in the buying behaviour which takes after suppliers selection and examine last determination of raw materials is classified as ,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Supplier search,,,,,,
, Routine specification,,,,,,
, Proposal ,,,,,,
, None of the above,,,,,,
,,,,,,,
,The stage which ends the supplier performance assessment by business buyers is ,a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Proposal solicitation,,,,,,
, Performance review,,,,,,
, Supplier selection,,,,,,
, None of the above,,,,,,
,,,,,,,
,The first element that a reader notices in a print ad is ,c,M,Theory,Single Choice,Marketing: Marketing Communications,
, Placement,,,,,,
, Headline,,,,,,
, Illustration,,,,,,
, Graphics,,,,,,
,,,,,,,
,"Which of the following advantages are offered to advertisers by radio, internet,magazines?",d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Flexibility,,,,,,
, Credibility,,,,,,
, Timeliness,,,,,,
, None of the above,,,,,,
,,,,,,,
,"""30 Rock"" and ""Newsweek are examples of ",b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Alternative media,,,,,,
, Media vehicles,,,,,,
, Major media,,,,,,
, None of the above,,,,,,
,,,,,,,
,Scheduling ads evenly within a stipulated time period is called,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Pulsing,,,,,,
, Sequencing,,,,,,
, Routing,,,,,,
, None of the above,,,,,,
,,,,,,,
,Involves building up a positive corporate image and handling unfavourable events and stories,d,M,Theory,Single Choice,Marketing: Marketing Communications,
, Direct marketing,,,,,,
, Promotioning,,,,,,
, Event management,,,,,,
, None of the above,,,,,,
,,,,,,,
,In order to rebuild interest in declining commodities trade associations have used,b,M,Theory,Single Choice,Marketing: Marketing Communications,
, Press relations,,,,,,
, Public relations,,,,,,
, Mass marketing,,,,,,
, None of the above,,,,,,
,,,,,,,
,"The book ""Fall of advertising and rise of PR"" state that all of the following firms have found success with very little advertising except",a,M,Theory,Single Choice,Marketing: Marketing Communications,
, Adidas,,,,,,
, Walmart,,,,,,
, Zara,,,,,,
